,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
cap_gas_OCGT [GW],66.762,58.793,55.718,69.573,58.965,84.895,66.918,58.918,69.929,66.763,33.41,73.929,27.49,36.566,22.147,33.603,47.934,38.556,38.558,31.234,69.091,22.606,58.917,33.787,41.972,77.618,57.781,30.46,63.424,48.357,58.917,35.013,57.711,77.602,34.649,23.241,69.076,54.262,24.067,33.973,20.783,52.232,33.648,24.398,48.463,19.01,30.446,35.43,44.637,50.415,54.744,78.135,27.488,66.763,31.917,45.115,72.159,18.776,62.555,20.756,87.609,34.674,34.7,34.697,24.428,60.589,58.879,68.256,49.716,48.356,23.27,57.709,33.769,29.204,31.476,48.493,87.607,64.708,34.484,27.217,78.134,57.389,29.656,38.962,33.747,87.61,57.704,38.706,35.432,22.251,55.538,30.163,63.86,62.54,48.605,48.353,33.783,19.459,73.934,18.628,48.126,19.851,33.617,34.698,48.489
cap_gas_CCGT [GW],37.071,42.904,42.866,38.261,40.159,40.044,40.015,42.888,38.492,37.071,0.403,0.436,8.045,7.89,9.579,7.809,4.706,7.931,7.93,7.926,1.869,8.238,42.889,0.33,1.685,38.762,42.891,9.574,2.112,0.372,42.888,1.55,40.729,39.989,5.862,8.14,1.868,40.63,0.343,5.871,9.719,40.665,0.375,9.586,4.706,7.961,9.574,1.546,4.781,40.635,2.001,38.8,1.534,37.071,5.997,0.372,0.438,0.341,36.016,8.145,40.007,5.853,5.865,5.864,0.405,35.519,42.892,38.087,0.429,0.372,8.142,40.731,0.348,9.577,4.908,4.707,40.005,36.65,1.552,0.33,38.801,0.436,0.333,0.371,1.557,40.006,40.73,4.877,1.547,1.489,40.57,9.568,36.383,37.67,1.808,0.373,0.333,8.048,0.435,7.94,0.372,8.098,1.532,5.865,4.71
cap_coal [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001
cap_nuclear [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.509,2.491,0.005,0.003,0.006,0.002,0.002,0.003,0.003,0.002,2.636,0.0,0.0,5.478,2.618,0.0,0.0,0.009,2.637,2.567,0.0,2.673,0.0,0.0,0.009,0.004,2.636,0.0,5.209,0.016,0.01,0.0,2.582,0.008,0.002,0.011,0.008,2.672,0.003,0.0,2.638,0.0,2.78,0.0,0.012,2.567,2.493,4.96,0.0,0.004,0.0,0.013,0.014,0.015,2.509,0.0,0.0,0.0,2.501,2.566,0.005,0.0,5.476,0.007,0.001,0.004,0.0,0.0,2.673,5.349,0.0,2.503,5.392,2.568,2.678,0.0,0.0,0.002,2.672,2.842,0.0,0.005,0.0,0.0,2.635,2.567,5.481,0.009,2.491,0.007,2.567,0.007,2.612,0.013,0.004
cap_gas_CHP_CC [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,82.971,83.503,85.858,83.414,81.86,83.511,83.511,83.273,0.001,82.424,0.0,0.0,0.0,0.0,0.0,86.462,0.002,0.0,0.0,0.0,0.0,0.0,86.544,75.731,0.002,0.0,0.002,86.482,85.411,0.0,0.002,86.066,81.875,75.532,86.464,0.0,81.712,0.0,0.002,0.0,0.001,0.0,86.365,0.0,0.001,0.002,0.0,75.714,0.0,86.543,86.545,86.545,0.002,0.0,0.0,0.0,0.001,0.0,75.732,0.0,0.004,86.379,81.36,81.874,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.0,81.608,0.0,0.0,0.0,86.451,0.0,0.0,0.002,0.0,0.001,75.637,0.0,75.314,0.0,75.689,0.0,86.546,81.874
cap_gas_CHP [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.694,75.323,63.206,63.364,70.864,63.513,60.405,63.239,63.242,63.591,75.74,62.524,0.0,89.053,70.657,0.0,0.0,70.972,76.266,95.8,0.0,82.256,0.0,0.0,70.191,69.274,75.739,0.0,90.424,70.144,69.138,0.0,94.548,70.913,60.458,69.862,70.979,82.224,60.355,0.0,75.186,0.0,82.169,0.0,69.804,95.815,75.281,90.317,0.0,69.796,0.0,70.162,70.154,70.155,70.724,0.0,0.0,0.0,76.296,95.8,69.272,0.0,88.998,70.86,58.69,60.455,0.0,0.0,82.335,90.495,0.0,75.372,90.073,95.323,82.313,0.0,0.0,59.705,82.221,81.508,0.0,71.124,0.0,0.0,73.882,95.799,89.042,69.955,75.323,69.523,95.787,69.96,66.591,70.161,60.45
cap_biomass_CHP_CC [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609,0.0,0.0,0.001,0.336,0.0,0.0,0.0,0.646,1.841,0.0,0.013,0.0,0.0,0.0,0.0,0.61,0.0,0.006,0.0,0.0,0.0,1.607,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.574,0.0,0.019,0.0,0.0,1.803,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.002,1.841,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.014,0.001,0.0,0.005,0.002,1.721,0.014,0.0,0.0,0.0,0.013,0.02,0.0,0.0,0.0,0.0,0.498,1.84,0.002,0.0,0.0,0.0,1.839,0.0,0.226,0.0,0.0
cap_biomass_CHP [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.651,39.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.667,0.0,0.0,38.826,37.058,0.0,0.0,0.0,36.616,35.886,0.0,36.361,0.0,0.0,0.0,0.0,36.665,0.0,38.77,0.0,0.0,0.0,36.229,0.0,0.0,0.0,0.0,36.361,0.0,0.0,36.727,0.0,36.358,0.0,0.0,35.928,39.549,38.804,0.0,0.0,0.0,0.0,0.0,0.0,39.686,0.0,0.0,0.0,39.579,35.886,0.0,0.0,38.821,0.0,0.0,0.0,0.0,0.0,36.351,38.799,0.0,39.559,38.808,36.021,36.346,0.0,0.0,0.0,36.361,36.409,0.0,0.0,0.0,0.0,36.854,35.887,38.823,0.0,39.535,0.0,35.885,0.0,37.178,0.0,0.0
unintended_storage_cycling [%],15.065,0.673,0.017,0.011,0.002,0.078,0.005,34.631,0.011,34.817,0.093,30.286,0.028,0.469,0.108,0.082,0.832,17.966,23.193,0.059,36.782,0.001,41.083,25.392,0.008,0.228,0.077,35.341,0.418,47.869,24.714,1.453,35.069,0.009,37.032,19.844,27.43,0.033,0.599,0.264,0.033,0.021,0.079,0.162,10.975,0.147,27.828,49.651,0.1,0.003,0.186,25.663,0.089,43.703,0.049,0.083,0.813,0.1,0.005,1.373,40.767,4.103,18.746,9.922,0.033,0.003,1.718,0.008,0.151,46.763,33.569,44.499,45.605,0.904,0.005,21.88,15.298,0.019,0.468,0.151,42.351,0.411,0.601,0.026,0.161,35.977,14.382,0.022,41.301,0.007,0.057,7.124,0.015,0.004,0.08,22.979,47.147,0.328,37.708,0.048,0.715,0.795,0.003,27.323,28.888
sector,,,,,,,,,,,T-H-I-B,T-H-I-B,T-H,T-H,T-H,T-H,T-H,T-H,T-H,T-H,T-H-I-B,T-H,,T-H-I-B,T-H-I-B,,,T-H,T-H-I-B,T-H-I-B,,T-H-I-B,,,T-H,T-H,T-H-I-B,,T-H-I-B,T-H,T-H,,T-H-I-B,T-H,T-H,T-H,T-H,T-H-I-B,T-H,,T-H-I-B,,T-H-I-B,,T-H,T-H-I-B,T-H-I-B,T-H-I-B,,T-H,,T-H,T-H,T-H,T-H-I-B,,,,T-H-I-B,T-H-I-B,T-H,,T-H-I-B,T-H,T-H,T-H,,,T-H-I-B,T-H-I-B,,T-H-I-B,T-H-I-B,T-H-I-B,T-H-I-B,,,T-H,T-H-I-B,T-H-I-B,,T-H,,,T-H-I-B,T-H-I-B,T-H-I-B,T-H,T-H-I-B,T-H,T-H-I-B,T-H,T-H-I-B,T-H,T-H
AL0 0 X Store,43.434,176.999,1468.678,51.668,211.723,40.435,50.555,44.544,26.16,24.492,334.189,34.47,186.61,49.45,206.242,74.893,125.385,34.717,28.977,139.488,24.412,1158.718,30.277,42.295,161.976,18.367,302.554,27.553,49.941,30.217,73.409,65.442,18.288,40.922,24.148,39.869,32.571,48.534,205.55,262.343,810.945,89.787,762.86,88.991,71.613,273.936,37.81,24.047,164.036,419.441,73.3,17.73,278.265,19.722,1279.408,93.085,68.806,842.493,210.673,53.346,32.645,138.471,59.038,105.804,1450.219,761.829,132.296,98.168,191.038,38.949,26.229,18.251,23.518,78.174,1213.427,41.406,40.336,77.617,100.692,85.108,16.162,133.857,72.663,166.801,154.536,39.361,18.375,278.729,33.649,1491.398,35.877,54.134,105.534,374.665,109.757,65.224,20.167,177.59,31.937,945.964,83.353,91.04,1065.714,33.277,25.588
AT0 0 X Store,47.203,56.499,288.465,18.852,45.4,40.382,41.617,20.902,18.265,31.351,17.302,15.208,50.993,15.286,58.645,26.003,32.313,9.171,7.247,38.585,11.958,213.556,18.773,19.819,66.482,18.267,96.681,7.928,25.482,15.613,26.931,39.747,18.3,40.425,8.507,3.255,17.407,45.879,73.268,86.031,295.837,60.395,361.951,43.155,24.445,19.591,11.425,19.518,38.314,72.08,37.872,18.251,86.935,28.309,394.533,48.654,15.197,279.28,105.35,4.805,38.417,47.204,20.291,36.105,50.399,310.838,41.719,19.699,15.658,17.584,3.041,18.26,15.281,41.569,191.099,19.742,40.121,65.984,56.366,42.162,18.25,15.255,33.101,77.797,66.901,39.86,19.05,47.763,24.746,377.288,36.45,22.625,76.56,57.287,42.021,26.882,15.225,12.658,15.184,64.1,40.175,8.859,372.692,11.407,14.769
BA0 0 X Store,46.592,196.556,1672.357,29.519,331.542,40.486,72.56,47.111,18.347,25.112,297.052,30.778,287.205,75.14,241.888,111.378,143.814,43.68,32.691,227.136,26.027,1984.695,31.862,51.775,189.819,18.273,338.318,27.764,60.049,27.916,77.797,60.981,18.304,44.599,26.179,44.185,35.88,49.963,249.938,306.507,942.422,99.593,891.117,99.463,78.72,328.534,37.752,24.079,187.902,481.072,84.919,18.253,268.12,20.435,1506.408,100.81,59.259,1046.165,236.093,59.691,34.252,159.591,67.088,122.886,1266.429,839.959,144.762,63.258,165.734,35.623,27.561,18.25,24.732,88.929,1516.578,44.463,39.9,85.659,94.377,103.062,18.314,114.909,86.601,183.335,146.148,39.421,18.38,331.879,32.743,1460.272,36.556,55.37,118.252,259.463,125.902,55.897,20.545,216.792,28.472,1117.067,88.94,103.561,1263.26,36.204,27.327
BE0 0 X Store,43.712,46.828,158.902,18.842,43.56,40.343,42.218,20.265,18.283,32.225,17.44,15.193,50.805,14.458,44.827,30.951,41.955,7.7,6.796,44.065,7.601,186.972,18.743,19.49,39.889,18.323,75.308,5.01,20.208,15.166,24.769,28.999,18.336,40.361,16.147,4.151,12.884,41.944,63.769,139.219,130.882,51.382,94.333,36.917,40.434,13.23,6.673,11.88,43.539,73.859,28.126,18.27,36.209,29.285,629.241,31.392,15.193,143.197,80.351,4.746,38.486,79.27,36.539,61.681,19.491,250.946,37.704,18.995,16.729,15.286,3.507,18.268,18.728,27.917,141.761,27.659,40.158,55.402,33.658,38.334,18.249,15.499,27.999,42.399,34.42,40.027,19.323,47.709,16.397,77.821,34.386,12.774,64.647,18.946,35.463,16.102,18.204,9.929,15.186,28.016,25.483,7.047,42.192,21.464,18.337
BG0 0 X Store,44.267,191.849,1589.053,66.931,258.558,40.432,59.303,48.472,41.554,24.412,180.739,21.116,154.218,49.368,210.087,65.467,81.77,35.174,30.584,110.134,28.359,900.072,32.093,46.162,106.593,22.091,327.884,27.384,51.914,28.588,79.647,57.875,18.287,41.172,23.445,39.56,40.301,47.285,210.429,241.889,846.161,90.198,959.174,94.668,46.244,274.237,37.152,24.328,109.897,438.418,56.667,16.824,238.695,19.576,1172.528,113.316,37.567,864.147,219.671,52.762,33.407,127.645,54.397,97.505,745.877,786.835,142.593,130.428,97.73,36.626,26.43,18.247,23.037,82.892,877.378,26.752,40.325,79.733,88.096,90.555,12.288,73.194,76.786,209.175,133.439,39.45,18.392,189.286,31.709,1255.628,35.35,63.482,109.954,532.174,68.523,60.546,19.172,176.982,18.973,947.01,100.119,90.079,618.296,31.381,16.987
CH0 0 X Store,45.504,49.593,262.63,18.416,46.123,40.354,42.219,20.631,18.272,32.034,36.211,15.203,75.914,21.586,108.613,32.243,66.993,13.603,9.633,57.272,7.366,434.937,18.524,26.292,61.045,18.266,86.332,12.894,15.688,15.361,27.014,41.077,18.315,40.401,15.823,8.856,12.068,40.174,134.857,166.066,497.133,54.363,616.506,51.197,42.472,62.063,18.257,16.083,88.417,79.588,21.822,18.261,150.305,28.006,760.54,62.228,15.18,516.507,96.152,12.192,38.973,88.759,39.401,67.145,194.972,311.462,39.433,18.938,15.471,18.003,5.784,18.265,15.557,47.998,643.24,27.074,40.121,60.899,57.813,58.419,18.243,15.194,47.766,110.896,88.353,39.923,19.025,138.218,23.514,797.965,35.584,35.081,71.691,31.231,30.245,30.98,15.178,37.996,15.177,198.0,52.154,21.719,385.056,21.62,20.675
CZ0 0 X Store,44.4,58.04,601.421,18.913,213.479,40.194,40.729,21.09,18.278,30.826,55.258,15.303,98.732,26.316,122.102,41.55,37.439,15.428,12.081,71.299,15.136,550.199,18.687,25.232,57.9,18.266,113.21,13.09,28.08,15.814,27.684,36.624,18.301,40.319,9.941,8.826,18.875,48.37,90.233,110.759,545.464,77.631,442.707,53.016,25.303,63.849,17.795,19.268,50.112,308.625,46.236,18.258,81.702,25.348,538.747,53.242,16.174,365.341,166.143,11.22,37.113,58.856,23.859,43.753,229.995,573.037,42.295,28.748,29.9,17.522,5.903,18.255,19.074,48.35,361.306,19.898,40.069,65.671,46.217,48.099,18.238,21.372,40.36,83.856,55.835,39.714,18.593,76.673,26.58,381.494,38.116,34.248,85.25,115.14,48.341,25.084,18.049,39.559,15.175,217.918,44.033,22.494,202.911,13.162,14.712
DE0 0 X Store,46.838,46.428,145.86,18.846,43.107,40.324,42.216,20.621,18.311,32.673,17.474,15.19,65.316,14.948,27.903,31.353,32.531,9.289,6.86,45.976,7.78,234.517,19.021,18.83,52.705,18.314,70.832,3.623,23.209,15.108,26.695,29.086,18.307,40.363,12.14,4.14,12.205,43.712,40.837,121.692,119.99,57.235,37.82,18.051,25.462,29.478,4.47,12.37,38.428,104.119,29.196,18.29,35.342,29.12,566.889,17.483,15.197,57.286,80.356,5.994,38.973,67.079,28.437,49.881,33.999,154.098,39.4,19.04,15.568,15.213,3.432,18.263,18.59,14.561,227.04,17.416,40.142,61.405,30.217,22.972,18.25,15.255,19.767,22.606,33.01,40.006,19.22,51.439,17.397,99.296,37.337,8.884,70.108,19.499,33.449,15.291,18.194,17.26,15.184,104.272,15.505,11.38,53.027,15.856,13.36
DK0 0 X Store,43.868,35.28,106.794,18.884,106.947,31.876,42.08,19.494,18.805,32.117,15.515,15.193,71.727,19.271,27.877,50.353,38.359,10.297,8.152,62.955,27.56,94.955,18.757,31.146,105.4,18.265,36.989,3.661,50.514,9.11,22.12,41.373,18.377,33.007,14.748,3.34,39.638,28.273,154.703,55.427,77.98,41.811,107.058,17.831,28.313,26.204,4.452,17.165,38.516,77.045,60.951,18.268,130.707,28.778,89.898,20.653,15.22,631.53,80.991,5.578,25.503,41.755,30.766,40.735,30.665,97.664,31.89,26.048,15.253,9.141,3.097,18.286,17.731,14.92,44.702,19.688,27.851,55.063,62.006,67.682,18.283,15.252,59.29,31.08,85.05,27.48,18.789,42.517,23.832,602.685,24.472,8.894,66.049,30.924,68.969,9.467,13.888,18.752,15.184,44.407,16.824,14.613,581.23,19.361,14.776
DK3 0 X Store,41.263,30.188,271.828,18.86,1342.012,127.436,309.705,18.773,18.318,30.72,72.371,10.322,44.339,8.556,27.483,15.887,8.815,3.805,3.228,22.989,3.197,46.726,18.353,10.847,18.82,18.283,53.144,3.728,9.623,7.183,20.115,39.748,34.936,185.621,5.776,3.013,5.367,112.485,45.812,30.098,88.885,198.365,220.542,18.041,5.92,3.904,4.463,15.807,9.723,726.07,13.368,18.295,128.848,23.191,32.067,36.141,16.299,171.439,126.76,3.025,33.46,26.909,15.736,24.438,385.583,440.884,24.287,19.055,42.075,8.981,3.015,24.318,9.688,16.151,14.783,5.485,66.596,63.325,59.82,22.611,18.276,28.11,18.83,47.549,88.448,41.675,52.92,12.946,20.644,689.341,83.396,9.23,79.154,24.935,14.369,14.228,9.146,3.44,10.07,14.383,28.282,3.028,40.125,8.416,4.982
EE6 0 X Store,39.686,20.383,39.193,18.868,51.268,15.199,15.604,18.588,18.267,22.969,34.075,6.235,54.181,14.779,101.017,24.384,15.178,7.102,4.993,30.313,6.094,60.262,18.231,14.232,36.63,18.266,27.317,11.317,9.417,17.889,19.065,27.538,31.976,15.206,25.848,11.696,6.298,110.813,57.654,167.382,375.952,190.512,56.014,57.184,11.468,63.846,14.457,11.037,20.214,693.311,12.47,18.262,27.687,16.965,675.184,32.908,7.044,209.413,62.317,19.318,15.222,104.491,60.157,88.404,120.79,64.318,19.562,19.471,22.318,24.868,8.839,22.938,10.725,48.682,87.721,9.489,15.201,49.923,27.698,33.617,18.256,19.351,25.606,33.054,27.691,15.22,49.449,29.479,17.466,28.263,78.532,28.784,53.098,32.307,18.777,28.107,9.804,46.754,6.097,154.338,32.803,32.758,42.114,36.527,9.167
ES0 0 X Store,49.679,77.15,432.873,137.822,289.12,35.809,70.173,50.249,115.795,34.992,15.801,15.188,174.367,64.953,166.796,71.203,58.69,45.232,34.906,119.059,27.976,1054.919,33.693,39.985,176.465,68.459,110.549,27.943,63.291,16.615,64.73,63.319,34.534,37.037,27.105,46.214,39.062,110.33,97.429,274.986,541.649,169.082,557.321,92.311,42.982,131.193,38.415,29.447,81.349,592.479,86.669,41.301,90.575,26.646,1272.617,65.005,15.193,346.406,200.114,63.065,33.538,150.158,69.152,119.512,62.48,831.767,68.163,234.927,15.199,21.216,29.215,25.761,33.486,88.525,566.958,39.739,35.348,84.9,66.77,48.281,25.715,15.194,43.718,114.965,69.349,34.346,53.898,124.96,44.707,380.632,84.173,68.0,110.743,1108.121,115.523,35.525,29.089,98.778,15.183,419.389,53.201,74.554,997.938,37.668,32.406
ES2 0 X Store,46.115,70.55,133.668,124.997,183.876,40.051,65.399,44.167,107.084,32.449,15.543,15.199,137.215,63.664,142.92,66.357,45.767,41.64,32.392,94.023,26.31,707.562,31.214,40.356,150.437,67.678,94.909,27.998,56.43,17.86,58.799,62.41,36.282,40.257,26.804,46.218,35.084,89.098,45.04,200.544,449.208,145.516,548.829,85.811,41.742,110.156,37.864,27.537,63.471,334.397,78.382,40.107,108.112,25.918,892.386,67.399,15.202,88.119,160.321,62.394,36.407,119.482,65.623,98.351,17.684,631.714,62.665,200.157,15.426,22.362,29.858,26.191,37.319,84.43,273.059,40.009,39.844,75.426,78.253,41.817,25.861,15.207,41.548,122.48,88.484,39.216,48.762,78.8,38.463,406.55,67.919,62.537,92.541,875.837,102.144,34.908,29.843,86.169,15.187,278.768,60.878,73.145,773.982,36.779,32.74
FI3 0 X Store,26.474,22.958,177.763,19.159,109.373,15.803,17.162,18.032,18.287,14.005,7.368,6.057,3.217,3.131,29.292,3.202,6.038,3.121,3.076,3.18,3.965,3.475,18.035,11.712,24.623,18.268,37.292,3.574,9.812,11.883,18.029,30.99,12.131,16.469,13.182,14.927,8.507,12.138,48.079,142.962,138.791,12.153,33.154,15.317,6.038,43.711,4.002,10.612,6.14,27.055,13.848,18.251,33.138,10.933,710.074,28.758,6.038,52.625,93.016,15.153,15.142,68.421,30.985,53.985,10.249,339.977,19.707,35.172,6.475,14.708,10.591,12.12,10.501,12.157,7.086,6.03,15.232,36.909,31.582,24.437,17.996,6.055,20.025,32.604,31.652,15.066,12.146,6.449,17.896,37.18,12.137,7.272,48.243,128.163,24.423,28.112,9.408,27.044,6.054,155.643,28.793,17.101,32.715,19.35,5.521
FR0 0 X Store,44.289,47.314,196.559,18.848,49.337,40.35,42.219,20.099,18.281,33.038,16.453,15.775,78.215,20.464,64.247,33.512,42.524,12.568,9.103,55.294,7.924,410.635,18.6,15.982,41.197,18.282,72.994,11.408,17.093,15.178,24.654,11.051,18.312,40.735,17.277,6.209,12.93,43.923,55.397,165.486,313.846,58.346,199.441,45.919,41.518,24.933,15.583,7.073,48.437,115.073,22.682,18.273,20.672,29.462,785.47,43.461,15.208,190.644,94.787,9.004,38.825,91.901,42.421,72.189,16.862,348.875,37.875,19.044,15.724,15.444,4.151,18.265,15.272,45.556,189.046,38.433,40.149,57.237,14.557,28.306,18.249,15.437,21.919,59.978,18.377,39.991,19.219,55.329,8.258,49.777,38.389,31.118,69.328,27.703,25.192,20.753,15.206,20.767,15.195,67.625,34.169,14.82,222.748,23.42,24.395
GB4 0 X Store,36.972,41.011,131.961,32.273,59.988,40.16,46.051,20.15,29.821,31.591,21.796,9.075,51.803,15.764,35.425,32.303,33.646,6.324,3.781,41.071,6.325,61.542,18.733,49.934,38.426,22.694,60.119,3.15,11.114,3.038,20.755,10.085,16.449,40.665,16.755,7.849,8.027,53.207,57.852,77.711,87.447,66.389,50.632,28.506,18.686,43.705,3.167,6.041,36.884,80.122,26.427,18.245,19.913,30.177,89.774,19.488,9.113,74.637,64.485,13.062,33.21,62.965,45.511,58.017,32.491,90.289,26.3,32.556,17.218,3.025,4.882,15.244,29.716,28.503,58.51,18.643,40.156,40.456,13.125,56.916,18.057,15.372,55.412,33.228,16.014,39.793,18.497,46.709,6.048,22.218,38.056,5.962,46.098,37.128,36.621,3.027,21.186,38.072,9.075,56.898,9.103,31.425,51.018,23.23,14.301
GB5 0 X Store,40.14,59.771,136.539,18.806,48.357,40.327,45.267,20.235,18.805,31.718,33.43,15.197,34.507,6.127,46.327,11.333,43.897,6.122,5.001,20.586,4.207,54.429,18.952,6.048,22.216,18.265,76.23,5.706,6.139,3.381,25.671,6.114,18.368,40.327,15.869,3.014,6.125,43.277,7.739,78.21,99.781,52.65,69.345,43.885,43.903,20.836,7.267,5.797,44.068,83.492,10.35,18.275,16.986,30.327,94.602,28.505,15.195,31.859,72.568,3.013,37.789,74.784,39.33,61.556,52.021,91.624,46.34,19.476,16.788,3.905,3.016,18.278,6.034,33.656,65.77,38.302,40.132,45.064,4.434,7.515,18.255,15.444,7.799,41.368,7.048,39.962,18.88,50.224,6.037,24.771,36.603,12.151,53.792,27.778,14.725,7.87,4.209,9.68,15.191,42.102,19.68,4.46,29.823,23.314,22.877
GR0 0 X Store,41.255,162.103,1324.201,148.939,129.681,40.386,44.062,43.766,120.098,25.295,89.765,17.218,89.063,39.484,167.076,49.511,44.732,31.944,24.722,64.698,24.976,459.892,29.896,40.525,104.657,71.875,276.069,27.329,41.133,30.186,70.221,59.42,18.309,40.589,23.943,37.667,31.064,36.908,188.214,207.117,669.173,52.454,741.832,82.991,26.721,249.61,36.97,22.008,59.037,112.917,51.717,45.281,247.756,20.247,943.073,92.859,20.608,749.489,179.191,51.115,32.404,119.822,55.662,95.399,358.32,630.549,119.96,258.955,46.806,38.85,25.379,18.261,22.948,73.369,366.191,15.746,40.293,65.742,92.097,83.384,28.348,39.59,70.886,163.739,137.884,39.46,18.905,85.147,30.792,1288.467,32.965,62.591,91.765,1205.756,62.713,64.434,19.027,162.805,15.585,867.509,82.478,86.553,581.759,32.216,10.433
HR0 0 X Store,45.721,187.295,1593.647,22.726,314.12,40.824,70.547,46.116,18.286,24.816,261.311,28.741,267.464,72.951,249.494,105.561,138.964,45.412,33.819,201.454,26.027,1731.692,31.473,52.135,171.883,18.285,321.255,27.213,59.031,28.262,74.783,61.089,18.295,44.645,26.104,43.927,36.772,49.642,249.482,305.97,971.669,98.195,1045.395,104.663,76.682,328.739,36.415,24.492,182.031,477.966,79.065,18.261,271.686,20.27,1508.546,110.03,53.887,1047.207,231.653,59.37,33.359,159.289,66.889,122.66,1098.057,814.769,137.64,48.967,145.972,35.559,27.397,18.246,25.121,93.067,1433.187,43.533,40.189,83.618,94.463,102.897,18.264,102.611,86.653,208.237,146.837,39.051,18.288,317.712,32.941,1473.156,36.0,56.852,115.163,194.495,113.138,55.939,20.721,216.816,26.413,1117.325,97.152,103.172,1094.663,36.219,26.879
HU0 0 X Store,45.778,148.918,1323.288,18.979,291.865,40.505,61.793,36.136,18.279,26.122,144.089,16.675,227.838,59.135,186.906,89.212,87.142,35.346,26.338,173.239,19.453,1455.758,24.831,47.808,161.725,18.229,260.924,19.807,48.676,21.062,59.797,53.648,18.291,41.993,19.226,25.517,28.246,50.185,234.812,228.711,774.599,96.168,941.307,79.791,48.848,192.171,27.581,23.623,117.788,461.51,71.835,18.125,230.558,22.822,1132.43,92.715,27.684,984.931,223.347,34.445,34.991,119.106,49.203,91.583,619.481,784.041,108.225,32.362,74.102,27.013,16.129,18.252,23.074,70.818,938.821,29.888,40.124,79.927,80.773,95.823,18.404,54.276,81.494,181.787,124.239,39.523,18.439,202.812,32.549,1256.64,36.936,44.722,109.387,129.462,107.898,45.933,18.588,121.619,15.497,669.289,79.734,63.174,1046.065,26.498,19.823
IE4 0 X Store,36.996,33.942,133.106,33.493,47.91,40.159,43.694,20.0,31.467,31.895,17.509,9.078,40.271,16.619,44.016,23.814,38.81,6.322,3.719,30.756,8.899,48.421,18.73,56.691,38.305,22.719,55.83,3.155,18.823,3.706,21.363,18.248,16.311,40.665,16.005,8.07,12.343,53.922,63.182,79.218,86.428,69.421,59.469,28.506,18.684,41.809,3.417,6.626,40.886,85.502,32.321,18.317,26.842,30.306,94.097,51.427,10.895,71.375,67.553,14.934,35.205,62.124,44.554,58.725,21.247,94.518,24.277,37.107,14.141,5.134,5.031,15.164,33.453,28.504,42.434,18.656,40.134,45.544,21.081,61.809,18.083,13.912,61.551,54.976,20.016,39.72,18.648,33.99,13.067,38.042,44.142,3.609,55.682,89.868,34.773,14.007,24.467,45.397,9.08,54.585,21.756,33.12,49.841,21.824,14.197
