,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
IT0 0 X Store,0.007,0.067,0.116,0.005,0.053,0.013,0.006,0.048,0.012,0.005,0.052,0.01,0.005,0.067,0.078,0.004,0.076,0.045,0.006,0.074,0.046,0.005,0.007,0.012,0.005,0.068,0.1,0.007,0.007,0.012,0.004,0.08,0.009,0.003,0.055,0.095,0.005,0.078,0.008,0.007,0.056,0.053,0.005,0.06,0.075,0.005,0.006,0.01,0.006,0.069,0.056
IT1 0 X Store,0.011,0.07,0.115,0.006,0.058,0.014,0.008,0.054,0.012,0.006,0.056,0.011,0.006,0.087,0.1,0.005,0.076,0.04,0.007,0.085,0.046,0.005,0.008,0.012,0.005,0.073,0.105,0.009,0.008,0.013,0.005,0.088,0.008,0.004,0.059,0.089,0.005,0.085,0.008,0.017,0.062,0.053,0.005,0.067,0.074,0.006,0.007,0.01,0.014,0.073,0.055
LT6 0 X Store,0.006,0.091,0.204,0.028,0.077,0.037,0.006,0.049,0.017,0.005,0.132,0.013,0.005,0.076,0.106,0.005,0.079,0.079,0.005,0.071,0.325,0.006,0.036,0.027,0.005,0.378,0.147,0.009,0.006,0.025,0.007,0.301,0.084,0.005,0.086,0.409,0.005,0.076,0.014,0.009,0.058,0.052,0.005,0.14,0.298,0.004,0.007,0.023,0.005,0.117,0.093
LU0 0 X Store,1.415,0.065,0.155,0.034,0.088,0.041,0.012,0.061,0.025,0.007,0.088,0.034,0.008,0.09,0.18,0.007,0.081,0.069,0.007,0.097,0.383,23.111,0.013,0.048,0.008,0.079,0.263,0.03,0.008,0.019,3.904,0.122,0.027,0.02,0.07,0.199,0.019,0.136,0.025,14.758,0.075,0.091,1.016,0.069,0.23,7.363,0.008,0.049,17.182,0.091,0.097
LV6 0 X Store,0.007,0.112,0.26,0.029,0.077,0.049,0.006,0.052,0.018,0.006,0.133,0.019,0.005,0.076,0.119,0.005,0.086,0.11,0.005,0.075,2.554,0.006,0.037,0.039,0.005,0.394,0.159,0.01,0.006,0.03,0.007,0.34,8.198,0.005,0.105,1.422,0.005,0.08,0.017,0.009,0.058,0.063,0.005,0.18,1.035,0.005,0.008,0.044,0.005,0.118,0.108
ME0 0 X Store,0.005,0.058,0.109,0.004,0.045,0.011,0.004,0.043,0.01,0.004,0.048,0.008,0.004,0.056,0.06,0.003,0.064,0.031,0.004,0.061,0.041,0.004,0.006,0.01,0.004,0.055,0.09,0.005,0.006,0.01,0.003,0.067,0.008,0.002,0.05,0.076,0.004,0.063,0.007,0.004,0.05,0.046,0.004,0.049,0.061,0.003,0.005,0.009,0.003,0.06,0.049
MK0 0 X Store,0.005,0.059,0.113,0.004,0.045,0.011,0.004,0.045,0.011,0.004,0.049,0.008,0.004,0.058,0.061,0.003,0.065,0.032,0.004,0.061,0.042,0.004,0.007,0.01,0.004,0.057,0.091,0.005,0.006,0.01,0.003,0.086,0.009,0.002,0.052,0.078,0.004,0.065,0.007,0.006,0.051,0.047,0.004,0.05,0.064,0.003,0.005,0.009,0.003,0.063,0.05
NL0 0 X Store,0.034,0.097,0.252,0.014,0.216,18.437,0.745,0.122,37.824,0.031,0.233,164.821,0.015,0.118,0.323,0.005,0.191,0.194,0.011,0.16,12.28,0.012,0.03,0.086,0.01,0.159,7.116,0.119,0.02,5.802,0.022,0.679,136.941,0.009,0.16,0.989,0.105,0.255,8.633,0.029,0.1,0.332,0.013,0.099,2.025,0.041,0.015,3.291,0.018,0.192,0.275
NO3 0 X Store,0.004,0.053,0.101,0.003,0.041,0.01,0.004,0.04,0.01,0.003,0.045,0.007,0.003,0.052,0.054,0.003,0.06,0.029,0.004,0.056,0.037,0.003,0.006,0.009,0.004,0.052,0.08,0.003,0.005,0.009,0.003,0.062,0.007,0.002,0.047,0.07,0.004,0.06,0.006,0.004,0.046,0.041,0.003,0.046,0.057,0.003,0.005,0.008,0.003,0.055,0.047
PL0 0 X Store,0.008,0.091,0.229,0.008,0.094,152.848,0.008,0.065,0.057,0.006,0.131,0.048,0.006,0.081,0.251,0.006,0.169,0.135,0.009,0.093,25.666,0.06,2.398,0.278,0.007,0.139,7.038,0.016,0.056,0.042,0.011,24.412,26.417,0.006,0.093,0.604,0.006,0.102,0.07,0.026,0.084,0.555,0.008,0.071,2.51,0.007,0.008,19.205,0.008,0.15,0.144
PT0 0 X Store,0.009,0.068,0.119,0.005,0.058,0.014,0.006,0.053,0.016,0.004,0.058,0.009,0.005,0.082,0.074,0.004,0.083,0.042,0.005,0.073,0.093,0.007,0.008,0.011,0.006,0.069,0.114,0.006,0.008,0.011,0.005,0.081,0.01,0.003,0.059,0.087,0.005,0.078,0.011,0.004,0.057,0.055,0.006,0.064,0.076,0.006,0.007,0.01,0.009,0.09,0.099
RO0 0 X Store,0.005,0.057,0.108,0.004,0.045,0.01,0.004,0.043,0.011,0.004,0.047,0.008,0.004,0.057,0.06,0.003,0.064,0.032,0.004,0.06,0.041,0.005,0.006,0.01,0.004,0.056,0.088,0.005,0.006,0.01,0.003,0.073,0.008,0.002,0.051,0.077,0.004,0.064,0.007,0.004,0.05,0.046,0.004,0.047,0.062,0.003,0.005,0.009,0.004,0.06,0.051
RS0 0 X Store,0.005,0.056,0.107,0.004,0.044,0.011,0.004,0.046,0.011,0.004,0.047,0.008,0.004,0.056,0.059,0.003,0.064,0.032,0.004,0.06,0.042,0.004,0.006,0.01,0.004,0.055,0.088,0.005,0.006,0.01,0.003,0.081,0.009,0.002,0.051,0.077,0.004,0.062,0.007,0.004,0.049,0.046,0.004,0.048,0.063,0.003,0.005,0.009,0.003,0.06,0.051
SE3 0 X Store,0.004,0.178,0.505,0.003,0.09,0.015,0.004,0.042,0.012,0.004,0.103,0.041,0.004,0.059,0.064,0.003,0.065,0.032,0.004,0.059,0.041,0.003,0.007,0.01,0.004,0.053,0.085,0.003,0.006,0.01,0.003,0.143,0.008,0.002,0.062,0.136,0.004,0.069,0.011,0.006,0.049,0.045,0.003,0.103,0.218,0.003,0.012,0.027,0.003,0.115,0.074
SI0 0 X Store,0.005,0.057,0.108,0.004,0.045,0.011,0.004,0.043,0.01,0.004,0.047,0.008,0.004,0.055,0.058,0.003,0.067,0.031,0.004,0.065,0.042,0.004,0.007,0.01,0.004,0.055,0.089,0.005,0.006,0.01,0.003,0.07,0.008,0.002,0.051,0.076,0.004,0.069,0.007,0.004,0.051,0.046,0.004,0.048,0.061,0.003,0.005,0.009,0.003,0.059,0.048
SK0 0 X Store,0.005,0.056,0.109,0.004,0.046,0.014,0.004,0.042,0.011,0.004,0.047,0.009,0.004,0.057,0.077,0.003,0.065,0.04,0.005,0.062,0.05,0.003,0.006,0.013,0.004,0.062,0.113,0.005,0.006,0.011,0.004,0.07,0.008,0.003,0.051,0.11,0.004,0.063,0.008,0.006,0.049,0.049,0.004,0.047,0.08,0.004,0.005,0.012,0.004,0.059,0.056
