,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
MK0 0 onwind,0.312,0.472,0.508,0.431,0.413,0.355,0.478,0.485,0.349,0.514,0.51,0.495,0.399,0.502,0.509,0.47,0.361,0.396,0.431,0.392,7.645,10.212,5.273,4.811,6.866,4.571,0.784,2.923,4.103,0.483,0.416,5.342,7.048,4.809,5.266,6.033,5.142,5.071,2.169,0.981,4.912,5.654,5.757,6.222,4.524,5.887,4.128,5.465,0.681,5.559,7.361,6.791,5.903,1.436,5.86,0.781,8.362,1.198,5.932,1.024,3.903,4.431,4.424
NL0 0 onwind,24332558.355,24418792.476,24414424.907,24184657.429,24320215.376,24299610.023,24320345.708,24325537.504,24369757.14,24419195.483,24295097.304,24194741.316,24296485.327,24133298.021,24383250.133,24418641.128,24404500.384,24305134.571,24179544.833,24293292.981,41455546.495,43292146.733,43355817.327,41897315.889,41449954.554,43326834.307,43655829.389,42059963.444,42039016.055,42530580.067,24244299.579,43345798.29,43334794.182,41748082.298,41705804.461,41394190.109,41626553.832,43410578.864,43534936.411,43660647.469,43397248.721,41938290.491,41767645.065,41724408.178,43344894.148,41483550.595,41673399.376,42036686.008,42545188.526,42095144.474,43335808.152,41587320.118,41753597.135,43637078.034,43267440.343,43660638.612,43257584.25,43657177.435,43260897.19,43651044.48,42294510.148,43397637.078,43282849.417
NO3 0 onwind,9.767,14.738,15.74,13.412,12.801,11.064,14.891,15.112,10.78,16.007,15.866,15.336,12.631,15.765,15.757,14.553,13.913,12.393,13.421,12.19,283.143,443.574,316.671,187.404,261.648,300.631,40.101,109.291,157.953,17.935,12.875,357.269,372.715,194.112,218.289,240.471,214.186,265.803,132.849,42.085,285.857,208.06,238.732,249.065,271.622,222.298,161.881,203.159,25.354,206.634,351.987,266.26,222.946,68.241,378.62,41.255,484.012,50.919,433.832,45.664,147.931,263.543,438.094
PL0 0 onwind,3522830.655,3645711.538,3654176.889,3455307.234,3572145.355,3625847.601,3547575.284,3656347.179,3647770.817,3647743.943,3644834.175,3500193.0,3501792.783,3421812.554,3648113.568,3649021.469,3638765.696,3608132.62,3503558.737,3554607.162,17707775.079,50044430.859,50122435.106,17773224.258,17704830.607,50091321.36,50473181.298,17788872.936,17797773.796,17917857.028,3483895.512,50133553.318,50103749.415,17708528.813,17772191.412,17714218.005,17748103.719,50157087.542,50322884.736,50430435.6,50160189.305,17796000.166,17772190.808,17731688.984,50131518.528,17714284.763,17717962.714,17809078.529,17909183.801,17758454.152,50098933.205,17735215.517,17779447.106,50416637.652,50052183.182,50453929.066,50040171.124,50455274.964,50058693.336,50446558.392,17793535.988,50157934.823,50057294.194
PT0 0 onwind,27.764,41.08,43.944,38.185,36.189,31.259,42.221,42.325,30.096,44.677,44.462,43.754,36.127,44.865,43.977,40.529,38.352,35.108,38.266,34.499,723.019,1221.5,863.474,475.513,668.885,821.177,109.802,280.954,405.916,46.101,36.784,986.379,1023.701,493.398,564.169,618.889,552.035,734.263,355.323,116.925,740.283,533.587,613.599,633.088,762.32,568.743,405.106,515.274,64.815,529.882,979.943,682.171,570.949,190.388,1062.185,114.151,1342.426,141.812,1201.257,125.82,381.936,727.64,1221.055
RO0 0 onwind,8.451,12.748,13.622,11.588,11.059,9.572,12.879,13.077,9.322,13.854,13.709,13.266,10.975,13.629,13.652,12.592,11.941,10.717,11.603,10.533,214.921,356.336,252.75,142.06,198.161,238.473,32.256,83.011,119.561,13.604,11.149,287.094,299.677,146.997,165.333,183.429,162.766,213.632,105.972,34.118,228.352,157.767,180.504,188.477,218.632,168.534,121.568,153.785,19.188,156.468,283.075,201.842,169.313,55.097,303.781,33.259,388.773,41.17,348.041,36.71,111.871,211.379,353.399
RS0 0 onwind,5.554,8.419,8.985,7.599,7.279,6.304,8.46,8.623,6.161,9.149,9.047,8.702,7.179,8.909,9.019,8.319,7.803,7.059,7.617,6.927,154.126,265.008,183.203,101.553,141.881,173.717,23.793,59.59,86.038,9.754,7.323,212.652,220.053,105.11,118.348,131.13,116.83,158.32,76.78,25.448,163.711,113.359,129.558,134.933,161.724,120.878,86.418,110.678,13.766,112.37,209.737,144.87,121.783,40.925,223.728,24.524,287.584,30.579,255.832,27.192,80.577,156.173,261.629
SE3 0 onwind,23.476,36.582,38.392,27.419,31.636,27.294,36.455,36.789,25.602,39.56,38.671,33.72,30.502,33.309,39.131,36.053,35.075,30.028,29.152,29.445,705.401,892.011,634.327,465.133,652.118,610.37,80.157,271.803,388.06,44.428,27.929,713.509,747.827,485.46,542.069,608.858,535.794,536.732,270.798,84.379,578.377,514.187,589.397,620.811,549.514,555.426,408.303,500.423,62.778,506.387,702.561,661.938,549.997,135.845,767.343,82.835,972.034,101.346,870.671,91.634,362.178,529.089,875.123
SI0 0 onwind,1.197,1.773,1.915,1.655,1.614,1.387,1.852,1.872,1.358,1.963,1.979,1.919,1.516,1.904,1.907,1.784,1.5,1.536,1.66,1.516,29.358,39.918,23.368,18.936,26.26,20.377,3.05,11.55,15.271,1.893,1.609,31.311,27.283,19.778,19.241,22.164,19.919,23.304,8.735,4.044,18.18,22.652,25.458,25.507,23.121,22.511,16.009,21.588,2.689,22.134,32.255,25.143,22.555,6.944,32.65,2.94,43.313,4.475,34.125,4.05,15.894,21.897,38.891
SK0 0 onwind,19.471,30.844,32.36,26.251,26.487,23.132,30.154,31.315,22.599,33.266,33.17,30.411,25.217,30.254,32.51,30.403,27.997,25.978,26.736,24.768,1716478.928,1467494.026,1520321.529,1710735.407,1716200.162,1522824.471,1502568.175,1719543.886,1692324.081,1713093.346,25.776,1519702.353,1505541.136,1718947.747,1695343.728,1718353.355,1722585.777,1462803.557,1456544.222,1480800.735,1523663.472,1716595.216,1697970.826,1717650.192,1520759.511,1716421.603,1718962.014,1706655.802,1722854.07,1706431.432,1522543.044,1718594.348,1710097.399,1528615.56,1521945.473,1435114.922,1521660.648,1526995.555,1522910.679,1444999.95,1709606.163,1525365.874,1521590.403
AL0 0 offwind-ac,2.095,3.131,3.717,3.044,3.373,2.72,3.412,3.616,2.807,3.655,3.757,3.86,2.755,3.493,3.591,3.154,2.84,2.962,3.158,2.687,57.43,73.213,48.724,36.656,49.71,37.203,4.847,22.326,29.132,3.843,3.064,58.742,44.756,36.206,34.485,41.694,37.564,42.847,15.305,8.295,34.482,48.735,54.216,48.752,42.223,43.255,32.888,42.738,5.358,44.905,60.892,45.718,42.057,14.141,61.91,4.656,76.789,7.013,67.519,8.001,32.784,38.894,74.582
BE0 0 offwind-ac,120.948,162.987,211.562,205.302,169.471,165.106,202.765,201.26,145.72,185.647,211.231,228.739,187.561,241.764,213.222,156.454,159.981,182.173,211.822,152.372,3492244.89,3525623.884,3544571.615,3488849.036,3470337.918,3523893.47,3603340.582,3552314.378,3512054.341,3594893.961,169.846,3539467.786,3545309.061,3499804.127,3470453.743,3468667.824,3478119.963,3548028.679,3568437.881,3604073.775,3551605.812,3509023.883,3476977.315,3496891.505,3516255.766,3475133.086,3487567.86,3516360.8,3600893.857,3520192.276,3529547.548,3473166.578,3485700.101,3596859.278,3514292.445,3606189.845,3524285.094,3607659.277,3517690.193,3598098.153,3546805.675,3537696.564,3525454.31
BE0 0 offwind-dc,5759630.374,5797217.77,5798028.591,5742214.041,5769903.907,5773512.501,5762001.259,5777559.102,5798703.673,5797864.423,5770192.519,5743812.069,5752180.296,5738425.543,5799619.347,5800040.669,5787744.514,5763226.646,5746303.304,5762899.109,5711328.54,5778162.916,5799332.287,5725407.475,5702484.426,5776989.607,5887346.313,5786279.97,5741479.06,5881730.374,5747167.164,5792595.452,5800590.346,5725629.275,5708257.459,5707435.045,5717793.579,5803276.414,5828930.839,5891314.625,5807308.065,5743023.478,5714026.778,5723233.709,5778321.602,5714526.287,5721729.528,5746915.986,5890049.404,5748819.718,5780968.691,5698748.368,5711035.917,5875569.696,5767940.496,5893722.322,5774806.873,5898566.962,5768974.254,5880386.46,5789734.48,5791058.767,5776769.587
BG0 0 offwind-ac,8.087,12.511,14.746,10.779,11.887,10.015,13.002,13.686,10.428,14.842,13.293,13.957,10.873,12.931,14.079,12.074,11.065,10.424,11.051,10.203,216.481,388.94,257.141,142.822,193.174,208.107,25.249,84.022,112.007,14.326,10.974,309.003,240.45,142.624,138.068,165.044,150.319,230.247,82.531,40.922,182.63,174.855,196.444,189.293,229.003,164.847,120.031,159.905,19.978,164.416,326.157,187.346,162.201,68.328,329.079,25.798,408.244,35.975,368.682,41.402,120.725,208.489,406.169
BG0 0 offwind-dc,2.098,3.148,3.255,3.17,3.062,2.588,3.565,3.356,2.186,3.782,3.825,3.345,3.132,3.626,3.905,3.426,3.47,3.067,3.89,2.695,24.832,84.247,56.088,17.092,22.703,74.785,7.951,8.985,17.27,2.076,2.602,66.463,63.609,18.915,25.736,29.079,27.93,36.941,32.348,7.381,53.054,18.494,28.121,22.123,64.272,23.306,15.761,17.511,2.557,14.23,65.192,23.57,20.487,11.825,81.956,7.454,83.409,8.667,102.038,9.013,15.742,54.346,88.793
DE0 0 offwind-ac,20030195.947,19969398.791,19997017.478,20052080.994,20169582.978,20393662.091,20031992.951,20325910.296,20188684.467,19967666.435,20416913.272,20062454.219,20030638.377,20049040.784,20094522.238,19970836.87,19958042.641,20165755.767,20111841.642,20130463.506,30554422.564,30487305.323,30518505.03,30571110.439,30553648.195,30507488.49,30637484.351,30609677.106,30589442.943,30646990.237,20087489.366,30513665.014,30513002.687,30572411.776,30552783.939,30551602.366,30563020.95,30538855.605,30589919.763,30637948.354,30535283.482,30586002.028,30558959.946,30563927.434,30514637.213,30562374.216,30576299.528,30581190.834,30647256.859,30580866.644,30510154.258,30553080.87,30564498.227,30630190.363,30483666.553,30640357.357,30476576.648,30638689.284,30479987.148,30635028.292,30607386.176,30535408.526,30488863.637
DE0 0 offwind-dc,100176934.539,99753756.493,99766499.435,100502288.516,100098950.445,99935476.279,100142104.936,99806872.361,99807915.135,99768042.12,99859007.803,100480234.204,100255479.597,100535567.385,99788919.856,99790349.788,99711337.491,99986165.915,100433056.628,100091009.625,107827887.907,107002675.115,106804742.184,107751665.408,107831172.429,106870122.134,105976867.719,107549276.806,107650048.216,107407995.211,100303621.314,106830755.031,106832183.039,107750551.553,107842275.329,107851310.603,107786044.707,106705412.688,106366270.066,106006673.326,106712657.926,107669215.882,107812334.976,107791808.931,106839819.423,107791682.784,107723672.333,107709721.114,107422119.333,107746047.306,106841292.647,107839229.496,107775913.353,106051536.297,107000211.128,105962276.484,107017060.277,105987553.924,106995515.496,105992871.227,107563668.087,106711325.364,106953180.807
DK0 0 offwind-ac,31.87,48.752,52.227,43.582,42.273,36.605,48.997,49.961,35.777,53.093,52.454,50.044,41.258,50.92,52.349,47.858,42.955,40.924,43.91,40.011,805.565,4224.031,3058.029,509.816,744.371,2842.821,380.73,312.741,450.226,50.676,42.09,3431.756,3548.028,536.555,620.066,683.91,611.73,2542.643,1257.816,405.533,2724.59,594.411,674.66,696.809,2631.061,632.345,421.576,575.839,71.937,585.842,3394.742,757.056,636.019,657.603,3662.649,389.7,4646.11,488.772,4179.118,439.986,422.522,2518.131,4244.791
DK0 0 offwind-dc,35.849,60.94,65.285,52.265,50.278,43.58,56.845,58.623,44.757,66.324,62.022,60.635,47.209,61.429,65.578,60.35,50.987,47.559,53.463,45.677,1868.398,36519431.349,35761903.517,1065.806,1730.613,35716077.135,36183047.821,726.5,1048.609,117.053,50.745,35751832.229,35739999.981,1174.622,1472.771,1633.128,1436.051,36207437.222,36057441.683,37037879.539,35773115.856,1373.01,1573.897,1513.182,35771138.138,1475.637,902.924,1209.577,156.372,1215.822,35720572.306,1766.847,1475.076,36125133.165,35665788.596,36424974.488,35652230.204,36187109.61,35674393.02,36356179.009,943.672,35781773.161,35674991.293
DK3 0 offwind-ac,9.89,16.048,16.387,14.862,14.186,12.293,15.917,15.788,11.638,16.424,17.56,16.972,12.923,17.096,16.219,15.882,14.526,13.608,14.836,12.734,282.995,1041.666,727.302,183.479,258.272,611.184,86.232,109.664,154.822,17.988,14.272,842.644,829.577,186.656,202.803,230.764,209.035,629.889,256.452,101.511,623.432,212.009,242.365,243.104,616.816,220.56,153.62,204.08,25.4,208.786,832.907,257.524,221.187,165.065,870.54,85.294,1132.765,111.782,1004.439,107.778,149.055,599.479,1045.81
DK3 0 offwind-dc,14.734,22.876,24.351,21.212,20.456,17.685,23.319,23.41,16.977,24.632,25.264,24.408,19.016,24.161,23.836,22.406,19.821,19.537,21.208,18.842,436.723,4847.542,3442.597,288.224,400.818,3274.199,420.129,168.808,240.834,27.851,20.489,3940.989,3914.659,294.32,322.312,361.411,324.855,2917.104,1371.561,468.352,3003.304,327.183,374.119,381.324,3016.607,341.009,235.766,316.568,39.419,321.727,3894.179,402.297,343.187,759.603,4151.419,419.935,5315.441,535.672,4774.986,504.557,230.329,2834.142,4917.758
EE6 0 offwind-ac,19.898,29.943,31.828,27.347,26.167,22.605,30.414,30.764,21.798,32.627,32.39,31.295,25.755,31.363,31.741,29.203,26.855,25.37,27.311,24.875,442.659,670.525,471.024,294.03,409.086,395.135,54.879,172.214,246.243,28.295,26.193,543.524,422.596,302.085,336.63,370.521,330.48,403.157,137.273,65.539,292.218,331.209,379.638,389.42,409.587,347.875,238.202,321.873,40.167,327.239,538.647,409.79,350.052,106.955,574.431,46.86,731.78,76.669,647.798,69.2,235.81,390.757,673.228
EE6 0 offwind-dc,18.289,28.171,30.125,25.703,25.884,22.369,29.242,28.49,22.599,32.334,30.229,30.763,24.807,30.535,29.956,28.069,26.061,24.689,26.647,23.265,442.27,693.328,453.091,294.84,405.395,355.789,46.873,172.21,242.0,29.36,25.093,550.424,455.341,292.79,314.108,358.601,318.187,419.029,144.562,69.01,335.58,347.701,400.454,389.682,397.464,352.479,230.581,327.506,41.183,335.436,560.732,384.61,343.188,113.556,563.612,47.077,739.895,65.284,651.773,72.227,244.58,375.927,701.357
ES0 0 offwind-ac,194.15,324.319,316.973,279.402,269.585,258.434,323.925,290.554,238.606,346.14,332.209,325.04,277.834,332.967,309.283,319.514,315.828,290.684,300.914,255.778,138491.206,6761.756,4851.121,115277.897,136752.258,4704.865,380.588,61325.415,64781.006,15145.367,262.688,5512.45,4958.69,110457.808,90438.472,132204.824,117325.261,4022.019,2037.288,642.692,3505.07,111759.372,97286.619,131888.839,4362.472,125322.537,101301.74,91485.477,14393.136,90226.473,5553.005,127177.62,116705.29,1075.01,6012.735,450.953,7514.744,625.151,6910.022,714.861,80354.845,4084.999,6965.95
ES0 0 offwind-dc,9.46,15.805,19.331,12.404,13.792,13.838,15.613,15.326,12.215,17.163,15.908,15.42,13.452,16.486,18.141,14.439,13.43,13.164,14.453,12.035,184.755,442.839,289.448,141.792,179.852,301.38,30.766,70.592,101.765,14.443,11.571,333.461,308.725,127.686,157.703,185.155,157.557,224.055,130.437,35.513,230.921,145.558,215.778,182.159,301.167,167.694,121.696,120.876,18.578,112.202,384.124,173.186,137.86,67.736,417.089,35.355,453.575,39.943,539.193,42.421,118.913,258.649,512.391
ES2 0 offwind-ac,2.462,3.611,4.085,3.412,3.404,3.009,4.012,3.784,3.015,3.442,4.37,4.077,3.147,3.904,4.293,3.38,2.989,3.392,3.767,2.915,42.834,52.562,36.303,25.042,31.153,28.457,4.211,14.752,20.084,2.493,3.464,43.195,44.578,23.371,21.819,30.296,27.098,33.075,12.758,5.613,31.516,32.26,37.81,34.154,23.548,28.98,22.053,27.873,3.624,29.337,38.076,34.62,26.144,9.665,41.266,4.635,54.572,5.712,54.02,5.593,22.601,28.586,50.283
ES2 0 offwind-dc,5.019,8.32,8.961,6.757,6.549,6.744,8.172,7.76,5.884,8.279,7.886,8.174,7.172,8.383,8.908,7.092,6.65,6.728,7.524,5.874,81.556,327.113,214.925,58.363,77.821,224.539,24.879,31.694,44.901,6.055,6.064,233.28,211.109,55.539,69.873,81.954,70.368,158.081,106.02,24.595,170.053,60.94,89.634,77.433,215.362,70.029,51.371,51.569,7.96,49.216,270.856,76.647,61.146,43.934,283.126,23.959,317.71,29.658,403.673,30.752,50.846,189.769,385.974
FI3 0 offwind-ac,754.508,1149.346,1208.913,977.782,990.977,867.55,1143.942,1179.1,840.426,1241.704,1237.674,1108.895,946.345,1115.09,1206.048,1096.426,1120.072,985.382,971.773,938.529,6002822.183,11844763.316,11988535.167,5802361.308,6003529.411,11999445.979,12103561.541,5962567.37,5417435.715,5861385.378,957.528,11996321.196,11966354.117,6004539.229,5427273.915,5999162.141,5944209.59,12016635.562,12013459.768,11937902.584,12015594.702,5835854.989,5521984.893,5980587.502,12007656.467,6003249.138,6008348.906,5734760.803,5894028.549,5412007.52,12014962.669,5927706.753,5784012.663,12110776.067,11970108.918,12058570.352,11971031.997,12127777.967,11977049.331,12004908.545,5373368.085,12037250.967,11980773.118
FI3 0 offwind-dc,13311923.16,13316259.093,13315421.158,13307297.862,13295790.525,13315450.721,13298529.795,13315944.896,13315049.354,13316274.831,13316190.885,13307040.799,13309858.373,13307184.405,13315988.428,13316300.754,13317799.955,13298984.843,13306975.465,13308218.854,14872900.207,17001058.187,16568940.318,15094795.186,14872527.372,16555328.295,16372486.595,14888101.312,15513594.333,15002233.73,13307870.552,16575553.73,16603401.648,14872285.559,15498448.925,14879979.362,14915968.447,16747300.068,16610376.281,16881974.591,16527718.01,15062093.399,15398894.786,14889955.582,16567516.524,14875371.841,14872960.497,15176295.949,14962186.278,15512338.914,16531181.65,14939598.651,15115445.579,16380274.019,16586637.758,16457516.511,16581239.678,16297950.866,16574944.427,16585482.229,15555696.672,16522851.232,16579766.778
FR0 0 offwind-ac,60835477.628,60703574.386,60700537.336,60931027.392,60794382.817,60748468.54,60829268.128,60715240.592,60689994.011,60703041.086,60732736.371,60916476.801,60861948.31,60957668.713,60699112.831,60701883.583,60716698.325,60779512.221,60899255.762,60817195.188,61915014.962,61735749.379,61617337.365,61869769.229,61945822.853,61676424.225,60389206.841,61600705.973,61754326.739,61133353.195,60874459.131,61623178.237,61636416.003,61863116.528,61948760.71,61952968.281,61897556.72,61555592.003,61215188.623,60339490.651,61552612.115,61749448.176,61918405.004,61898448.191,61744862.073,61901595.472,61804373.085,61786803.347,61098752.519,61794648.762,61650851.407,61958044.262,61896125.361,60686884.15,61745870.167,60325813.72,61750652.866,60204406.257,61763919.065,60424683.554,61607152.935,61586463.804,61720860.141
FR0 0 offwind-dc,26330564.244,26314498.899,26315394.191,26335926.456,26326590.518,26323483.708,26327365.627,26317395.681,26317981.722,26314514.019,26319081.273,26335920.109,26329864.354,26335760.043,26316958.779,26315158.481,26309830.721,26322765.943,26333903.924,26326979.055,26208873.29,26157933.621,26214941.081,26243508.238,26210761.127,26193049.022,26414414.114,26305307.523,26275144.833,26370369.15,26331456.101,26202617.756,26203282.182,26244742.762,26211188.679,26204445.474,26225883.739,26246896.568,26331230.216,26415336.377,26243109.641,26263627.791,26223441.676,26226004.341,26205598.297,26225702.601,26250508.922,26257852.357,26370325.052,26259285.558,26196259.556,26209699.697,26232045.684,26400161.564,26152623.859,26418071.379,26141243.155,26417605.153,26147315.359,26409134.453,26302806.635,26239122.872,26161996.785
GB4 0 offwind-ac,55.894,84.0,90.523,75.197,77.934,67.091,87.469,91.243,66.792,102.927,94.667,89.587,74.495,86.565,94.655,83.778,85.346,76.82,77.827,68.937,1349.533,9629.062,5878.893,877.226,1159.868,5724.546,614.339,502.647,668.649,87.88,73.138,6525.9,6834.084,962.646,869.154,1142.024,1007.936,5713.202,2421.463,935.283,4902.116,1050.62,1172.664,1242.56,5505.586,1074.1,751.356,969.41,125.623,948.766,6976.923,1109.208,956.148,1351.394,7747.189,686.848,9219.961,784.228,9003.758,985.015,700.119,5155.798,8725.325
GB4 0 offwind-dc,2767970.879,2782808.288,2817909.351,2737526.316,2787271.29,2821320.025,2768722.706,2800289.582,2825492.797,2788160.389,2814125.481,2754739.223,2764669.819,2713045.487,2838121.895,2791942.118,2772020.648,2786017.995,2775706.216,2776821.832,1849356.42,12014631.4,12028954.788,1686994.023,1848234.407,12018551.394,12284290.177,1879279.301,1424119.907,1795336.127,2765255.62,12029191.901,12028120.165,1858317.075,1461685.756,1852725.31,1853331.333,12054163.12,12124340.402,12301322.937,12051073.994,1779575.806,1545479.731,1852502.658,12027455.891,1855326.7,1860560.39,1593188.134,1862783.631,1399719.164,12026380.751,1841551.145,1642791.49,12238393.599,12008034.829,12304017.837,12005039.127,12326392.986,12008651.674,12280242.036,1443053.058,12048490.528,12011624.831
GB5 0 offwind-ac,76.455,118.684,126.701,104.245,101.318,88.053,116.972,121.017,86.775,128.758,126.922,119.45,98.633,122.253,126.998,117.139,110.759,98.367,104.644,96.17,2155.963,15426.558,9188.429,1420.683,1992.351,8601.315,1193.18,833.341,1181.878,136.626,100.756,10289.932,10585.662,1471.088,1657.064,1879.592,1652.787,9093.073,4144.957,1486.481,8067.493,1580.049,1800.591,1888.386,8183.11,1696.195,1211.105,1538.628,192.273,1528.451,10109.691,2033.294,1697.929,1953.551,11121.193,1282.421,13900.075,1482.73,12539.973,1560.904,1096.118,7556.815,12684.697
GB5 0 offwind-dc,50.768,79.658,84.821,72.754,68.188,58.659,78.113,80.446,58.243,84.537,84.372,83.749,66.086,84.912,85.187,78.54,71.694,65.606,72.887,63.624,1505.269,68311273.566,69577819.177,924.413,1388.421,69929218.186,68192573.522,582.161,818.208,94.963,69.872,69751801.304,69263663.473,979.077,1145.484,1296.049,1149.302,67877388.354,68965108.284,66913567.73,69661310.85,1104.831,1256.203,1255.457,69651617.854,1182.062,814.354,1053.466,131.933,1050.452,69910454.348,1418.412,1189.391,68459909.678,70210941.625,68006012.472,70351763.522,68264924.025,70286543.643,67521950.105,752.328,69636226.363,70185334.386
GR0 0 offwind-ac,4.049,6.091,6.498,5.569,5.322,4.605,6.183,6.27,4.449,6.608,6.588,6.386,5.235,6.52,6.491,5.989,5.335,5.15,5.57,5.06,114.741,185.635,119.989,75.703,105.13,105.442,15.715,44.532,62.848,7.269,5.363,149.083,145.479,78.153,83.207,93.426,84.403,110.618,44.394,18.114,87.189,85.501,97.531,100.537,112.162,89.376,63.182,82.935,10.342,84.241,148.716,105.579,89.748,29.729,156.938,15.031,203.759,21.541,174.19,18.964,60.435,107.23,186.107
GR0 0 offwind-dc,12026561.477,12030844.1,12025293.978,12031456.749,12019208.677,12020244.024,12031777.58,12023567.163,12015366.318,12030247.665,12027543.972,12032385.068,12031586.726,12036447.639,12017350.364,12027580.964,12038562.744,12029372.901,12032167.626,12036223.806,16643904.187,16634169.28,16601776.224,16623804.243,16647771.131,16613776.674,16426400.966,16544628.025,16582745.005,16446077.736,12035493.918,16599351.198,16608104.99,16624391.805,16642535.37,16651467.082,16627617.098,16579906.607,16512108.317,16425935.531,16581940.247,16598090.576,16640918.002,16641397.461,16608125.287,16630014.426,16612718.266,16602605.604,16445633.341,16611234.113,16608828.043,16647786.969,16628133.003,16443997.833,16638502.41,16421975.963,16641792.73,16419775.844,16638731.34,16433279.699,16551391.396,16581231.416,16633354.574
