,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
IE4 0 solar rooftop,1175362.414,1175199.374,1175450.347,1175511.098,1175463.806,1174791.26,1175631.04,1175490.612,1175292.313,1175461.222,1175028.973,1175161.908,1175487.878,1175480.476,1169061.104,1170082.711,1168215.806,1175564.239,1175038.993,1175233.1,1174973.757,1174892.359,1174855.084,1168367.608,1175573.529,1172037.976,1166721.935,1166037.051,1170211.771,1175203.449,1167620.179,1175287.912,1167118.601,1175442.984,1170451.59,1168885.56,1167539.694,1169608.856,1165611.288,1174626.836,1170451.417,1164504.049,1167443.456,1169781.94,1166847.471,1166815.151,1175036.355,1167738.105,1175059.838,1174891.275,1174295.772
IT0 0 solar rooftop,21383392.302,21382691.689,21383448.073,21383696.895,21383405.632,21382847.216,21384197.974,21383762.523,21383227.915,21383114.274,21382912.375,21382858.346,21383862.91,21383059.59,21344683.203,21325509.704,21330532.708,21381780.16,21379957.164,21383218.211,21380377.094,21379348.277,21379127.349,21343685.713,21383883.047,21357238.623,21328896.67,21335326.002,21342113.001,21381249.527,21341974.99,21379930.282,21342501.697,21383659.945,21362870.674,21345514.956,21328436.508,21354560.94,21331620.38,21379499.075,21352541.843,21329087.153,21328886.287,21342514.16,21342311.796,21337542.428,21381867.729,21345674.713,21380268.972,21381290.257,21378996.625
IT1 0 solar rooftop,647300.397,647082.199,647395.93,647517.812,647540.953,646228.115,647776.239,647586.253,647181.098,647138.522,646447.853,646993.56,647561.656,647140.651,636293.33,637309.836,635079.474,647491.865,646674.468,647045.914,646231.454,646226.763,646304.664,635258.806,647671.945,641450.573,631462.269,627982.303,638575.381,646193.941,630256.758,647075.712,629639.121,647459.945,634551.484,633720.968,634287.61,635615.174,627621.377,646027.934,634449.833,617800.857,634326.987,638054.228,628642.965,627294.578,646156.692,631452.835,646604.461,645728.471,644491.771
LT6 0 solar rooftop,758609.756,758558.609,759541.361,758673.571,758657.051,758290.704,758558.382,758625.735,758731.797,759642.355,762606.931,758518.946,758643.207,757090.012,777670.919,778061.258,777395.439,781203.903,780885.599,757476.602,781058.534,780754.071,780825.588,777330.475,758668.051,779142.592,776631.396,777067.425,778209.163,781042.613,777808.041,781066.973,777494.848,758606.691,778852.298,778372.896,777104.682,778596.668,776891.673,780616.557,778482.998,775839.135,777065.047,778009.396,777395.915,777195.503,781053.527,777830.961,780816.508,780984.347,780691.065
LU0 0 solar rooftop,161959.778,161874.395,163381.327,162018.138,161994.246,163769.706,162051.191,161990.496,161883.378,168439.787,165163.682,161826.228,162014.546,168378.107,167842.265,168252.498,167941.835,170041.716,169745.091,162144.222,167446.645,169662.597,169728.277,167680.748,162050.991,168493.772,167600.949,165977.48,168213.065,167552.941,165674.887,169927.631,165840.018,161998.824,166119.084,166021.55,167650.426,166280.706,165668.296,169533.145,166242.742,164217.669,167795.053,168046.063,165551.799,165713.524,167408.071,166101.555,169651.566,167352.3,167147.686
LV6 0 solar rooftop,515556.993,515494.284,515573.384,515610.07,515613.152,515290.297,515660.778,515621.692,515511.843,515479.683,515310.678,515475.547,515611.788,515494.22,511617.266,512052.715,511340.741,515379.692,515031.925,515506.556,515359.151,514887.533,514942.06,511371.057,515636.201,513184.007,510556.009,512084.209,512264.529,515336.124,512540.117,515230.362,512363.551,515579.446,513192.898,513073.142,511122.973,513353.781,511961.238,514738.638,513206.256,510319.757,511047.643,512098.339,512178.972,511861.259,515314.959,512697.082,514958.647,515239.312,514965.437
ME0 0 solar rooftop,269546.407,269455.025,269701.651,270013.168,270129.435,268312.275,270279.634,270020.312,269432.234,269286.227,268191.385,269259.973,269950.133,269048.719,268010.393,268919.835,268291.388,270709.664,270308.296,269321.148,270889.956,270210.706,270312.181,267965.557,270096.736,268860.88,267788.246,269078.578,268615.39,270869.4,268807.624,270557.8,269075.667,269726.672,269256.341,269257.455,267886.017,269493.272,268824.596,269996.098,269480.98,267353.256,268174.008,268333.564,268688.212,268947.55,270821.759,269307.732,270140.574,270789.262,270509.053
MK0 0 solar rooftop,821508.922,821318.163,821563.471,821637.347,821635.465,820697.876,821829.952,821695.827,821440.067,821379.588,820909.131,821290.517,821672.414,821402.051,813605.963,815294.403,813685.56,821256.623,820485.949,821293.2,821095.536,820163.684,820343.008,812713.803,821758.965,816575.673,812003.033,812650.438,815005.337,820909.257,813493.925,820915.23,813740.013,821632.599,815559.206,814681.018,812504.418,815913.358,812947.265,819755.122,815554.624,809236.392,813231.862,814693.261,812439.885,812050.347,820910.887,814146.936,820232.979,820750.571,820041.045
NL0 0 solar rooftop,4445695.549,4445368.87,4445741.063,4445906.051,4445705.008,4445139.543,4446037.616,4445832.637,4445681.2,4445734.049,4445482.825,4445449.2,4445899.069,4445812.687,4434012.431,4432867.235,4430578.197,4445762.105,4444896.723,4445516.234,4445202.057,4444588.063,4444563.873,4433135.224,4445968.42,4438393.204,4429045.779,4432365.503,4434902.531,4445485.565,4434380.48,4445226.378,4434442.739,4445814.496,4439973.393,4435850.946,4429639.587,4437873.051,4431491.85,4444569.956,4437659.753,4430708.485,4429426.137,4433673.31,4434060.404,4433195.909,4445589.033,4435264.76,4445068.586,4445411.742,4444712.496
NO3 0 solar rooftop,43.138,63.091,58.689,40.725,66.553,30.735,35.476,64.842,57.099,53.427,38.85,51.244,44.771,54.764,1233920.818,1233961.945,1233786.556,1234884.288,1234813.413,58.155,1234825.673,1234780.711,1234792.714,1233809.625,42.722,1234352.457,1233535.893,1233629.759,1234066.283,1234836.904,1233833.811,1234846.215,1233724.42,43.529,1234220.04,1234017.379,1233697.16,1234091.068,1233464.767,1234763.118,1234081.256,1233172.487,1233663.893,1233999.919,1233781.683,1233656.179,1234839.197,1233877.29,1234812.631,1234829.524,1234749.557
PL0 0 solar rooftop,8435337.452,8435004.529,8438040.205,8435532.33,8435304.847,8427603.527,8435615.409,8435513.056,8436884.32,8614135.608,8459803.099,8435069.236,8435556.329,8627133.427,10852947.097,10848956.214,10849716.653,10862830.826,10862293.938,8440482.421,10862595.085,10862097.409,10862066.805,10852859.099,8435636.532,10856491.811,10848961.26,10851718.431,10852826.184,10862739.499,10853648.996,10862356.803,10853771.011,8435374.075,10858278.8,10854669.056,10849584.284,10856430.492,10851459.051,10862126.021,10856182.606,10850920.387,10849393.615,10852697.722,10853327.743,10852812.953,10862864.579,10854430.54,10862476.397,10862732.247,10862154.683
PT0 0 solar rooftop,3821911.698,3821261.826,3822031.749,3822145.959,3821962.672,3820699.714,3822441.768,3822158.747,3821859.244,3821784.791,3821217.896,3821353.98,3822248.627,3821725.833,3803386.244,3802654.312,3798874.108,3821956.532,3820630.475,3821521.267,3821227.345,3820037.686,3820192.01,3802845.932,3822311.044,3810930.298,3797291.588,3799916.45,3804759.171,3821454.475,3804048.545,3821106.597,3803817.439,3822092.225,3812585.102,3806418.916,3798710.768,3809160.653,3799539.02,3820033.712,3808214.496,3797723.358,3798402.372,3803603.454,3803313.061,3802467.113,3821693.839,3805054.844,3820477.004,3821399.124,3820299.464
RO0 0 solar rooftop,7066235.045,7065706.812,7066019.92,7066382.263,7066372.975,7064029.824,7066788.902,7066604.839,7066108.163,7059666.094,7061681.959,7065696.756,7066635.198,7051822.932,7071475.7,7069373.296,7069295.761,7080603.962,7080011.215,7065963.915,7080622.597,7079811.228,7079817.107,7071413.979,7066573.844,7074405.222,7068710.163,7070260.208,7071596.17,7080699.219,7072125.348,7080191.305,7072019.803,7066447.925,7076246.005,7073115.019,7069323.011,7074588.13,7069945.561,7079786.225,7074294.318,7069409.54,7069162.694,7071443.651,7071820.53,7071432.6,7080820.157,7072649.251,7079989.963,7080688.088,7080098.968
RS0 0 solar rooftop,2597605.387,2597306.581,2597734.783,2597565.803,2597502.138,2597891.323,2597677.283,2597630.697,2597530.662,2600624.592,2598721.639,2597305.199,2597718.457,2600746.442,2580939.705,2584619.496,2580866.804,2596440.515,2594336.98,2597466.905,2579644.534,2593790.22,2594357.246,2580320.976,2597681.878,2586369.237,2579339.729,2576447.143,2581897.648,2580189.45,2577812.807,2595646.672,2577126.644,2597599.462,2581304.349,2578257.269,2578924.662,2578068.982,2576515.083,2593183.164,2577594.381,2578119.092,2579607.089,2581872.355,2577923.408,2579166.182,2580559.459,2577276.67,2594158.2,2581078.615,2580578.421
SE3 0 solar rooftop,2553487.701,2553463.607,2553500.795,2553506.726,2553526.262,2553403.117,2553538.356,2553533.234,2553475.637,2553458.476,2553387.814,2553453.218,2553522.115,2553481.387,2547391.548,2547590.099,2546419.252,2553076.991,2552638.644,2553472.321,2553105.903,2552442.768,2552489.889,2546843.027,2553520.898,2549974.299,2545318.134,2549242.715,2548040.509,2553132.72,2549872.301,2552844.435,2549798.126,2553507.254,2551250.334,2550341.801,2545956.586,2550770.558,2549057.293,2552366.407,2550637.646,2548482.152,2545834.358,2547691.448,2549631.91,2549530.386,2553145.923,2550044.416,2552591.023,2553089.647,2552843.225
SI0 0 solar rooftop,845932.247,845990.415,845928.129,846033.335,845880.422,845871.739,845871.128,845865.264,845870.381,844548.887,843814.159,845997.45,845855.169,834500.329,909576.054,912343.253,911815.635,903330.615,904447.287,846286.535,901524.312,905391.129,904945.885,909555.257,845965.563,908943.966,911300.847,903303.699,909599.562,902018.114,902876.175,903688.743,902640.009,845891.098,902464.912,903198.036,909928.065,902418.366,902778.466,904799.922,902572.651,902686.132,910769.735,909950.983,902653.855,902745.702,901723.731,902989.744,903261.231,901851.04,901865.883
SK0 0 solar rooftop,1720548.319,1720359.603,1720598.044,1720652.748,1720624.304,1720058.586,1720782.579,1720678.17,1720495.749,1720506.365,1720145.529,1720352.962,1720686.135,1720487.45,1716248.939,1716658.576,1715615.257,1720769.778,1720412.817,1720399.139,1720389.613,1720190.232,1720352.671,1715763.294,1720729.47,1718191.389,1714846.804,1713513.262,1716858.893,1720360.51,1714895.259,1720591.125,1714478.079,1720632.094,1717203.89,1715735.906,1715262.068,1716176.711,1713384.952,1720121.102,1715868.889,1712674.46,1715331.737,1716484.279,1714513.301,1714497.954,1720437.633,1714907.449,1720225.624,1720344.613,1719925.478
AL0 0 ror,60449.207,60342.916,60481.746,60499.127,60552.229,59997.112,60709.032,60510.859,60360.618,60290.269,60021.847,60325.149,60500.789,60258.597,59647.238,59611.368,59540.374,61104.966,60810.318,60329.191,61100.17,60740.389,60719.75,59545.217,60572.458,59906.69,59502.852,60144.352,59785.349,61095.656,59943.505,60986.109,59980.766,60503.664,60315.005,60074.179,59591.898,60285.211,59893.655,60658.807,60156.76,59533.874,59549.992,59688.107,59937.637,60062.777,61103.295,60162.312,60652.553,61036.383,60927.626
AT0 0 ror,7347405.287,7346704.307,7345979.292,7347667.629,7347773.298,7338610.298,7348520.625,7347679.04,7347027.599,7362218.932,7345886.969,7346558.199,7347767.006,7408836.244,7575347.125,7570339.948,7569066.891,7594836.1,7593437.253,7348632.174,7573397.568,7592919.256,7592877.531,7573221.963,7348010.433,7582273.325,7566927.366,7554080.896,7576328.977,7569409.968,7555790.03,7593871.471,7555689.354,7347713.659,7563224.511,7558117.332,7568039.221,7560917.449,7552389.588,7592841.465,7560022.958,7550740.458,7567425.431,7574281.351,7555379.795,7554395.399,7573817.671,7557174.138,7593330.573,7573673.18,7572307.493
BE0 0 ror,107350.81,107195.846,107362.384,107355.498,107384.485,106874.253,107494.051,107370.692,107232.526,107283.509,106948.247,107184.267,107393.292,107462.444,105057.733,104855.426,104790.445,107482.359,107087.433,107208.675,107463.678,106980.254,106921.159,104873.365,107436.363,105584.65,104681.744,105636.417,105297.24,107496.867,105274.636,107317.263,105385.044,107384.011,106131.253,105570.979,104876.175,106073.898,105197.648,106876.483,105901.404,104327.027,104800.496,105135.959,105223.8,105514.515,107510.788,105745.794,106892.718,107398.214,107245.593
BG0 0 ror,14375.601,14333.435,14386.292,14392.263,14407.341,14220.576,14459.742,14390.567,14345.038,14379.256,14221.264,14331.347,14390.037,14401.029,13850.351,13831.748,13820.543,14277.404,14130.623,14333.146,14381.34,14100.202,14097.049,13829.031,14412.121,13888.097,13827.633,14025.026,13871.932,14364.834,13978.545,14218.83,13980.105,14398.816,14079.417,14010.785,13843.497,14065.158,13958.415,14079.326,14041.21,13886.779,13830.084,13847.836,13980.167,14006.486,14373.651,14031.595,14050.131,14341.189,14297.207
CH0 0 ror,4490563.053,4490207.542,4490751.185,4490766.846,4490623.581,4490152.196,4490967.932,4490743.502,4490474.17,4491441.381,4493080.953,4490271.258,4490783.803,4506225.219,4497909.285,4494965.091,4492713.316,4516858.06,4515433.603,4490347.616,4516410.142,4514868.725,4514929.644,4495733.807,4490858.284,4505036.616,4490066.9,4500642.488,4499619.601,4516821.641,4500726.651,4515921.372,4502204.144,4490679.461,4508811.555,4503323.362,4492198.766,4507230.901,4499375.435,4514740.872,4506703.061,4494672.235,4491237.241,4497239.565,4499914.673,4500494.787,4516835.858,4503887.966,4515313.67,4516556.873,4515627.061
CZ0 0 ror,49358.666,49297.638,49367.461,49366.586,49381.188,49155.025,49432.879,49370.006,49306.959,49331.936,49168.813,49289.017,49379.181,49377.625,49065.662,49013.361,49010.118,49541.941,49461.21,49301.708,49524.855,49440.475,49432.091,49023.15,49398.803,49167.37,49000.016,49079.676,49109.99,49531.965,49012.494,49507.134,49015.831,49377.146,49193.445,49079.656,49027.547,49178.483,48967.234,49419.437,49154.299,48775.259,49016.532,49075.829,49005.909,49054.891,49536.084,49106.918,49407.297,49510.241,49468.017
DE0 0 ror,5340278.421,5339834.059,5340338.12,5340609.931,5340323.363,5339229.446,5340792.7,5340530.458,5340271.153,5340311.645,5339922.478,5340009.015,5340591.153,5340438.47,5326920.395,5325318.701,5323515.416,5340671.588,5339664.795,5340063.323,5340412.473,5339296.102,5339345.408,5324924.585,5340677.274,5332500.037,5320997.924,5329150.714,5328315.476,5340658.995,5328925.274,5340064.457,5330013.527,5340493.172,5335025.477,5330540.643,5322080.495,5333576.838,5327803.255,5339118.254,5333353.788,5324743.591,5321450.487,5326526.785,5328388.714,5328990.274,5340717.034,5331337.202,5339685.956,5340500.906,5339869.977
ES0 0 ror,168255.489,168071.852,168279.335,168262.105,168290.529,167739.639,168414.681,168282.966,168128.543,168176.1,167841.722,168068.634,168306.685,168225.181,160844.772,160686.488,160168.176,167774.613,166817.2,168099.425,168021.731,166544.297,166493.359,160202.029,168360.224,162788.896,159607.731,164488.719,161763.772,168074.314,163779.131,167345.209,164119.189,168288.13,165566.595,164505.681,160304.632,165550.466,163699.666,166248.433,165004.629,161146.897,160166.652,161213.893,163594.325,164240.216,168116.968,164791.751,166392.103,167945.436,167663.331
FI3 0 ror,2310069.46,2310024.933,2310094.077,2310109.199,2310130.805,2309846.053,2310159.8,2310151.901,2310048.288,2310019.122,2309881.099,2310027.585,2310130.763,2310048.693,2296774.924,2297773.348,2295055.513,2309073.928,2308064.084,2310049.526,2309315.061,2307712.454,2307796.568,2295705.367,2310134.601,2302319.088,2292340.234,2302786.714,2298828.436,2309374.685,2301006.477,2308497.449,2303020.573,2310113.427,2305031.646,2302324.174,2294755.535,2305165.836,2302452.264,2307293.391,2305117.853,2296750.318,2294128.834,2297715.456,2300120.407,2301824.602,2309372.057,2304100.677,2308162.081,2309157.337,2308697.285
FR0 0 ror,10167466.835,10167130.565,10167548.624,10167722.631,10167513.127,10166875.775,10167883.195,10167637.383,10167403.67,10167554.037,10167245.811,10167224.028,10167707.298,10167630.595,10142746.319,10137160.118,10135799.618,10166626.516,10165039.652,10167299.254,10165951.98,10164525.052,10164495.617,10140582.787,10167782.11,10151415.867,10132497.693,10144215.278,10143660.711,10166519.073,10145453.759,10165506.552,10147020.32,10167619.635,10156456.836,10147956.058,10133391.335,10153376.489,10142376.459,10164440.723,10153308.241,10139687.757,10132676.665,10141477.887,10145097.251,10143913.564,10166654.029,10149008.316,10165145.211,10166318.037,10165056.459
GB4 0 ror,91167.028,90945.875,91327.487,91186.496,91232.798,90680.166,91426.522,91192.377,91069.145,91349.588,90826.191,90907.674,91230.124,91452.885,85678.949,85439.352,85157.029,91023.287,90169.341,91078.908,91011.403,89942.446,89803.784,85264.646,91316.089,86805.168,84937.24,87532.586,86222.917,91199.408,86609.58,90663.44,86917.55,91232.759,88391.923,87240.521,85364.141,88328.011,86549.181,89685.173,88682.96,84690.343,85172.617,85841.074,86508.272,87261.877,91117.264,87699.331,89758.684,90900.212,90589.878
GB5 0 ror,1270875.756,1270352.205,1270902.743,1271030.182,1270882.039,1269923.181,1271275.822,1270983.505,1270706.974,1271117.265,1270609.93,1270509.135,1271053.45,1271211.7,1249973.848,1247633.271,1245657.206,1270704.37,1268914.3,1270542.178,1269447.685,1268501.267,1268242.959,1246669.025,1271194.528,1257487.04,1241239.837,1251953.923,1253285.083,1270332.898,1244327.64,1269681.815,1250432.611,1270966.647,1258515.315,1249547.966,1244525.223,1258266.718,1247493.485,1268056.891,1258286.957,1227727.082,1243050.595,1250089.275,1241922.176,1249125.204,1270031.605,1253901.214,1268812.495,1269413.111,1268292.484
GR0 0 ror,80193.203,80065.446,80220.487,80227.233,80266.778,79714.998,80376.939,80244.221,80098.096,80120.525,79725.037,80048.177,80249.714,80166.026,78463.068,78422.919,78342.693,80202.143,79830.938,80076.973,80236.13,79746.011,79720.807,78352.988,80294.997,78763.053,78305.841,79030.841,78612.801,80214.369,78841.184,80052.933,78864.934,80247.011,79264.14,78991.129,78414.386,79226.926,78775.176,79648.011,79058.627,78382.062,78364.418,78504.312,78834.416,78955.636,80240.282,79074.691,79600.33,80150.34,80020.095
HR0 0 ror,417571.207,417392.008,417709.297,417576.918,417670.037,417106.813,417885.811,417631.912,417471.662,417387.164,417170.463,417366.406,417630.242,416586.686,418325.276,418470.126,418118.563,421523.383,421159.958,417388.741,421653.157,421047.678,421090.843,418101.477,417714.533,419438.939,417697.394,420328.309,418909.977,421666.621,420087.705,421348.534,420311.671,417610.829,420685.371,420369.472,418190.426,420744.299,420141.108,420901.947,420641.236,419107.123,418121.696,418626.506,419998.001,420248.047,421674.054,420515.564,420999.006,421624.801,421493.856
HU0 0 ror,25766.784,25718.624,25777.654,25779.676,25794.495,25577.999,25841.173,25779.5,25723.173,25702.462,25577.543,25709.519,25785.851,25700.355,25677.283,25658.576,25651.109,26006.525,25924.764,25718.023,26025.374,25909.541,25902.318,25655.95,25803.67,25722.928,25652.823,25785.652,25699.457,26026.338,25738.583,25975.153,25742.07,25790.984,25825.246,25767.338,25659.495,25811.925,25724.674,25890.631,25805.429,25665.785,25655.833,25679.681,25743.636,25770.465,26025.722,25788.349,25883.125,26007.735,25977.34
IE4 0 ror,196040.527,195827.791,196080.427,196051.425,196081.385,195511.535,196218.796,196067.052,195909.438,196028.885,195608.157,195833.524,196089.119,196107.785,187371.893,187041.473,186246.247,195700.289,194724.715,195889.018,195691.229,194494.869,194316.99,186421.249,196161.201,189825.282,185509.709,191517.328,188536.7,195934.117,190192.242,195232.674,190892.025,196070.072,192735.204,191117.073,186347.958,192680.551,190317.255,194143.584,192697.701,187245.65,186055.658,187840.734,189943.924,191227.755,195835.933,191842.919,194489.209,195633.402,195252.479
IT0 0 ror,10506239.636,10505687.929,10506327.995,10506615.598,10506341.936,10505338.12,10506905.43,10506543.112,10506180.651,10506173.69,10505761.951,10505814.928,10506623.799,10506122.99,10463741.653,10452853.943,10450728.306,10504446.065,10501800.202,10505996.165,10502276.257,10501023.381,10500865.966,10461701.028,10506737.666,10478378.122,10447010.328,10455585.973,10464976.183,10503251.763,10460929.86,10502415.337,10462486.853,10506472.246,10482893.206,10465933.907,10448406.942,10475533.373,10452206.546,10500940.061,10473367.285,10447840.153,10447750.437,10461931.49,10460032.929,10456677.867,10503770.872,10465679.312,10501908.036,10503133.167,10500547.125
IT1 0 ror,38379.338,38264.117,38410.167,38412.419,38449.253,37944.032,38560.201,38411.768,38277.077,38327.181,37952.156,38242.088,38427.042,38387.345,36212.857,36175.848,36082.093,38280.991,37822.759,38263.129,38240.356,37707.059,37664.82,36098.322,38472.347,36521.638,36062.183,36151.374,36371.572,38224.242,35851.131,38098.688,35860.929,38434.679,36616.123,36154.704,36176.933,36545.234,35678.514,37596.682,36256.748,34941.556,36122.353,36257.304,35850.346,36072.465,38276.064,36255.644,37554.454,38142.834,37939.589
LT6 0 ror,169882.56,169794.63,169888.424,169886.306,169904.479,169626.423,169955.345,169893.967,169810.96,169802.953,169607.148,169788.645,169905.666,169838.243,166243.929,166108.469,165881.029,169578.101,169126.712,169814.821,169787.552,169007.218,168947.196,165974.421,169931.087,167125.513,165648.188,168284.459,166693.552,169813.007,167894.416,169385.129,168074.673,169891.129,168710.189,168190.448,165955.911,168674.705,167848.536,168840.254,168510.986,166731.948,165927.101,166426.005,167813.717,168179.488,169831.562,168420.478,168928.754,169763.118,169618.243
LU0 0 ror,53521.275,53428.5,54056.839,53533.492,53553.112,54021.525,53631.218,53541.09,53443.598,55864.933,54615.757,53414.593,53553.555,55894.761,54570.069,54507.779,54455.846,56345.123,55969.711,53500.762,55583.974,55873.558,55844.639,54474.4,53579.593,54848.504,54437.714,54677.82,54712.152,55683.005,54550.228,56193.534,54565.1,53558.172,54860.94,54674.427,54543.877,54866.908,54485.57,55777.481,54843.868,54170.356,54489.372,54612.374,54542.076,54589.352,55598.106,54725.903,55721.296,55541.129,55452.149
LV6 0 ror,960552.955,960448.989,960568.698,960598.629,960612.665,960189.792,960677.077,960620.662,960473.856,960433.573,960174.32,960443.371,960612.589,960475.987,951801.336,951656.571,950669.599,959984.161,959211.958,960482.008,960318.122,958953.464,958988.206,951068.617,960641.032,954976.328,949297.375,956577.728,953121.793,960378.923,955470.002,959593.986,956588.819,960573.854,957872.002,956311.114,950575.577,957899.388,956079.045,958646.072,957741.495,952519.165,950276.068,952429.608,954934.802,956285.134,960390.738,957239.901,959074.208,960277.197,959972.536
ME0 0 ror,352463.085,352244.776,352517.276,352561.224,352634.868,351513.609,352844.612,352606.373,352315.949,352284.027,351615.864,352195.764,352592.268,352241.879,348610.178,348507.187,348277.123,352950.674,352373.658,352224.779,352942.933,352213.537,352230.709,348219.236,352711.06,349867.42,347633.613,350545.905,349272.743,352988.04,350095.784,352684.724,350530.448,352563.737,351202.67,350529.564,348308.777,351264.725,350243.367,352057.257,351089.352,348785.176,348039.192,348832.695,349947.504,350437.35,352955.951,350813.486,352104.705,352865.033,352623.329
NO3 0 ror,570411.653,570397.966,570414.007,570417.956,570424.018,570365.888,570433.736,570425.829,570401.608,570404.943,570367.524,570397.607,570423.429,570417.225,568881.733,568958.865,568735.616,570336.123,570211.286,570401.899,570400.066,570172.253,570176.547,568785.545,570426.594,569495.767,568488.941,569849.73,569151.695,570405.057,569794.174,570268.049,569892.24,570419.361,570055.607,569880.403,568734.998,570081.083,569847.206,570128.222,570108.102,569398.699,568703.073,569052.732,569739.459,569802.172,570409.799,569954.779,570207.309,570397.19,570357.431
PL0 0 ror,334060.151,333880.88,334070.897,334066.335,334092.621,333551.95,334205.55,334089.487,333934.11,333940.802,333602.938,333881.752,334110.746,333991.196,326637.876,326018.517,325642.46,333747.906,332959.849,333912.234,333900.399,332726.216,332609.66,325879.973,334164.084,328874.909,324873.299,330345.452,327664.742,333983.496,329398.084,333374.174,330102.266,334082.653,331467.034,330134.811,325685.324,331479.686,329563.21,332479.081,331128.637,326613.071,325558.533,327024.894,329093.0,330110.632,333995.429,330767.289,332840.109,333850.541,333557.515
PT0 0 ror,2370299.29,2369945.278,2370374.459,2370438.513,2370371.623,2369473.612,2370646.974,2370444.994,2370206.243,2370252.382,2369861.002,2370013.32,2370484.744,2370289.425,2351010.352,2350618.421,2347683.156,2369691.18,2368105.936,2370068.468,2369677.535,2367562.793,2367667.139,2349590.087,2370560.24,2358229.576,2345074.945,2357900.863,2353795.437,2369891.23,2356458.94,2368751.087,2358375.603,2370406.537,2362943.694,2358861.409,2347565.33,2362435.176,2356374.384,2367220.696,2361509.571,2349575.797,2346763.358,2351680.953,2355602.428,2357147.108,2369968.199,2359844.588,2367800.006,2369682.713,2368879.273
RO0 0 ror,1317085.969,1316804.963,1317138.538,1317218.965,1317227.257,1315864.726,1317467.727,1317277.138,1316975.682,1316769.541,1316141.292,1316812.462,1317259.101,1316599.556,1312024.823,1312546.932,1311620.753,1317678.393,1317159.211,1316816.076,1317545.004,1317013.637,1317125.142,1311685.256,1317356.579,1314370.749,1310403.598,1312680.856,1313154.769,1317602.027,1311585.527,1317416.033,1313026.368,1317211.985,1314375.633,1312648.468,1311535.468,1314585.359,1312418.402,1316789.917,1314432.901,1307860.045,1311180.993,1312564.241,1310832.144,1312289.3,1317606.325,1313687.58,1317122.981,1317470.001,1317104.417
RS0 0 ror,2730560.659,2730287.33,2730710.512,2730776.757,2730882.346,2729481.233,2731121.542,2730847.371,2730412.28,2730815.6,2729691.691,2730197.075,2730797.335,2730847.87,2701161.734,2702335.575,2700515.832,2708855.071,2709032.657,2730259.989,2714482.731,2708878.564,2709112.096,2701056.76,2730953.121,2705053.068,2699292.884,2703547.691,2702307.883,2711906.72,2702626.172,2708751.648,2704039.997,2730745.395,2706542.089,2704061.025,2701102.964,2706546.023,2703870.55,2708758.127,2704322.73,2702151.848,2700442.684,2701885.491,2701938.683,2703758.022,2713574.099,2705097.315,2711943.591,2712917.241,2712113.309
SE3 0 ror,2756743.113,2756713.6,2756766.914,2756779.487,2756799.992,2756562.264,2756819.385,2756817.826,2756735.466,2756703.518,2756592.581,2756715.127,2756798.583,2756732.95,2744232.462,2744588.081,2742654.231,2755849.463,2754944.091,2756733.509,2756089.411,2754539.778,2754736.168,2743102.888,2756798.38,2749647.377,2739778.838,2750088.675,2745929.559,2756125.056,2748785.661,2755332.685,2750304.904,2756786.41,2752380.598,2749893.886,2742219.605,2752345.537,2750088.862,2754216.437,2752379.145,2745723.564,2741349.629,2745101.225,2747896.403,2749088.924,2756141.159,2751473.064,2754948.633,2755893.099,2755562.042
SI0 0 ror,1680270.559,1679840.272,1680674.815,1680446.653,1681025.429,1676167.98,1681541.774,1680828.338,1680026.013,1679383.346,1675868.108,1679611.903,1680705.611,1672507.857,1690567.904,1690495.575,1690973.215,1697641.701,1696064.788,1680078.587,1678858.894,1695704.75,1696033.731,1690378.109,1680722.719,1691937.985,1690231.655,1675392.485,1690996.712,1677100.402,1674637.621,1697190.126,1675658.262,1680787.007,1675409.962,1674910.423,1690847.881,1676228.331,1675269.36,1695454.09,1674629.241,1673825.102,1690512.974,1690984.441,1674341.757,1675010.42,1678537.414,1675734.432,1693424.805,1678373.891,1678049.928
SK0 0 ror,1357837.977,1357689.939,1357866.128,1357911.323,1357911.201,1357312.771,1358034.42,1357929.762,1357746.547,1357783.526,1357407.412,1357677.165,1357934.198,1357739.098,1353628.443,1353906.686,1353235.779,1358007.496,1357604.488,1357713.116,1357875.702,1357444.928,1357573.838,1353161.412,1357984.299,1355320.065,1352461.325,1353908.5,1354396.783,1357926.48,1353495.443,1357787.848,1354216.517,1357887.99,1355296.991,1354313.901,1353296.977,1355508.72,1353899.187,1357271.842,1355445.528,1350996.802,1353108.728,1353875.643,1353074.766,1353602.374,1357928.998,1354728.295,1357436.422,1357803.801,1357530.743
