,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
EE6 0 coal,-1.007,-1.182,-1.222,-0.869,-1.299,-0.742,-0.917,-1.187,-1.373,-1.255,-0.838,-0.975,-0.989,-1.243,-12.848,-18.433,-15.892,-1.694,-1.922,-0.986,-1.874,-1.925,-1.687,-12.143,-0.932,-9.109,-14.442,-17.194,-16.202,-1.564,-14.785,-2.036,-12.648,-1.004,-7.12,-13.697,-18.392,-9.495,-17.311,-1.966,-10.08,-13.949,-17.762,-13.904,-14.212,-20.473,-1.197,-12.248,-1.504,-1.268,-2.271
ES0 0 coal,-1.003,-1.175,-1.232,-0.864,-1.293,-0.731,-0.916,-1.18,-1.377,-1.256,-0.833,-0.969,-0.99,-1.253,-12.592,-18.041,-15.564,-1.659,-1.881,-0.982,-1.924,-1.884,-1.65,-11.884,-0.926,-8.928,-14.123,-17.626,-15.848,-1.602,-15.157,-1.994,-12.976,-1.008,-7.292,-14.063,-18.032,-9.738,-17.728,-1.926,-10.301,-14.225,-17.406,-13.618,-14.588,-21.105,-1.23,-12.576,-1.476,-1.299,-2.332
ES2 0 coal,-1.019,-1.19,-1.23,-0.879,-1.303,-0.763,-0.926,-1.182,-1.385,-1.261,-0.844,-0.975,-0.994,-1.244,-13.726,-19.662,-16.969,-1.809,-2.051,-0.994,-1.919,-2.056,-1.801,-12.961,-0.94,-9.735,-15.42,-17.561,-17.29,-1.6,-15.108,-2.175,-12.933,-1.003,-7.269,-14.043,-19.655,-9.697,-17.649,-2.1,-10.28,-14.231,-18.968,-14.852,-14.547,-21.021,-1.227,-12.532,-1.609,-1.302,-2.324
FI3 0 coal,-0.987,-1.154,-1.207,-0.85,-1.27,-0.722,-0.899,-1.158,-1.353,-1.232,-0.82,-0.952,-0.971,-1.22,-12.974,-18.577,-16.031,-1.709,-1.939,-0.964,-1.87,-1.943,-1.7,-12.245,-0.914,-9.193,-14.553,-17.147,-16.347,-1.56,-14.74,-2.055,-12.632,-0.987,-7.099,-13.671,-18.562,-9.483,-17.28,-1.986,-10.068,-13.928,-17.903,-14.048,-14.184,-20.439,-1.196,-12.228,-1.517,-1.265,-2.266
FR0 0 coal,-1.028,-1.204,-1.268,-0.891,-1.327,-0.751,-0.94,-1.21,-1.417,-1.291,-0.859,-0.995,-1.019,-1.277,-12.92,-18.543,-15.989,-1.709,-1.931,-1.007,-1.911,-1.935,-1.698,-12.186,-0.952,-9.177,-14.505,-17.516,-16.281,-1.593,-15.032,-2.053,-12.898,-1.036,-7.237,-13.968,-18.505,-9.684,-17.616,-1.977,-10.266,-14.15,-17.869,-13.983,-14.49,-20.963,-1.222,-12.5,-1.514,-1.291,-2.315
GB4 0 coal,-1.005,-1.183,-1.213,-0.867,-1.3,-0.74,-0.917,-1.191,-1.369,-1.244,-0.833,-0.976,-0.987,-1.231,-12.495,-17.954,-15.443,-1.656,-1.868,-0.983,-1.914,-1.88,-1.64,-11.815,-0.931,-8.853,-14.041,-17.508,-15.751,-1.594,-15.07,-1.978,-12.88,-1.005,-7.258,-14.003,-17.894,-9.676,-17.623,-1.912,-10.225,-14.184,-17.283,-13.551,-14.514,-21.028,-1.223,-12.498,-1.461,-1.292,-2.321
GB5 0 coal,-1.005,-1.176,-1.24,-0.87,-1.295,-0.731,-0.918,-1.183,-1.386,-1.254,-0.836,-0.973,-0.996,-1.24,-12.394,-17.792,-15.319,-1.635,-1.852,-0.982,-1.876,-1.854,-1.625,-11.701,-0.932,-8.793,-13.903,-17.197,-15.609,-1.564,-14.756,-1.964,-12.671,-1.012,-7.104,-13.711,-17.757,-9.513,-17.303,-1.896,-10.046,-13.89,-17.137,-13.406,-14.222,-20.55,-1.2,-12.281,-1.45,-1.269,-2.272
GR0 0 coal,-0.967,-1.129,-1.178,-0.828,-1.243,-0.705,-0.879,-1.133,-1.32,-1.207,-0.801,-0.931,-0.949,-1.198,-12.56,-18.024,-15.536,-1.654,-1.877,-0.943,-1.872,-1.88,-1.648,-11.87,-0.891,-8.906,-14.102,-17.149,-15.82,-1.556,-14.739,-1.988,-12.637,-0.965,-7.1,-13.688,-17.987,-9.486,-17.271,-1.921,-10.047,-13.899,-17.371,-13.588,-14.197,-20.45,-1.197,-12.253,-1.472,-1.266,-2.265
HR0 0 coal,-1.066,-1.25,-1.3,-0.916,-1.373,-0.783,-0.969,-1.256,-1.453,-1.326,-0.884,-1.03,-1.047,-1.314,-13.343,-19.155,-16.506,-1.761,-1.995,-1.046,-1.984,-1.999,-1.753,-12.609,-0.983,-9.465,-14.982,-18.169,-16.818,-1.655,-15.638,-2.115,-13.379,-1.063,-7.544,-14.517,-19.107,-10.045,-18.294,-2.041,-10.637,-14.716,-18.455,-14.44,-15.055,-21.879,-1.269,-12.972,-1.566,-1.34,-2.409
HU0 0 coal,-1.057,-1.238,-1.293,-0.909,-1.358,-0.776,-0.96,-1.241,-1.441,-1.317,-0.878,-1.02,-1.038,-1.304,-13.217,-18.955,-16.344,-1.743,-1.975,-1.036,-1.955,-1.979,-1.733,-12.482,-0.976,-9.377,-14.834,-17.892,-16.64,-1.629,-15.389,-2.094,-13.169,-1.054,-7.411,-14.295,-18.93,-9.888,-18.008,-2.022,-10.47,-14.483,-18.278,-14.302,-14.819,-21.439,-1.249,-12.764,-1.55,-1.32,-2.368
IE4 0 coal,-1.029,-1.212,-1.253,-0.89,-1.334,-0.756,-0.938,-1.22,-1.408,-1.282,-0.857,-0.999,-1.012,-1.268,-12.892,-18.464,-15.928,-1.706,-1.927,-1.008,-1.964,-1.937,-1.688,-12.167,-0.951,-9.133,-14.475,-17.987,-16.245,-1.647,-15.488,-2.042,-13.226,-1.035,-7.465,-14.376,-18.447,-9.932,-18.104,-1.972,-10.534,-14.563,-17.794,-13.975,-14.907,-21.689,-1.255,-12.826,-1.501,-1.326,-2.387
IT0 0 coal,-1.05,-1.233,-1.3,-0.91,-1.357,-0.769,-0.961,-1.24,-1.449,-1.324,-0.879,-1.018,-1.041,-1.313,-13.413,-19.304,-16.608,-1.782,-2.005,-1.032,-2.062,-2.01,-1.77,-12.636,-0.971,-9.53,-15.057,-18.899,-16.935,-1.731,-16.237,-2.138,-13.887,-1.061,-7.831,-15.094,-19.215,-10.429,-18.973,-2.052,-11.041,-15.182,-18.544,-14.512,-15.639,-22.997,-1.318,-13.467,-1.576,-1.391,-2.51
IT1 0 coal,-1.02,-1.202,-1.245,-0.883,-1.317,-0.751,-0.933,-1.207,-1.397,-1.282,-0.853,-0.99,-1.004,-1.268,-12.873,-18.49,-15.948,-1.702,-1.925,-1.003,-1.964,-1.929,-1.692,-12.156,-0.944,-9.132,-14.463,-17.981,-16.237,-1.641,-15.474,-2.043,-13.21,-1.024,-7.458,-14.371,-18.42,-9.919,-18.08,-1.968,-10.539,-14.522,-17.8,-13.938,-14.896,-21.625,-1.254,-12.817,-1.51,-1.325,-2.384
LT6 0 coal,-1.021,-1.196,-1.24,-0.88,-1.314,-0.752,-0.927,-1.198,-1.389,-1.274,-0.85,-0.986,-1.001,-1.262,-13.064,-18.756,-16.173,-1.724,-1.954,-0.999,-1.895,-1.958,-1.717,-12.348,-0.944,-9.262,-14.677,-17.389,-16.484,-1.583,-14.953,-2.072,-12.795,-1.016,-7.203,-13.853,-18.699,-9.604,-17.509,-2.0,-10.195,-14.104,-18.059,-14.144,-14.373,-20.749,-1.211,-12.388,-1.53,-1.282,-2.298
LU0 0 coal,-1.009,-1.183,-1.245,-0.872,-1.296,-0.738,-0.92,-1.183,-1.385,-1.271,-0.842,-0.973,-0.995,-1.258,-13.55,-19.475,-16.765,-1.793,-2.024,-0.987,-1.952,-2.031,-1.779,-12.791,-0.934,-9.617,-15.215,-17.848,-17.067,-1.626,-15.359,-2.151,-13.128,-1.012,-7.393,-14.255,-19.394,-9.858,-17.962,-2.072,-10.458,-14.419,-18.741,-14.67,-14.786,-21.384,-1.246,-12.721,-1.59,-1.315,-2.365
LV6 0 coal,-1.02,-1.197,-1.238,-0.88,-1.314,-0.752,-0.927,-1.199,-1.388,-1.272,-0.85,-0.986,-1.0,-1.26,-13.039,-18.723,-16.142,-1.721,-1.95,-0.998,-1.894,-1.954,-1.714,-12.324,-0.943,-9.244,-14.649,-17.382,-16.453,-1.582,-14.951,-2.068,-12.787,-1.015,-7.201,-13.849,-18.662,-9.6,-17.503,-1.996,-10.192,-14.103,-18.024,-14.118,-14.369,-20.734,-1.21,-12.383,-1.528,-1.281,-2.297
ME0 0 coal,-1.045,-1.225,-1.273,-0.898,-1.345,-0.769,-0.95,-1.228,-1.422,-1.304,-0.868,-1.008,-1.024,-1.286,-13.143,-18.862,-16.263,-1.733,-1.965,-1.023,-1.952,-1.968,-1.726,-12.422,-0.963,-9.323,-14.754,-17.877,-16.558,-1.627,-15.381,-2.081,-13.168,-1.041,-7.418,-14.28,-18.823,-9.884,-18.002,-2.01,-10.472,-14.509,-18.188,-14.221,-14.812,-21.465,-1.248,-12.766,-1.542,-1.319,-2.368
MK0 0 coal,-1.02,-1.194,-1.242,-0.876,-1.309,-0.751,-0.926,-1.194,-1.387,-1.276,-0.848,-0.984,-1.0,-1.268,-12.867,-18.415,-15.897,-1.696,-1.924,-1.0,-1.929,-1.926,-1.684,-12.153,-0.94,-9.124,-14.435,-17.676,-16.211,-1.607,-15.2,-2.038,-13.017,-1.015,-7.33,-14.114,-18.423,-9.771,-17.795,-1.968,-10.356,-14.356,-17.799,-13.92,-14.634,-21.178,-1.234,-12.62,-1.507,-1.304,-2.339
NL0 0 coal,-1.026,-1.201,-1.263,-0.888,-1.323,-0.747,-0.937,-1.208,-1.413,-1.283,-0.854,-0.992,-1.017,-1.269,-12.941,-18.559,-16.006,-1.712,-1.934,-1.004,-1.904,-1.938,-1.702,-12.209,-0.95,-9.188,-14.529,-17.451,-16.311,-1.588,-14.986,-2.056,-12.853,-1.034,-7.211,-13.921,-18.533,-9.65,-17.563,-1.98,-10.222,-14.112,-17.894,-14.001,-14.445,-20.875,-1.219,-12.459,-1.513,-1.288,-2.307
NO3 0 coal,-0.844,-0.975,-1.023,-0.717,-1.076,-0.607,-0.766,-0.974,-1.15,-1.044,-0.692,-0.803,-0.825,-1.032,-11.788,-16.84,-14.561,-1.546,-1.76,-0.811,-1.71,-1.762,-1.54,-11.144,-0.778,-8.35,-13.223,-15.688,-14.817,-1.413,-13.454,-1.859,-11.578,-0.834,-6.47,-12.495,-16.889,-8.693,-15.819,-1.804,-9.208,-12.767,-16.302,-12.74,-12.973,-18.397,-1.094,-11.224,-1.379,-1.159,-2.06
PL0 0 coal,-1.04,-1.218,-1.283,-0.899,-1.341,-0.759,-0.949,-1.224,-1.431,-1.304,-0.867,-1.006,-1.03,-1.292,-13.329,-19.113,-16.482,-1.761,-1.991,-1.019,-1.92,-1.994,-1.751,-12.576,-0.962,-9.458,-14.954,-17.642,-16.788,-1.607,-15.136,-2.115,-13.004,-1.047,-7.305,-14.048,-19.092,-9.763,-17.778,-2.039,-10.355,-14.314,-18.428,-14.415,-14.601,-21.193,-1.231,-12.584,-1.56,-1.3,-2.334
PT0 0 coal,-1.001,-1.173,-1.228,-0.862,-1.291,-0.729,-0.914,-1.179,-1.374,-1.253,-0.831,-0.968,-0.988,-1.25,-12.608,-18.047,-15.567,-1.661,-1.883,-0.98,-1.927,-1.886,-1.65,-11.9,-0.924,-8.936,-14.144,-17.644,-15.868,-1.604,-15.176,-1.996,-12.985,-1.006,-7.301,-14.079,-18.05,-9.747,-17.748,-1.928,-10.309,-14.236,-17.427,-13.631,-14.605,-21.123,-1.231,-12.59,-1.477,-1.301,-2.335
RO0 0 coal,-1.003,-1.171,-1.226,-0.858,-1.291,-0.732,-0.912,-1.179,-1.371,-1.253,-0.831,-0.967,-0.985,-1.247,-12.925,-18.539,-15.991,-1.702,-1.932,-0.98,-1.919,-1.934,-1.697,-12.21,-0.923,-9.165,-14.503,-17.587,-16.275,-1.598,-15.118,-2.046,-12.96,-1.001,-7.289,-14.039,-18.511,-9.728,-17.709,-1.977,-10.308,-14.27,-17.875,-13.982,-14.562,-21.056,-1.228,-12.563,-1.515,-1.298,-2.326
RS0 0 coal,-1.027,-1.202,-1.254,-0.882,-1.321,-0.754,-0.933,-1.205,-1.401,-1.282,-0.852,-0.991,-1.009,-1.272,-13.088,-18.774,-16.185,-1.725,-1.957,-1.005,-1.948,-1.959,-1.718,-12.365,-0.947,-9.281,-14.688,-17.843,-16.489,-1.623,-15.347,-2.073,-13.142,-1.023,-7.402,-14.25,-18.744,-9.866,-17.968,-2.002,-10.45,-14.472,-18.105,-14.16,-14.778,-21.428,-1.246,-12.742,-1.535,-1.316,-2.362
SE3 0 coal,-0.919,-1.07,-1.118,-0.789,-1.177,-0.669,-0.837,-1.071,-1.256,-1.143,-0.76,-0.882,-0.901,-1.129,-12.295,-17.624,-15.215,-1.618,-1.837,-0.892,-1.819,-1.84,-1.613,-11.622,-0.851,-8.711,-13.812,-16.667,-15.49,-1.512,-14.324,-1.946,-12.281,-0.914,-6.888,-13.288,-17.604,-9.221,-16.794,-1.881,-9.779,-13.524,-16.997,-13.301,-13.785,-19.742,-1.162,-11.893,-1.439,-1.23,-2.199
SI0 0 coal,-1.09,-1.283,-1.332,-0.939,-1.407,-0.806,-0.993,-1.29,-1.486,-1.36,-0.907,-1.055,-1.071,-1.346,-13.564,-19.496,-16.793,-1.792,-2.029,-1.074,-2.033,-2.033,-1.784,-12.819,-1.005,-9.624,-15.238,-18.608,-17.105,-1.699,-16.025,-2.152,-13.686,-1.088,-7.728,-14.875,-19.425,-10.274,-18.713,-2.075,-10.882,-15.039,-18.764,-14.683,-15.42,-22.473,-1.3,-13.273,-1.593,-1.372,-2.472
SK0 0 coal,-1.066,-1.255,-1.314,-0.923,-1.378,-0.782,-0.974,-1.261,-1.466,-1.338,-0.891,-1.035,-1.054,-1.327,-13.664,-19.623,-16.889,-1.807,-2.042,-1.049,-1.987,-2.048,-1.791,-12.895,-0.986,-9.699,-15.336,-18.214,-17.214,-1.662,-15.677,-2.168,-13.385,-1.075,-7.551,-14.535,-19.559,-10.052,-18.326,-2.09,-10.673,-14.713,-18.894,-14.793,-15.076,-21.915,-1.27,-12.971,-1.604,-1.342,-2.414
AL0 0 nuclear,-6.94,-8.315,-7.38,-8.103,-9.853,-6.259,-6.789,-9.293,-9.737,-10.571,-7.211,-7.715,-7.264,-8.744,-187.86,-289.795,-156.685,-27.493,-29.252,-7.225,-30.485,-26.853,-23.355,-138.229,-7.915,-108.034,-172.724,-236.933,-244.193,-22.978,-258.343,-26.967,-151.322,-7.025,-87.453,-256.416,-190.717,-111.366,-264.297,-24.442,-138.336,-114.814,-209.53,-164.2,-255.712,-232.054,-16.783,-164.245,-21.069,-17.705,-28.352
AT0 0 nuclear,-6.022,-7.975,-6.931,-7.176,-7.71,-5.308,-6.41,-6.902,-8.265,-8.601,-5.76,-6.32,-6.007,-7.423,-292.618,-535.161,-413.162,-54.19,-43.512,-6.394,-31.996,-49.371,-46.19,-247.681,-6.551,-257.866,-326.683,-292.083,-380.324,-26.288,-256.788,-65.701,-206.105,-6.239,-98.49,-245.363,-396.572,-168.514,-298.805,-40.971,-160.081,-144.934,-387.566,-388.054,-245.109,-307.036,-20.121,-205.41,-46.254,-20.432,-36.197
BA0 0 nuclear,-9.346,-11.873,-10.278,-11.405,-12.874,-8.889,-9.27,-12.107,-12.895,-13.604,-9.433,-10.538,-9.509,-10.851,-535.244,-838.208,-563.026,-75.071,-80.558,-10.077,-26.352,-82.977,-76.79,-487.867,-10.662,-358.804,-573.862,-175.019,-694.014,-23.162,-192.841,-85.935,-112.41,-9.732,-64.341,-200.058,-617.393,-81.394,-214.419,-69.595,-107.761,-83.085,-646.089,-583.992,-179.252,-212.572,-15.454,-141.452,-67.83,-17.523,-27.579
BE0 0 nuclear,-6.304,-7.892,-6.797,-7.496,-7.992,-5.421,-6.994,-7.26,-8.46,-8.721,-5.751,-6.3,-6.234,-7.119,-544.229,-945.901,-672.388,-93.08,-83.338,-6.124,-39.292,-86.116,-85.246,-518.175,-6.791,-405.195,-630.551,-363.939,-787.954,-30.745,-296.477,-100.975,-257.053,-6.21,-133.775,-281.301,-701.428,-201.901,-363.072,-74.605,-202.917,-217.499,-749.763,-636.613,-284.849,-374.877,-24.262,-260.544,-73.917,-24.731,-43.613
BG0 0 nuclear,-5.999,-9.335,-8.664,-8.176,-7.854,-6.478,-5.601,-7.095,-8.192,-10.495,-7.43,-6.447,-5.963,-9.573,-175.505,-368.59,-312.205,-37.63,-26.231,-8.199,-39.159,-40.255,-32.67,-164.546,-6.539,-205.874,-284.526,-270.639,-245.817,-29.484,-320.812,-53.234,-209.244,-6.594,-121.843,-306.254,-340.049,-185.487,-345.18,-24.144,-162.88,-157.071,-333.628,-298.636,-308.142,-298.68,-22.888,-203.495,-37.881,-26.034,-36.658
CH0 0 nuclear,-5.342,-7.529,-6.706,-7.004,-6.829,-5.059,-5.913,-6.225,-7.442,-8.809,-5.722,-5.707,-5.35,-7.083,-154.756,-261.92,-185.799,-26.091,-22.651,-6.031,-26.413,-24.248,-21.904,-119.385,-6.141,-116.469,-162.422,-240.488,-197.514,-21.398,-222.288,-31.551,-166.658,-5.604,-78.614,-213.508,-198.095,-137.251,-245.626,-20.381,-132.595,-113.496,-189.758,-170.548,-213.004,-246.408,-15.868,-164.043,-21.625,-16.185,-28.591
CZ0 0 nuclear,-8.858,-11.682,-10.224,-10.049,-11.139,-7.612,-9.178,-9.784,-11.959,-11.708,-8.157,-9.016,-8.756,-10.306,-9737521.958,-9533517.156,-9721649.503,-9704863.793,-9771054.774,-9.295,-98.275,-9653994.098,-9769812.886,-9733293.606,-9.401,-9744727.002,-9724107.06,-881.142,-9731553.561,-83.392,-824.67,-9772216.316,-586.176,-9.08,-297.356,-790.566,-9727349.563,-515.096,-963.636,-9772005.444,-512.224,-535.989,-9724592.389,-9725791.163,-790.95,-966.098,-62.447,-596.062,-9239583.389,-62.212,-118.768
DE0 0 nuclear,-4.124,-5.362,-5.015,-4.511,-5.228,-3.713,-4.162,-4.642,-5.518,-5.962,-4.233,-4.245,-4.102,-5.286,-461.967,-1019.443,-921.614,-103.789,-68.601,-4.478,-46.504,-103.482,-91.633,-469.298,-4.525,-552.481,-707.965,-431.874,-708.587,-36.088,-349.926,-126.263,-306.016,-4.163,-150.124,-333.344,-960.48,-238.831,-426.545,-72.894,-245.211,-241.824,-886.241,-791.454,-335.189,-445.286,-27.665,-305.087,-74.827,-28.555,-51.402
DK0 0 nuclear,-3.337,-4.418,-5.516,-3.758,-4.307,-3.954,-3.327,-3.901,-4.55,-6.555,-4.64,-3.495,-3.347,-5.906,-63.188,-134.514,-132.551,-17.011,-9.703,-5.094,-19.526,-15.47,-13.376,-70.905,-3.571,-89.016,-103.3,-156.913,-111.95,-14.144,-139.564,-22.158,-106.714,-3.529,-63.15,-134.481,-139.789,-85.951,-160.979,-8.89,-82.189,-84.433,-123.417,-123.17,-134.291,-164.8,-11.572,-106.762,-13.271,-12.158,-19.897
DK3 0 nuclear,-3.246,-4.455,-4.357,-4.263,-4.248,-3.403,-3.33,-3.893,-4.543,-5.688,-3.777,-3.509,-3.285,-4.782,-115.047,-153.334,-101.796,-14.956,-16.041,-4.069,-14.638,-15.244,-14.351,-80.626,-3.639,-69.193,-110.981,-113.674,-128.435,-11.632,-120.2,-17.853,-76.993,-3.249,-42.678,-114.093,-128.508,-58.682,-129.198,-14.402,-62.86,-47.901,-128.297,-90.101,-113.432,-124.681,-8.089,-86.519,-13.814,-9.55,-14.646
EE6 0 nuclear,-4.566,-6.959,-6.324,-6.36,-6.13,-4.968,-4.333,-5.56,-6.325,-7.638,-5.573,-5.036,-4.62,-6.873,-132.142,-284.705,-233.635,-27.771,-19.868,-6.069,-22.837,-28.519,-24.108,-120.913,-5.008,-153.324,-208.125,-155.767,-190.665,-17.241,-193.933,-38.481,-112.907,-4.777,-69.58,-182.754,-230.078,-95.382,-195.125,-18.244,-91.42,-78.117,-240.799,-213.891,-183.337,-170.011,-12.426,-114.461,-26.822,-14.833,-20.956
ES0 0 nuclear,-3.575,-4.775,-4.455,-3.942,-4.599,-3.389,-3.545,-4.12,-4.8,-5.324,-3.814,-3.758,-3.598,-4.81,-153.095,-285.101,-242.302,-26.47,-22.263,-4.121,-32.846,-27.947,-25.217,-129.761,-3.839,-141.395,-195.947,-288.813,-217.077,-25.555,-235.825,-31.983,-203.055,-3.753,-108.495,-224.711,-252.833,-165.866,-297.45,-22.576,-169.075,-159.661,-243.121,-212.293,-226.66,-302.069,-19.992,-201.113,-22.67,-21.185,-36.975
ES2 0 nuclear,-4.727,-6.98,-5.465,-6.895,-6.351,-4.655,-5.07,-6.772,-7.253,-6.994,-6.051,-6.015,-4.782,-6.158,-6804889.014,-6810431.814,-6805079.82,-6803070.052,-6803713.747,-5.356,-18.788,-6802984.498,-6803106.613,-6803893.058,-7.205,-6804112.285,-6805992.625,-145.178,-6805645.767,-16.024,-159.637,-6803316.756,-105.698,-5.783,-44.628,-164.681,-6805043.43,-88.337,-150.156,-6803707.768,-93.483,-57.919,-6806040.741,-6804797.549,-140.447,-180.942,-10.098,-99.474,-6804401.27,-11.441,-17.46
FI3 0 nuclear,-3.288,-4.614,-4.308,-3.927,-4.169,-3.316,-3.285,-3.703,-4.328,-5.04,-3.708,-3.396,-3.244,-4.661,-234.843,-460.393,-406.433,-43.872,-34.8,-3.972,-25.956,-46.054,-42.46,-253.041,-3.473,-234.772,-325.614,-214.457,-349.392,-19.805,-197.4,-53.289,-157.401,-3.583,-82.466,-187.95,-436.133,-131.914,-239.035,-34.644,-125.606,-113.973,-397.501,-359.085,-189.489,-224.507,-15.967,-148.31,-36.862,-16.64,-28.94
FR0 0 nuclear,-4.487,-5.81,-5.191,-4.909,-5.712,-3.851,-4.611,-5.097,-6.03,-6.113,-4.358,-4.657,-4.498,-5.374,-193.126,-359.878,-310.311,-33.461,-28.068,-4.657,-31.06,-35.837,-32.03,-180.891,-4.965,-180.059,-254.765,-277.079,-279.637,-23.435,-226.588,-40.545,-195.241,-4.597,-99.344,-218.318,-343.292,-157.073,-277.179,-29.085,-160.68,-138.006,-320.937,-269.793,-217.469,-287.957,-17.538,-190.659,-28.453,-18.566,-33.811
GB4 0 nuclear,-4.303,-6.355,-5.83,-5.877,-5.791,-4.728,-4.561,-5.459,-5.978,-7.432,-5.153,-4.835,-4.379,-6.22,-128.617,-181.923,-130.525,-17.967,-17.916,-5.677,-23.975,-17.836,-16.495,-92.98,-4.818,-84.426,-130.179,-197.397,-150.703,-18.543,-192.038,-21.353,-122.209,-4.624,-78.583,-181.259,-155.17,-91.762,-213.084,-16.19,-98.159,-83.129,-151.114,-112.17,-182.829,-207.627,-14.022,-145.729,-15.469,-15.757,-25.592
GB5 0 nuclear,-3.497,-4.544,-4.251,-3.736,-4.341,-3.074,-3.572,-3.811,-4.567,-4.834,-3.442,-3.451,-3.433,-4.283,-122.779,-230.918,-200.144,-21.689,-18.004,-3.77,-22.308,-22.769,-20.864,-113.096,-3.687,-116.084,-162.106,-196.752,-177.574,-16.836,-170.826,-26.246,-146.056,-3.482,-73.949,-162.44,-216.13,-116.36,-206.444,-17.898,-111.629,-110.735,-198.762,-175.895,-163.557,-207.726,-13.833,-139.378,-18.545,-14.566,-24.803
GR0 0 nuclear,-3.033,-4.291,-5.842,-3.716,-3.909,-4.34,-2.928,-3.475,-4.114,-7.148,-5.043,-3.236,-3.009,-6.468,-105.152,-253.27,-234.031,-26.647,-15.869,-5.467,-25.659,-26.233,-22.795,-111.77,-3.212,-140.456,-178.062,-210.904,-179.742,-19.612,-190.407,-32.316,-152.231,-3.181,-84.467,-180.984,-214.719,-122.959,-224.477,-14.743,-115.686,-116.17,-209.175,-209.885,-181.429,-219.593,-15.578,-149.9,-22.344,-16.581,-27.155
HR0 0 nuclear,-9.106,-12.808,-11.168,-11.72,-11.89,-9.259,-9.836,-11.078,-12.265,-14.255,-9.648,-10.05,-9.063,-11.184,-634.828,-1155.484,-850.595,-99.985,-93.848,-10.994,-102.984,-104.922,-104.918,-571.515,-9.987,-512.192,-736.021,-896.856,-771.579,-83.066,-823.585,-120.041,-602.051,-9.316,-339.262,-787.172,-833.672,-466.075,-984.567,-81.63,-481.854,-510.166,-826.787,-765.911,-799.462,-862.248,-65.314,-638.113,-101.386,-70.684,-119.293
HU0 0 nuclear,-8.571,-12.337,-11.601,-10.701,-11.047,-8.806,-8.251,-9.95,-11.593,-13.347,-9.739,-9.201,-8.491,-11.766,-282.271,-681.359,-618.008,-68.893,-42.922,-11.023,-51.158,-65.845,-65.304,-290.395,-9.406,-393.39,-454.547,-397.218,-413.335,-39.248,-416.735,-93.972,-293.285,-9.547,-154.511,-411.71,-541.825,-251.503,-447.712,-42.56,-220.863,-236.67,-537.351,-573.937,-404.015,-423.573,-32.887,-277.715,-64.746,-34.261,-51.192
IE4 0 nuclear,-4.106,-5.769,-7.421,-4.917,-5.347,-5.551,-4.039,-4.904,-5.507,-8.715,-6.39,-4.365,-4.047,-7.797,-109.289,-240.11,-244.899,-28.987,-16.821,-7.048,-38.761,-26.299,-23.031,-124.74,-4.375,-154.183,-185.626,-328.477,-195.603,-28.329,-301.597,-37.286,-230.065,-4.497,-129.938,-288.258,-220.935,-183.265,-348.067,-15.446,-172.727,-188.306,-209.18,-215.47,-289.66,-328.262,-23.571,-229.609,-21.087,-24.944,-41.788
IT0 0 nuclear,-5.951,-7.748,-8.449,-6.58,-7.656,-6.081,-5.919,-6.767,-8.098,-10.005,-6.953,-6.211,-5.977,-8.812,-194.086,-442.0,-407.356,-46.622,-28.864,-7.531,-129.343,-43.371,-39.044,-205.306,-6.574,-246.818,-276.629,-1193.42,-309.683,-92.781,-958.364,-56.975,-721.186,-6.251,-409.586,-921.187,-414.674,-644.288,-1175.401,-30.093,-664.55,-658.712,-346.03,-349.159,-930.249,-1232.429,-75.114,-772.352,-36.777,-70.765,-147.376
IT1 0 nuclear,-5.217,-6.814,-5.63,-6.722,-7.134,-5.132,-5.313,-6.783,-7.059,-8.311,-5.312,-5.389,-5.441,-6.42,-127.985,-202.513,-123.446,-20.841,-20.763,-5.573,-34.443,-19.044,-16.031,-99.918,-5.629,-80.951,-124.168,-266.828,-176.094,-24.747,-280.968,-20.51,-171.755,-5.217,-101.236,-269.959,-131.883,-126.329,-278.518,-16.449,-152.659,-127.125,-145.311,-125.229,-268.707,-251.502,-16.854,-166.933,-14.486,-18.144,-31.669
LT6 0 nuclear,-4.688,-7.557,-7.186,-6.919,-6.155,-5.674,-4.287,-5.529,-6.342,-8.693,-6.38,-5.097,-4.59,-7.891,-196.115,-444.577,-393.122,-44.267,-29.782,-6.934,-31.845,-44.519,-41.266,-198.688,-5.103,-239.792,-306.221,-276.229,-296.152,-24.874,-243.505,-57.363,-186.634,-4.944,-104.871,-233.003,-357.49,-150.37,-281.511,-28.79,-146.373,-136.227,-368.514,-365.768,-232.045,-274.6,-19.221,-185.668,-39.835,-20.52,-34.0
LU0 0 nuclear,-7.04,-9.006,-7.582,-8.032,-8.917,-5.448,-7.15,-8.131,-9.367,-10.152,-6.611,-7.853,-6.808,-8.143,-651.514,-1149.398,-924.937,-116.956,-97.523,-6.507,-40.624,-105.683,-100.191,-607.75,-8.85,-504.416,-782.059,-361.013,-904.342,-31.912,-327.769,-128.64,-236.88,-6.897,-121.477,-311.648,-913.748,-195.211,-358.163,-93.534,-197.309,-172.951,-930.476,-777.473,-311.239,-376.023,-22.906,-244.255,-76.89,-23.084,-42.37
