,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
SK0 0 onwind,21.46,23.494,24.528,20.138,26.98,32.224,24.273,23.592,26.396,28.002,21.438,1449244.975,1858614.628,1640291.669,1533888.117,2151936.984,1536090.48,1719355.519,1434352.674,1709705.963,1533742.228,1703625.208,1707876.981,20.056,1698626.519,1712263.488,1502328.671,1593433.115,1723084.279,1696836.91,1718949.798,1702044.377,1706770.539,1710817.973,1446311.976,1698015.391
AL0 0 offwind-ac,2.723,3.619,3.339,3.327,2.972,3.719,3.188,3.09,3.364,3.018,2.91,64.81,56.28,9.809,5.315,60.705,5.95,40.088,3.163,44.721,4.128,41.35,46.67,2.349,58.434,70.58,7.086,6.159,7.099,4.844,59.392,57.637,22.406,42.122,83.925,7.632
BE0 0 offwind-ac,144.87,206.821,194.758,165.184,182.919,184.084,172.483,162.132,178.514,146.525,212.699,3561915.541,3558015.73,3600643.138,3606119.61,3572383.835,3603462.583,3501501.001,3590546.186,3478890.697,3597480.551,3521926.717,3489791.3,136.689,3529191.8,3487767.478,3609339.846,3599109.003,3582841.639,3600415.465,3498861.611,3517872.941,3529210.971,3489238.005,3532756.586,3607802.803
BE0 0 offwind-dc,5763224.321,5790046.881,5765795.113,5896173.68,5723422.616,5795390.039,5748719.41,5766852.959,5718194.054,5797171.2,5817989.324,5822714.207,5842175.664,5887051.514,5891972.387,5858982.51,5889811.459,5742280.771,5874406.579,5713163.639,5879209.077,5775393.144,5727688.639,5750637.051,5807375.277,5729310.286,5902092.359,5883347.771,5858406.543,5889531.695,5745735.686,5739724.509,5788616.373,5721676.971,5786093.592,5908475.525
BG0 0 offwind-ac,9.587,12.415,11.861,11.565,10.729,14.239,11.6,10.995,11.829,11.868,10.658,318.033,279.819,46.975,26.64,328.224,31.974,144.857,18.197,179.089,23.058,152.111,171.794,8.491,233.67,246.325,35.287,32.098,25.895,17.813,219.018,207.074,98.425,154.214,412.766,39.043
BG0 0 offwind-dc,2.116,3.212,3.378,2.378,3.321,3.019,3.165,2.923,3.074,2.534,3.246,60.059,43.68,9.561,6.807,69.278,10.232,19.935,10.211,26.902,8.402,18.204,26.834,2.44,37.367,29.727,6.348,8.464,3.498,2.861,25.102,19.832,23.668,23.488,69.667,8.739
DE0 0 offwind-ac,20033476.2,19021359.957,19496265.834,19065058.397,20050833.048,19981245.013,20024080.135,19367172.005,19566613.473,19970746.88,18990430.809,30560142.295,30553307.974,30637932.512,30640590.691,30559341.384,30638121.811,30585445.195,30635300.051,30556851.183,30637286.626,30604768.582,30572736.226,19189633.988,30594052.075,30563457.667,30645061.004,30639974.833,30640790.788,30647886.193,30576888.2,30582296.191,30603629.9,30568424.153,30494128.127,30642166.953
DE0 0 offwind-dc,100204747.026,105933640.337,103365986.998,108161029.209,100720262.962,99739381.395,100493903.001,104608617.768,101149939.888,99753649.799,106867334.802,106614795.78,107604869.262,106341158.17,105977034.191,108111321.315,106105030.447,107671871.496,105999111.679,107888718.806,105962025.734,108064573.736,107761650.159,101850751.493,108574124.462,107887969.087,105938115.633,106226347.601,107433526.742,107395704.503,108037916.364,107910436.427,108288297.856,107770095.295,106965339.744,106593608.287
DK0 0 offwind-ac,34.716,44.306,42.61,39.573,45.474,50.756,39.73,42.6,45.047,43.913,40.955,3088.607,2772.027,455.09,377.8,3742.383,405.995,495.542,272.953,735.331,314.703,494.498,598.849,34.48,784.127,820.202,369.513,341.848,89.441,62.489,765.771,741.162,429.175,568.442,4084.974,418.075
DK0 0 offwind-dc,41.776,54.922,52.312,47.904,53.872,61.62,48.095,51.649,54.193,52.097,49.536,37482139.505,39291438.731,38461704.772,36122144.977,38217474.574,38406135.072,1132.062,36426128.986,1718.921,36160878.348,1034.636,1348.832,40.563,1487.23,1886.267,36220166.291,38420927.161,206.957,143.505,1559.393,1458.319,908.974,1257.507,35879301.66,38907184.374
DK3 0 offwind-ac,11.658,16.149,15.202,15.072,15.262,16.418,13.432,15.532,15.714,14.524,15.103,772.477,671.104,111.529,84.22,867.5,98.072,175.727,56.715,251.858,70.99,190.531,214.031,12.299,320.511,295.622,92.191,82.993,31.845,22.192,285.061,270.369,127.396,202.119,1019.394,101.046
DK3 0 offwind-dc,16.77,22.945,21.661,21.069,21.366,23.905,19.183,21.806,22.011,21.017,20.459,3604.078,3390.138,544.63,395.84,4703.94,468.337,271.441,313.564,390.346,349.942,289.478,330.733,16.793,490.241,453.738,426.827,410.002,49.078,34.352,438.871,403.494,226.264,311.89,4741.272,505.803
EE6 0 offwind-ac,21.481,29.456,27.76,27.177,28.78,31.134,24.716,28.158,28.538,27.149,27.451,493.285,418.289,71.935,53.769,513.214,60.488,275.594,33.85,403.516,43.596,290.515,337.623,22.098,479.821,462.21,59.725,54.373,49.811,34.926,442.305,419.58,234.106,316.374,659.43,63.813
EE6 0 offwind-dc,20.969,28.571,27.087,26.269,26.337,31.074,24.727,26.591,26.314,26.415,25.143,527.243,448.592,78.0,47.203,544.029,60.844,290.301,32.242,382.533,41.146,290.292,354.071,19.979,477.046,492.144,62.004,55.771,52.031,36.24,459.344,399.053,187.975,322.418,691.277,68.495
ES0 0 offwind-ac,218.035,197.971,276.244,150.422,280.49,338.279,264.822,209.568,273.382,272.565,165.113,5083.357,5529.668,749.482,433.968,6972.746,647.669,93944.658,448.3,75559.292,505.17,16331.518,71836.965,220.128,10044.414,87213.027,570.418,557.064,24003.33,9198.559,159943.972,104275.99,9684.562,109608.404,6648.878,807.712
ES0 0 offwind-dc,10.412,14.276,13.965,12.694,12.606,16.5,12.522,12.394,12.351,13.087,14.734,346.749,290.256,44.624,31.258,353.041,41.123,151.043,37.638,177.344,37.507,191.783,187.148,10.209,286.432,256.355,34.226,46.414,25.548,19.866,213.101,173.749,174.492,162.651,338.797,41.443
ES2 0 offwind-ac,2.955,4.341,3.509,3.549,3.127,4.311,3.487,3.202,3.351,3.165,3.344,44.035,31.838,6.167,4.469,43.717,5.709,26.829,2.861,32.131,3.594,31.377,31.052,2.488,45.556,54.248,5.368,4.265,5.295,3.495,35.837,38.137,22.815,28.807,49.678,6.312
ES2 0 offwind-dc,5.638,9.846,7.128,6.998,7.945,7.948,6.748,7.801,6.65,6.121,8.198,245.38,214.516,34.04,22.12,294.91,31.13,60.843,31.366,77.947,27.764,69.712,78.945,5.396,111.024,107.547,23.984,33.879,10.555,8.708,84.588,70.795,66.815,71.023,253.124,29.833
FI3 0 offwind-ac,788.527,808.086,801.426,663.354,1025.666,1211.898,870.963,761.829,925.683,956.467,751.662,11881955.507,12293222.516,11900768.638,12128035.145,12591907.329,11800700.594,5996553.896,12142910.875,5309401.705,12124630.603,5008449.392,5481776.569,665.954,5318413.754,5276425.816,12111436.493,11800052.595,5984582.06,5641238.166,4859256.177,5191069.293,5177322.91,5765421.607,11886858.057,12262604.197
FI3 0 offwind-dc,13310918.24,13307301.885,13317415.514,13289526.425,13308207.895,13315892.627,13315428.933,13332296.115,13305259.697,13316578.534,13231353.878,17232059.556,18003397.421,17870835.282,16321231.147,17754476.91,17520825.391,14877598.324,16603858.424,15631137.689,16344366.881,15914380.195,15470686.391,13295789.913,15734808.183,15667226.75,16322669.769,17810438.148,14848616.793,15240298.624,16059256.808,15757712.317,15874321.539,15140480.718,16783143.701,17800899.462
FR0 0 offwind-ac,60834185.425,62446517.229,61682749.583,63257940.035,60976218.5,60704066.257,60906072.443,61948829.64,61070217.907,60702057.521,62800258.685,61507956.821,62260055.651,60550516.556,60352690.572,62712238.988,60427534.266,61778259.735,60478259.562,61970770.545,60386896.77,62046358.67,61880425.106,61350037.653,62721836.778,61912068.655,60169207.373,60460436.316,61246401.182,61104688.126,62112841.974,61805877.26,62342158.393,61880684.027,61710679.177,60591514.367
FR0 0 offwind-dc,26331843.609,26441052.116,26392500.446,26477667.127,26334477.616,26313864.492,26335627.892,26407153.878,26349275.411,26314430.868,26451437.403,26281356.132,26278097.129,26414606.475,26419311.877,26317405.188,26415428.691,26264563.992,26409381.362,26216190.782,26413055.244,26297304.001,26247537.697,26372688.964,26324829.339,26224616.558,26427978.427,26418126.639,26359577.741,26371800.449,26246176.095,26252650.011,26312710.055,26238843.625,26171711.61,26421418.493
GB4 0 offwind-ac,63.233,67.019,72.613,52.863,80.948,93.026,72.496,64.016,75.538,78.164,58.304,6809.454,8661.806,1223.686,552.81,10243.803,974.792,927.142,651.554,1078.53,623.665,733.775,1028.39,54.14,1130.201,1393.893,697.784,850.805,166.851,104.369,1228.749,1061.528,548.657,950.006,8247.938,1337.109
GB4 0 offwind-dc,2772910.752,1725230.054,2273720.296,1044553.3,2640194.884,2821824.279,2769257.223,2028586.122,2580911.164,2784057.187,1442532.247,12088344.403,12213390.332,12313348.813,12299315.977,12289716.21,12293694.819,1867198.207,12274191.805,1379468.24,12287558.843,963183.312,1414323.099,2445405.787,145314.377,1316226.648,12344448.819,12303767.413,1917028.302,1623343.201,1124765.926,1242526.039,771790.321,1646072.065,12012782.16,12347311.337
GB5 0 offwind-ac,83.469,92.048,94.766,76.957,108.239,123.689,94.668,91.907,104.46,106.575,82.115,10988.194,12620.895,1931.964,1103.491,18516.677,1513.598,1325.548,999.473,1874.121,937.195,1134.979,1567.06,79.254,1677.59,2043.66,1145.161,1473.215,238.599,166.298,1818.969,1822.502,1055.023,1503.228,13032.249,2203.278
GB5 0 offwind-dc,56.748,70.109,69.435,60.475,74.452,80.88,66.007,68.068,73.624,69.25,62.608,67789693.533,61944138.642,66432423.535,68630773.874,59871072.686,66366573.562,921.178,68408771.046,1310.527,68468910.65,855.129,1082.852,55.485,1307.279,1449.279,68140842.46,67680574.438,166.579,115.81,1324.961,1309.203,791.355,1019.231,69749743.951,63862841.101
GR0 0 offwind-ac,4.39,6.038,5.679,5.603,5.815,6.356,5.041,5.793,5.847,5.539,5.653,135.407,115.025,19.688,14.849,140.177,14.061,71.134,10.242,102.103,10.593,74.798,86.442,4.57,122.077,118.147,16.594,14.901,12.861,8.971,112.545,107.919,55.315,81.281,182.459,17.539
GR0 0 offwind-dc,12021414.647,12239173.14,12129638.838,12364991.733,12058838.01,12029354.06,12031386.616,12167186.766,12037688.128,12031094.48,12296755.02,16557741.534,16759786.631,16426640.597,16425157.743,16939655.604,16436936.864,16597923.435,16436262.969,16653977.558,16427016.121,16734583.885,16627461.916,12058185.993,16993819.558,16651827.623,16411218.818,16422778.087,16462543.666,16436882.044,16687993.34,16639313.99,16867239.679,16633979.747,16625448.14,16433042.136
HR0 0 offwind-ac,7.453,9.396,9.108,8.238,9.5,10.747,8.5,9.059,9.595,9.377,8.18,220.426,197.657,33.989,21.876,220.949,24.578,106.14,15.038,141.284,16.578,110.008,127.019,7.178,172.658,179.53,27.21,24.935,19.184,13.199,165.329,158.879,74.298,118.791,305.767,28.573
HR0 0 offwind-dc,6.808,8.682,8.287,7.644,8.123,9.928,7.884,7.971,8.484,8.343,7.085,177.68,160.721,28.031,15.618,172.427,18.404,96.545,10.331,116.299,12.425,99.245,113.085,6.157,149.083,165.604,21.025,19.068,17.295,11.82,146.556,139.859,58.774,104.313,243.72,22.376
IE4 0 offwind-ac,120.811,127.916,141.043,99.542,159.064,176.906,136.343,129.434,147.893,161.592,107.805,2136.628,1646.564,295.213,267.375,2010.74,272.935,3464.945,182.05,4049.106,219.289,2284.824,3371.352,107.639,3173.663,4517.943,254.261,232.586,621.811,359.432,3855.437,3832.87,2056.375,3530.464,2814.033,259.287
IE4 0 offwind-dc,746998.79,748253.655,746744.003,749266.264,743952.172,744537.758,746454.994,746950.399,744716.056,744465.171,747674.821,703735.224,704357.7,731096.231,732892.971,710783.86,730175.928,708545.04,714925.449,712478.09,722660.659,721975.285,713071.041,744785.965,725705.724,715581.52,738174.261,725701.308,732965.809,740704.325,721327.198,719665.409,726522.953,709188.421,690188.045,736366.385
IT0 0 offwind-ac,7.24,9.258,8.947,8.415,9.543,10.571,8.284,9.04,9.437,9.186,8.619,434.328,351.193,61.127,53.097,440.466,55.042,257.975,37.977,380.735,42.948,274.241,312.696,7.391,456.17,426.815,52.257,46.936,46.455,32.531,412.665,394.682,250.446,294.046,573.529,54.926
IT0 0 offwind-dc,8.628,10.779,10.376,9.83,9.738,12.37,9.923,9.65,10.95,10.328,9.129,652.078,517.79,95.966,58.118,579.421,74.36,479.879,45.449,627.026,53.372,541.993,563.129,7.743,849.821,806.953,76.297,69.253,85.417,57.275,784.917,701.475,418.238,504.665,868.742,81.663
IT1 0 offwind-ac,11.4,15.038,14.416,14.05,13.443,16.618,13.452,13.516,14.285,13.902,13.033,335.805,286.084,49.328,28.178,324.133,33.224,208.666,19.062,257.224,24.592,214.327,247.07,10.331,335.714,352.225,36.842,34.158,36.961,25.362,320.712,290.318,133.915,222.184,441.801,40.847
LT6 0 offwind-ac,49.097,59.233,59.065,53.873,59.132,63.695,54.375,52.376,62.896,40.356,52.984,1234.039,1275.666,191.414,108.786,1849.02,153.02,773.665,96.84,870.635,111.0,765.235,909.51,42.973,1229.605,1279.162,137.879,136.178,136.511,89.401,1108.977,887.223,584.932,750.417,1479.916,179.049
LT6 0 offwind-dc,1632969.272,1571222.365,1570870.655,1514717.066,1613971.614,1644086.866,1632705.688,1572924.771,1592332.202,1643701.071,1522512.069,2880145.001,2895535.567,2840363.872,2818337.503,2903857.971,2827060.447,2906473.941,2833491.786,2904472.405,2827886.613,2916446.049,2905529.783,1582884.813,2921605.182,2905176.923,2808823.63,2835761.889,2900677.081,2895257.641,2913026.918,2910754.644,2922751.132,2904897.273,2883429.566,2846952.319
LV6 0 offwind-ac,42.354,63.838,60.366,57.608,56.412,54.961,50.77,61.037,55.12,52.964,55.311,1207.585,1017.315,173.272,124.085,1312.698,150.368,839.647,90.349,1216.341,108.083,879.722,1019.381,42.102,1481.827,1391.413,141.996,131.028,150.409,105.317,1340.571,1255.279,775.619,955.277,1582.559,155.969
LV6 0 offwind-dc,132.139,184.762,210.168,188.499,215.129,209.056,182.934,201.748,187.903,156.285,203.752,3434715.324,3723947.021,3621799.67,3432522.168,3767307.881,3465446.723,948389.64,3415812.88,978679.937,3435302.49,938377.029,969874.394,149.189,858607.067,972666.679,3424832.956,3498172.723,973185.628,980242.065,941657.178,970380.937,921704.239,955712.778,3446796.648,3676266.622
ME0 0 offwind-ac,1.451,1.854,1.648,1.485,1.466,1.972,1.676,1.49,1.683,1.561,1.5,28.6,24.296,4.483,2.407,31.316,3.343,15.615,1.833,17.081,2.206,18.034,18.506,1.221,23.827,31.939,3.388,2.883,2.903,1.96,21.158,23.436,10.669,16.51,36.451,3.842
NL0 0 offwind-ac,95.055,117.053,112.794,96.073,113.18,131.718,106.957,105.385,118.435,113.256,103.289,23439088.381,24832366.288,23748216.304,22483117.465,25115975.521,23128544.144,2051.315,22539826.533,3125.966,22502752.465,2595.079,2570.957,85.857,4966.535,3715.659,22420167.421,23488496.13,369.946,263.192,3847.131,3293.258,2449.746,2282.97,23619839.233,24061554.117
NL0 0 offwind-dc,97.046,116.075,113.125,95.271,124.095,142.689,110.371,109.323,123.197,118.193,103.772,91743522.826,90632099.417,91055494.424,92019685.538,89548398.885,92167428.458,8895233.232,92403443.625,8912595.785,92053192.434,10522658.365,8719945.674,89.36,10743273.128,9081741.843,92377608.112,91333245.742,8369988.354,8139734.3,10296557.329,9766509.714,10640884.519,8752919.418,91520229.717,91044863.78
NO3 0 offwind-ac,18.596,24.8,23.743,22.365,25.052,27.065,21.427,24.009,24.85,23.425,23.285,806.504,655.689,113.253,84.866,834.973,104.641,351.801,68.46,523.523,77.896,370.729,427.62,19.491,619.551,584.254,97.481,87.17,63.445,44.304,561.717,539.069,340.64,399.911,1073.663,101.769
NO3 0 offwind-dc,56.273,66.615,71.483,59.503,74.208,86.946,70.039,66.639,71.407,69.956,60.308,14560198.544,14558299.353,14563486.297,14563828.717,14558934.067,14563749.329,7062514.153,14563370.661,7037903.092,14563542.912,6046417.7,7047087.847,54.214,5054443.813,6969143.066,14563922.043,14563627.121,7062246.677,7053567.653,6160101.46,6516020.136,5578871.491,7048427.442,14556328.853,14563735.619
PL0 0 offwind-ac,8951030.704,8928855.77,8996819.172,9213624.223,8939960.967,8876037.977,8930157.189,9111354.344,8986932.881,8881925.351,8948423.89,15512541.872,16846542.138,15842265.448,15006000.555,17027596.509,15235295.564,16688538.026,15053657.056,16876597.776,15033538.999,17029787.417,16796854.194,8981752.539,17322524.12,16857436.167,14969607.369,15546405.54,16357772.173,16317267.896,17011889.303,16823498.164,17169721.091,16803528.385,15858008.803,16003050.453
PL0 0 offwind-dc,15047792.659,15087159.065,15067888.006,15089235.477,15039709.714,15041147.87,15048581.31,15077644.652,15043083.304,15041000.015,15080715.073,14862637.217,14927462.534,15049487.565,15044974.339,14945375.008,15039008.762,14954947.823,15021334.685,14919196.283,15028149.743,15000925.228,14939895.487,15047819.174,15021391.499,14928866.892,15056891.529,15045953.972,15054055.067,15071587.531,14958855.369,14949755.878,15009932.754,14931347.871,14706989.531,15060384.763
PT0 0 offwind-ac,7701415.57,8212775.481,7980251.296,8392453.177,7741392.504,7694781.374,7713749.853,8116490.157,7749679.503,7696844.437,8308132.061,2756065.402,3943161.296,3281456.376,2825971.627,3724453.693,2688065.32,8121185.761,2802477.427,8153036.607,2845068.928,8264889.728,8135860.033,7860278.76,8422962.534,8147027.829,2875121.302,2688096.194,8029577.503,7993834.563,8216751.371,8140641.325,8375860.97,8137187.719,2969116.021,3522128.891
RO0 0 offwind-ac,3852431.13,3571974.781,3714922.21,3288722.442,3795944.436,3830494.656,3797559.546,3743936.597,3796074.508,3831526.003,3450035.756,11726181.187,11774942.932,11722931.164,11719351.469,11796130.208,11706035.217,9486513.712,11708883.252,9460918.28,11712433.639,9339392.494,9463247.263,3792969.947,8974584.78,9448171.562,11727120.07,11705730.603,9475978.447,9479335.563,9392201.443,9439101.154,9172250.289,9472568.949,11753144.822,11731176.113
RO0 0 offwind-dc,4860094.382,5010151.71,4910931.219,5188256.974,4887341.204,4867718.005,4869246.834,4933645.934,4888646.707,4867623.513,5104034.382,5243513.723,5271561.347,5196198.031,5192083.846,5288933.738,5196385.032,5211209.41,5203712.071,5222308.484,5200856.669,5224356.565,5218665.051,4894440.136,5258890.166,5220912.326,5180993.372,5198904.377,5159995.779,5137306.845,5225541.374,5217933.955,5246275.364,5220800.121,5258116.433,5192770.459
SE3 0 offwind-ac,50.919,71.714,66.698,67.629,67.773,73.66,58.529,67.75,67.914,63.534,67.698,1197.873,972.507,168.347,148.12,1280.222,155.988,741.04,108.738,1100.762,122.977,785.214,897.561,53.211,1328.478,1229.52,143.673,129.338,133.363,93.77,1177.897,1125.049,763.626,832.235,1583.924,150.364
SE3 0 offwind-dc,13870445.449,13727711.722,13862784.236,13390772.213,13879616.708,13863511.739,13879867.196,13787926.811,13926592.295,13860278.231,13600583.377,51392545.978,52393251.865,51840734.065,51172041.685,53572140.53,51607550.264,31576781.64,51199424.401,31648111.52,51175684.773,31598444.325,31690475.602,13940564.839,32131842.28,31618984.73,51216656.837,51587143.627,31667010.117,31725816.879,31620834.041,31596408.29,31777235.168,31701691.837,51265093.889,52072135.26
SI0 0 offwind-ac,1.671,2.223,1.967,1.775,1.786,2.344,1.966,1.816,1.997,1.897,1.862,38.498,31.379,5.875,3.762,42.738,5.017,16.618,2.901,20.49,3.446,21.242,19.829,1.469,28.805,33.157,4.56,4.164,3.258,2.286,22.775,24.636,14.763,18.536,45.516,5.336
AL0 0 solar,326727.625,331732.635,252526.078,357716.098,313041.588,339868.853,319356.532,298297.298,318874.316,339639.283,375325.374,6341579.124,6613084.129,6384661.186,6393276.073,6849897.834,6404173.332,2093931.462,6388349.39,2087237.873,6395415.683,2281630.405,2096996.345,295113.828,2402910.767,2077576.101,6397332.889,6387723.674,2100332.189,2113175.436,2139718.02,2073696.841,2303745.459,2095287.649,6348852.811,6383288.999
AT0 0 solar,6562391.901,6649446.519,6654174.22,6791669.985,6498688.804,6454483.611,6606299.239,6560256.854,6518516.565,6455553.064,6747130.021,26073609.402,26743948.074,26270432.377,26201262.268,27174993.95,26145820.629,18277465.989,26161376.552,18237118.649,26199844.497,18223581.503,18211548.596,6558781.333,18466971.591,18224347.095,26166573.447,26199865.822,18271539.516,18212418.048,18242465.09,18254458.405,18241855.129,18200811.823,26112774.207,26231050.765
BA0 0 solar,168949.188,1070.432,742.567,5595.934,115058.601,207707.791,142844.118,672.159,75930.61,207987.834,16490.947,2936163.739,3031868.98,2920216.405,2923505.967,3134176.79,2926592.026,2416527.117,2925848.974,2413116.177,2923371.003,2484020.066,2415631.312,30922.113,2622887.213,2406124.404,2923553.962,2920145.498,2424930.747,2420056.476,2417066.407,2416842.773,2595837.393,2413001.3,2949615.407,2931517.748
BE0 0 solar,19.713,25.443,25.006,22.583,26.357,29.095,22.436,25.186,26.129,25.289,23.832,9271258.135,9091112.098,9123733.708,9413621.007,8939237.313,9166681.945,3798927.916,9364386.033,3880215.271,9413219.658,3740818.734,3847513.196,21.12,3721793.004,3863703.317,9390904.458,9131607.721,3820454.24,3825637.9,3818950.39,3887001.873,3776238.682,3796558.298,9337611.218,9190186.559
BG0 0 solar,2250395.726,2349799.44,2296965.906,2821084.046,2233730.824,2233447.858,2246324.312,2162222.604,2161013.965,2230690.226,2453981.55,19221324.167,19045502.572,19183253.055,19254588.252,19204722.585,19254597.857,8244931.996,19259359.696,8240669.413,19256564.146,8449500.297,8232069.32,2233412.037,8998190.942,8246725.281,19277494.329,19218583.876,8248465.915,8248623.422,8206058.2,8241166.824,8721538.126,8240642.747,19194706.666,19118432.968
CH0 0 solar,13815440.877,13995571.932,13815982.83,14519316.743,13835127.975,13764211.95,13825156.449,13930902.494,13781421.967,13764211.134,14239090.126,28144951.837,26740025.808,27857050.02,28284036.599,27437461.199,28125285.403,18463586.622,28268659.596,18231023.499,28282535.883,17885677.052,18294123.817,13767706.954,18259451.397,18217518.463,28293410.777,28023544.249,18477876.474,18346222.319,18130049.914,18171791.312,17803849.838,18315611.069,28258888.75,27232352.566
CZ0 0 solar,25.753,34.319,32.233,31.746,33.811,37.506,29.169,33.422,33.819,32.578,32.99,3660561.972,4145847.185,3943047.53,3667199.814,4412075.286,3699456.935,4299585.919,3638097.347,4362542.789,3662871.505,4386127.22,4314395.41,26.486,4376277.496,4360810.955,3669074.394,3833310.199,4307379.12,4299105.965,4365659.068,4361075.999,4313650.553,4278901.458,3652225.551,3949260.333
DE0 0 solar,12.323,17.363,16.112,16.394,16.507,17.89,14.13,16.65,16.506,15.577,16.559,29738351.249,30698707.659,29884513.0,29901899.737,30913048.624,29704432.354,14344446.612,29822304.994,14495570.798,29910110.532,14864045.394,14521945.068,13.214,14377835.163,14695363.849,29889137.892,29885352.627,14350700.813,14418937.777,14945858.397,14775810.064,14587202.015,14314482.223,29814577.289,30406922.319
DK0 0 solar,15.117,21.818,20.095,20.333,20.274,21.966,17.388,20.639,20.246,19.086,20.768,4230235.908,3769230.863,3955875.613,4131783.76,3464950.651,4225366.918,1762.551,4129067.037,2607.756,4132998.082,3560.329,2198.383,15.984,3073.725,3406.268,4136525.672,3992282.107,313.715,220.342,8478.044,5477.464,2510.626,2011.828,4097099.388,3915873.742
DK3 0 solar,15.235,20.946,19.661,19.56,19.989,22.32,17.575,19.767,20.097,19.21,19.299,1918505.187,2213050.749,2012126.443,1950559.149,2221031.427,1929484.185,892.675,1963881.039,1154.282,1950350.853,1031.463,1068.913,15.486,1557.69,1397.609,1952779.539,1990390.113,161.179,116.21,1867.453,1525.628,1041.888,1039.298,1928544.173,2134524.726
EE6 0 solar,24.868,34.948,32.396,31.044,33.176,35.928,28.633,33.088,32.816,31.104,32.089,2158319.661,2188156.311,2200225.093,2184543.873,2146769.391,2168032.713,777228.302,2185193.111,796384.542,2185370.599,806910.579,792289.293,25.879,784996.597,807088.006,2183690.239,2206264.928,789877.71,796918.441,825110.754,815886.019,825444.188,790663.757,2178046.657,2221375.498
ES0 0 solar,28674832.233,30667281.691,29732367.872,33073510.995,28934433.537,28944183.298,28831276.101,29950211.361,28989272.5,28948579.657,31599221.867,165652948.754,171287558.811,167858864.903,165545743.721,174380553.51,165918358.76,68821199.543,165589824.541,68839491.845,165562726.515,70732069.028,68843267.202,29362271.203,72000005.182,68962198.617,165653279.52,166268121.205,68927307.025,68959484.759,69920150.894,69468827.581,71515188.244,68777454.26,165631763.416,169137364.462
ES2 0 solar,403955.843,458624.317,430493.025,433148.334,388239.033,421967.791,393709.374,441727.754,411902.413,422181.719,452447.5,4520605.689,4521056.295,4521731.082,4521802.865,4521669.997,4521766.425,1345450.995,4521522.036,1349070.075,4521597.734,1394866.013,1351685.689,425358.941,1448793.358,1335483.368,4521905.709,4521548.216,1346898.589,1348988.938,1358480.346,1336319.865,1422667.246,1344224.958,4519835.306,4521907.362
FI3 0 solar,11.912,16.397,15.378,15.251,15.918,17.335,13.678,15.748,15.879,15.065,15.525,927141.503,784182.68,864710.341,945639.177,788234.463,900904.028,316.731,937336.073,459.294,943617.012,323.075,390.168,12.584,502.503,512.595,940486.343,886678.551,56.72,40.575,493.208,473.901,301.625,365.644,934180.157,864673.134
FR0 0 solar,731690.005,382.547,741.789,904.029,712812.051,1024511.637,660403.179,391.695,520684.236,1024598.652,609.998,67208834.274,66265566.596,66779469.793,67413319.062,65818162.268,67217104.317,35640770.683,67336809.995,35719464.29,67422679.705,36444067.183,35681279.217,54333.673,36950194.194,35787947.397,67422299.496,66795911.613,35664379.441,35701887.408,36233401.081,35962940.115,36662629.082,35664937.692,67304983.283,66529257.775
GB4 0 solar,13.085,18.338,17.17,17.06,17.584,18.944,15.07,17.505,17.594,16.46,17.184,948.048,597.812,119.439,102.917,788.698,122.13,353.117,85.777,533.703,85.004,354.06,451.949,13.769,588.546,588.26,109.958,93.493,62.411,47.072,540.235,522.767,303.831,413.572,1214.451,103.229
GB5 0 solar,14.322,19.689,19.163,18.408,19.417,20.3,16.419,19.166,19.567,17.671,18.701,7827996.405,9834724.46,8339154.45,6730205.862,9646413.715,8315513.773,6095801.235,6863298.789,6023684.616,6741252.112,3888320.538,5952697.627,15.45,2219840.495,6061989.239,6665333.792,8312877.324,6171720.309,6107071.447,4563913.904,5366868.087,2956260.532,6171649.836,6638627.796,8742258.09
GR0 0 solar,1410448.533,1986119.433,1610129.175,2296136.537,1423610.88,1393578.051,1421870.57,1854940.182,1420930.075,1392000.494,2165867.416,35479131.79,37798158.352,36377082.637,35512556.919,38681055.841,35685588.366,9526156.399,35543326.32,9473546.75,35523757.838,9402586.113,9518827.936,1432986.006,9448983.097,9483668.45,35552763.83,35937991.465,9583344.289,9593310.4,9473303.785,9479374.628,9594413.212,9522353.274,35514650.578,36688774.314
HR0 0 solar,44.138,56.601,51.034,55.618,57.76,65.097,49.802,51.987,56.682,56.561,57.523,3702655.506,3752160.284,3698255.169,3734120.227,3944445.018,3724462.107,2269916.428,3735072.39,2306833.004,3733952.187,2334668.163,2279204.733,43.904,2595395.621,2330533.206,3730755.305,3732072.913,2263663.303,2261489.036,2350477.052,2351620.684,2355691.408,2268001.06,3724783.87,3721698.713
HU0 0 solar,40.161,48.059,44.479,46.377,51.649,60.744,44.665,45.149,50.488,52.724,49.014,6240.736,4797.713,956.635,784.358,5889.181,894.581,174967.478,645.466,134591.456,680.246,45591.164,147394.544,38.26,36267.868,108406.998,749.541,676.776,160972.893,138778.205,84760.716,100301.923,73351.73,152937.001,8464.871,890.567
