,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
ME0 0 OCGT,7.633,10.629,9.547,9.155,8.752,11.051,8.439,8.527,9.237,8.705,10.304,91.588,53.976,11.408,10.802,69.758,11.064,41.943,7.426,60.699,7.89,43.569,51.355,6.923,65.684,72.677,10.517,7.83,8.095,6.128,70.24,76.235,41.475,52.643,101.725,10.765
MK0 0 OCGT,6.587,9.793,8.81,8.757,7.371,9.345,7.319,7.934,8.066,7.338,9.691,57.921,38.412,6.967,6.46,48.758,6.995,38.539,4.508,57.448,4.73,41.199,46.802,6.194,62.696,66.625,6.506,4.752,7.092,5.739,68.992,70.701,42.495,47.21,63.482,6.834
NL0 0 OCGT,726716.235,826227.602,648160.569,922196.199,685563.517,767946.679,770817.597,708839.588,624616.235,769716.124,687531.324,1359.069,72.585,20.931,46123.515,83.499,43.496,27372.204,48313.503,31964.562,46138.278,405.625,29207.756,686408.465,567.09,7246.479,46634.158,21.282,26519.795,27245.362,749.59,917.39,554.273,26373.966,47960.024,14.782
NO3 0 OCGT,2.848,4.266,3.828,3.921,3.137,4.096,3.267,3.495,3.755,3.327,4.097,14.739,8.863,1.757,1.72,11.238,1.675,8.085,0.946,9.824,1.121,8.113,9.641,2.779,10.973,15.4,1.731,1.213,1.622,1.274,12.458,14.535,5.091,10.226,15.168,1.689
PL0 0 OCGT,367215.714,607175.873,458682.072,592404.335,396327.906,378259.363,379112.004,544308.767,407616.498,378260.732,621447.359,616346.295,450146.754,492044.99,607301.943,421983.854,585050.066,385699.094,601728.859,389160.011,608171.553,369394.267,374779.639,451881.786,347824.519,396983.447,602172.219,531493.069,383513.718,375861.012,385113.513,396745.888,363747.636,375439.619,616448.265,453085.845
PT0 0 OCGT,9.655,14.507,11.82,14.23,11.207,14.928,10.544,11.014,11.368,11.74,15.388,12205.563,57.895,15.405,11361.833,76.276,12607.005,117743.486,11448.29,119088.175,11314.964,87422.508,117588.72,8.575,65742.753,119308.054,10922.537,14674.146,119014.889,117543.066,96121.769,115289.368,65707.916,117476.28,12133.687,11.376
RO0 0 OCGT,5.825,8.881,7.807,7.975,6.391,8.28,6.492,6.986,7.171,6.504,8.76,61.59,33.431,7.2,7.456,41.613,7.27,23.68,4.732,32.037,5.393,27.743,27.543,5.501,42.946,41.732,7.363,4.953,4.499,3.421,39.803,42.681,26.024,28.208,69.331,7.019
RS0 0 OCGT,6.751,9.958,8.857,8.783,7.544,9.653,7.488,7.937,8.248,7.58,9.755,130.86,71.618,16.092,14.322,85.635,16.448,51.899,10.771,77.271,10.742,52.025,63.568,6.269,76.663,89.908,14.262,10.722,9.334,7.489,92.086,100.062,52.476,62.049,145.05,15.767
SE3 0 OCGT,7.341,10.111,9.788,8.972,10.119,11.436,9.017,9.239,9.804,9.291,9.469,63.138,26.977,6.568,8.53,34.335,8.354,405.682,6.016,324.884,6.373,214.416,268.407,7.21,364.599,314.741,7.144,4.891,61.422,29.478,371.189,371.926,302.615,272.522,73.585,5.604
SI0 0 OCGT,12.843,17.33,15.408,14.457,16.092,19.016,14.243,14.356,15.276,15.319,16.471,54568.411,47606.833,50607.177,56409.682,35014.703,55107.117,373.385,55190.275,456.739,56591.869,277.504,420.683,11.358,220.263,506.63,56203.096,52386.105,102.018,55.869,406.352,489.716,224.769,433.812,54513.393,48603.638
SK0 0 OCGT,57254.974,51858.031,38297.903,27309.436,57703.818,53301.211,54506.761,57097.004,57185.675,52562.985,35243.388,1145.975,189.313,31.688,1016.986,269.547,72.88,76.944,208.002,180.023,883.789,231.525,145.708,25993.439,1146.844,205.819,402.931,38.661,15.123,13.674,261.025,191.394,948.78,122.717,1886.738,31.034
AL0 0 CCGT,-18.683,-30.638,-28.184,-28.223,-22.619,-25.422,-20.434,-25.306,-23.253,-20.423,-33.524,-56.042,-36.396,-6.869,-6.505,-48.558,-6.634,-32.555,-4.165,-42.156,-4.623,-35.173,-39.295,-18.978,-46.695,-59.487,-6.377,-4.879,-6.358,-5.041,-52.864,-58.394,-24.186,-40.807,-61.014,-6.574
AT0 0 CCGT,-303223.482,-251404.098,-350397.463,-89957.971,-442510.264,-270993.387,-346048.105,-397402.059,-500146.429,-265096.507,-140999.439,-119.15,-70.786,-13.675,-14.252,-94.327,-14.614,-36.236,-10.21,-49.302,-11.183,-40.655,-43.636,-485473.283,-54.696,-66.845,-13.935,-10.515,-7.266,-5.537,-55.437,-67.298,-29.109,-44.269,-127.978,-13.53
BA0 0 CCGT,-37.608,-54.128,-50.827,-44.869,-49.384,-52.122,-41.218,-45.006,-45.876,-42.377,-58.452,-69.327,-45.669,-8.297,-8.089,-63.868,-7.899,-36.005,-5.278,-46.263,-5.919,-35.294,-40.895,-36.818,-51.907,-64.186,-7.883,-6.134,-7.143,-5.467,-56.312,-57.974,-26.143,-44.197,-73.994,-7.916
BE0 0 CCGT,-8548339.854,-8426020.484,-8390937.233,-8425405.56,-8441760.457,-8976658.926,-8496293.744,-8409175.575,-8393958.944,-8981161.079,-8374602.929,-389.807,-196.684,-44.55,-50.867,-245.145,-49.507,-46.775,-43.37,-64.898,-44.744,-54.111,-57.357,-8380122.449,-71.351,-85.66,-45.483,-37.024,-9.396,-7.181,-71.311,-86.225,-39.008,-57.267,-450.78,-41.514
BG0 0 CCGT,-19.324,-31.49,-27.932,-28.408,-23.043,-26.198,-20.951,-25.055,-23.602,-21.163,-34.06,-60.865,-38.5,-7.34,-7.084,-52.559,-7.113,-31.352,-4.593,-41.726,-5.151,-33.876,-37.274,-19.168,-45.962,-57.608,-6.961,-5.336,-6.361,-4.867,-49.561,-56.438,-23.678,-38.712,-65.93,-7.208
CH0 0 CCGT,-92.354,-108.244,-116.169,-83.155,-134.181,-137.649,-106.493,-99.582,-117.85,-115.793,-110.791,-59.362,-36.425,-7.056,-6.898,-48.896,-7.189,-33.682,-4.367,-45.254,-5.002,-37.017,-40.285,-94.366,-49.293,-62.108,-6.927,-5.165,-6.606,-5.123,-50.692,-62.201,-25.769,-40.798,-61.899,-6.935
CZ0 0 CCGT,-5594409.406,-5767816.899,-5767986.814,-5795574.594,-5643441.914,-5664559.538,-5610120.658,-5816610.978,-5651886.014,-5658660.397,-5785086.623,-230.32,-151.372,-26.554,-27.401,-221.467,-28.376,-48.22,-22.045,-66.722,-22.664,-54.087,-58.403,-5736309.528,-72.958,-87.349,-25.628,-22.248,-9.636,-7.368,-74.758,-88.112,-39.727,-59.356,-246.082,-27.717
DE0 0 CCGT,-4744552.953,-4560674.826,-4841946.131,-4192417.958,-4718367.871,-4647984.757,-4769298.081,-4613803.673,-4791128.506,-4670828.951,-4360956.383,-196.623,-112.708,-22.696,-23.289,-150.418,-24.794,-45.187,-17.574,-59.97,-18.952,-51.102,-52.986,-4990230.529,-66.327,-82.7,-23.181,-17.284,-8.689,-6.638,-69.301,-84.81,-35.279,-53.313,-221.026,-21.379
DK0 0 CCGT,-55.895,-49.987,-56.719,-39.904,-74.723,-85.924,-63.426,-48.138,-60.439,-70.145,-50.899,-38.096,-21.576,-4.357,-4.366,-28.204,-4.254,-28.955,-2.711,-38.792,-3.1,-32.087,-37.096,-44.44,-41.889,-54.222,-4.38,-3.208,-5.921,-4.685,-47.895,-53.145,-22.137,-37.086,-39.683,-4.157
DK3 0 CCGT,-7.109,-10.097,-9.195,-9.011,-8.283,-10.453,-8.198,-8.512,-9.083,-8.426,-9.456,-44.397,-24.716,-5.26,-5.282,-32.059,-5.162,-27.836,-3.314,-35.167,-3.709,-28.74,-32.374,-6.692,-38.069,-49.302,-5.176,-3.839,-5.517,-4.223,-43.121,-49.223,-20.206,-34.474,-49.2,-4.826
EE6 0 CCGT,-50.777,-71.103,-72.071,-59.696,-79.851,-76.454,-59.127,-69.531,-71.818,-63.653,-77.842,-79.175,-42.373,-8.627,-9.708,-55.773,-9.252,-32.837,-6.449,-43.574,-7.119,-34.531,-40.799,-52.754,-45.922,-60.653,-9.085,-6.67,-6.605,-5.127,-53.592,-59.076,-24.589,-41.736,-89.224,-8.212
ES0 0 CCGT,-27.557,-40.084,-34.283,-36.235,-33.221,-39.188,-29.543,-31.144,-32.334,-31.673,-44.583,-71.711,-41.457,-8.378,-8.303,-56.114,-8.427,-69.357,-5.76,-99.764,-6.137,-75.633,-84.754,-24.652,-108.704,-122.045,-7.991,-6.444,-14.057,-10.459,-116.468,-121.459,-62.333,-86.604,-74.626,-7.983
ES2 0 CCGT,-44.304,-45.864,-35.828,-41.982,-41.832,-67.029,-41.84,-35.675,-36.396,-55.696,-53.423,-137136.753,-144226.352,-141455.747,-137166.583,-156819.376,-137258.862,-101.906,-137123.095,-137.83,-137011.63,-78.174,-119.473,-26.62,-111.805,-159.37,-136933.932,-139514.48,-20.173,-13.857,-147.835,-153.517,-63.716,-123.751,-137156.02,-143869.615
FI3 0 CCGT,-25.273,-33.87,-32.872,-30.0,-34.867,-37.653,-29.826,-31.038,-32.368,-31.733,-33.21,-99.965,-52.773,-10.703,-12.936,-69.725,-11.711,-31.003,-8.748,-40.858,-10.007,-34.2,-39.024,-24.538,-45.808,-57.433,-12.183,-8.284,-6.104,-4.872,-51.063,-57.163,-24.018,-38.595,-119.398,-10.082
FR0 0 CCGT,-5101406.389,-5589379.255,-5343589.343,-5035831.539,-5123019.023,-4255492.254,-5215861.332,-5509634.222,-5321066.885,-4236726.986,-5417873.429,-75.29,-43.762,-8.848,-8.903,-60.184,-9.367,-44.636,-5.788,-60.107,-6.584,-47.73,-51.971,-5341536.298,-64.785,-80.507,-8.914,-6.493,-8.575,-6.536,-65.905,-80.349,-34.412,-52.793,-78.203,-8.779
GB4 0 CCGT,-1576.845,-4056.205,-5236.395,-1238.456,-5737.048,-7835.352,-2064.786,-4616.579,-4174.931,-8249.071,-4162.566,-79.002,-32.482,-7.69,-11.056,-40.064,-9.091,-120.057,-6.801,-135.72,-8.125,-83.147,-127.375,-4366.186,-110.097,-158.119,-10.08,-6.084,-24.001,-15.794,-135.818,-145.803,-64.504,-135.66,-97.285,-6.692
GB5 0 CCGT,-5578592.563,-3523141.769,-4098866.655,-3451048.862,-5030992.712,-6413056.468,-5240908.496,-3858561.784,-4506821.349,-6405612.123,-3485545.898,-59.639,-31.584,-6.398,-7.537,-41.426,-6.906,-46.672,-4.747,-63.649,-5.692,-46.547,-56.356,-4227489.501,-60.865,-82.636,-7.148,-5.138,-9.499,-7.02,-63.762,-77.651,-33.506,-56.206,-58.908,-6.197
GR0 0 CCGT,-14.468,-21.649,-20.013,-18.992,-17.068,-19.915,-15.936,-17.523,-17.865,-15.726,-22.196,-46.523,-29.298,-5.566,-5.416,-39.782,-5.415,-28.065,-3.383,-37.81,-3.839,-31.506,-34.909,-14.123,-41.498,-52.696,-5.325,-4.01,-5.752,-4.491,-45.824,-53.063,-21.52,-35.568,-49.707,-5.417
HR0 0 CCGT,-53.54,-74.786,-72.195,-59.664,-73.68,-74.819,-58.646,-63.572,-64.97,-61.71,-82.034,-102.734,-67.263,-12.461,-12.317,-94.639,-12.376,-41.121,-8.4,-54.392,-9.062,-44.634,-50.486,-52.296,-60.563,-74.063,-11.661,-9.213,-8.247,-6.383,-65.61,-73.213,-31.589,-51.842,-113.755,-12.055
HU0 0 CCGT,-45.489,-53.413,-55.421,-41.729,-58.563,-68.897,-49.921,-48.243,-52.775,-55.755,-55.237,-71.172,-44.109,-8.563,-8.388,-61.32,-8.387,-32.617,-5.416,-43.539,-6.168,-34.978,-38.219,-40.309,-49.016,-60.342,-8.087,-6.256,-6.587,-5.014,-51.906,-58.713,-25.014,-40.082,-74.308,-8.334
IE4 0 CCGT,-1535891.364,-1507966.277,-1519303.604,-1487616.356,-1517648.281,-1576842.733,-1522544.146,-1516661.64,-1509742.182,-1608932.042,-1506334.291,-244.975,-67.994,-19.086,-121.071,-80.521,-26.287,-277.833,-32.108,-311.057,-66.426,-148.824,-315.429,-1510694.771,-202.764,-345.457,-47.874,-16.422,-54.853,-36.001,-270.783,-284.56,-123.78,-298.608,-464.29,-14.323
IT0 0 CCGT,-7554394.422,-9267339.031,-8784359.691,-10197741.154,-7965856.851,-7248633.271,-7685217.26,-8873851.367,-8136410.615,-7241727.352,-9694758.012,-253.06,-201.879,-31.534,-30.987,-311.399,-33.996,-3286649.297,-25.05,-3443862.351,-26.316,-3772608.993,-3395832.83,-8550278.727,-4136623.692,-3490949.25,-28.794,-25.528,-3292651.019,-3339085.188,-3650105.173,-3555919.843,-3914127.048,-3324197.475,-263.673,-33.535
IT1 0 CCGT,-88.337,-99.251,-84.721,-132.091,-141.392,-124.679,-113.793,-81.584,-100.766,-101.607,-151.979,-70.77,-44.952,-8.412,-8.139,-56.832,-8.142,-73.619,-5.406,-99.764,-5.885,-83.631,-93.038,-64.375,-125.484,-131.987,-8.0,-6.159,-13.97,-11.363,-131.225,-128.745,-65.806,-91.932,-75.731,-8.138
LT6 0 CCGT,-71.099,-100.579,-101.953,-87.781,-115.34,-107.301,-83.347,-100.547,-102.395,-89.797,-116.638,-98.176,-51.836,-10.673,-12.013,-67.28,-11.565,-35.096,-8.287,-46.405,-9.026,-36.433,-43.084,-75.166,-49.038,-64.2,-11.214,-8.018,-7.011,-5.416,-57.331,-62.71,-26.067,-44.217,-110.855,-10.214
LU0 0 CCGT,-1582796.829,-1445462.767,-1506367.268,-1447178.314,-1543981.548,-1661521.12,-1569658.604,-1451542.874,-1595013.66,-1658971.82,-1438192.152,-213.957,-107.831,-22.133,-26.666,-143.46,-26.323,-51.602,-21.817,-70.667,-22.148,-56.85,-63.778,-1580710.191,-71.311,-91.774,-25.007,-18.915,-10.249,-8.153,-82.043,-90.194,-41.705,-65.686,-243.163,-20.859
LV6 0 CCGT,-70.849,-99.942,-101.615,-87.367,-115.591,-106.914,-83.152,-100.114,-102.214,-89.407,-116.186,-96.682,-51.075,-10.563,-11.902,-66.293,-11.449,-34.137,-8.219,-45.414,-8.936,-35.695,-42.497,-75.088,-48.084,-62.893,-11.115,-7.991,-6.876,-5.323,-56.265,-61.219,-25.6,-43.394,-109.332,-10.091
ME0 0 CCGT,-34.346,-47.713,-44.715,-38.826,-44.809,-47.661,-37.625,-39.336,-41.681,-38.368,-50.402,-90.173,-59.586,-11.052,-10.458,-80.937,-10.867,-38.618,-7.101,-50.21,-7.692,-41.182,-46.664,-32.991,-56.131,-69.675,-10.161,-7.904,-7.574,-5.919,-61.113,-68.567,-29.148,-48.049,-98.714,-10.541
MK0 0 CCGT,-22.754,-37.219,-34.547,-34.398,-28.505,-31.295,-25.243,-31.226,-28.665,-25.061,-41.569,-57.458,-36.168,-6.971,-6.505,-49.182,-6.681,-35.281,-4.237,-45.062,-4.743,-34.026,-39.625,-23.614,-48.678,-62.198,-6.494,-4.929,-6.765,-5.304,-55.666,-57.697,-24.915,-42.416,-61.402,-6.563
NL0 0 CCGT,-4084109.542,-3665923.712,-3674255.426,-3427676.231,-4273573.23,-3823068.954,-4197047.968,-3620049.137,-4220559.01,-3815623.877,-3607095.926,-101.714,-49.238,-10.488,-13.113,-66.384,-11.72,-42.108,-8.916,-58.386,-10.002,-47.443,-51.438,-3809039.227,-61.81,-76.779,-12.446,-8.254,-8.575,-6.477,-63.076,-77.043,-33.543,-51.174,-111.193,-9.902
NO3 0 CCGT,-4.543,-6.859,-6.122,-6.209,-4.992,-6.52,-5.207,-5.528,-5.933,-5.234,-6.595,-21.758,-12.969,-2.575,-2.525,-16.756,-2.453,-12.215,-1.405,-15.041,-1.66,-12.751,-14.183,-4.402,-16.76,-23.32,-2.548,-1.784,-2.475,-1.907,-18.988,-22.95,-7.677,-15.227,-22.075,-2.492
PL0 0 CCGT,-3361566.103,-3029460.31,-3278953.69,-3019958.636,-3315063.382,-3311068.291,-3357134.003,-3169025.454,-3310983.813,-3306865.926,-3000659.611,-173.132,-78.44,-16.866,-21.639,-108.475,-21.399,-44.055,-15.736,-60.114,-17.437,-48.246,-53.265,-3279440.134,-65.106,-80.859,-20.688,-13.828,-8.617,-6.596,-66.308,-80.685,-35.075,-52.935,-183.355,-16.725
PT0 0 CCGT,-27.383,-39.858,-34.112,-36.089,-33.104,-38.986,-29.397,-30.964,-32.139,-31.517,-44.4,-70.869,-41.416,-8.339,-8.311,-55.868,-8.212,-68.247,-5.689,-98.581,-6.142,-76.933,-84.617,-24.533,-107.973,-120.271,-7.899,-6.452,-13.96,-10.423,-114.501,-121.249,-61.788,-85.677,-74.129,-7.938
RO0 0 CCGT,-17.732,-28.555,-25.276,-25.915,-20.857,-24.261,-19.331,-22.642,-21.666,-19.407,-30.612,-60.537,-37.283,-7.17,-6.968,-50.564,-7.199,-30.515,-4.523,-40.053,-5.057,-32.617,-36.587,-17.544,-44.717,-55.835,-6.89,-5.194,-6.079,-4.675,-48.593,-55.369,-22.724,-37.572,-64.226,-7.065
RS0 0 CCGT,-24.721,-37.859,-34.807,-33.161,-30.468,-34.085,-26.973,-30.959,-30.177,-27.293,-40.877,-80.826,-51.473,-9.943,-9.392,-70.492,-9.825,-38.041,-6.294,-50.418,-6.955,-40.639,-45.825,-24.323,-55.95,-68.634,-9.162,-7.113,-7.47,-5.856,-60.64,-68.461,-28.937,-46.938,-88.267,-9.751
SE3 0 CCGT,-7.026,-10.247,-9.201,-9.257,-7.984,-10.24,-8.049,-8.418,-8.993,-8.229,-9.688,-35.103,-20.193,-4.075,-4.107,-26.311,-4.09,-25.138,-2.477,-32.35,-2.835,-25.838,-30.074,-6.627,-35.012,-45.958,-4.04,-2.914,-5.015,-3.841,-39.954,-45.761,-17.986,-31.257,-36.677,-3.874
SI0 0 CCGT,-4498780.846,-4838932.415,-4725042.17,-4831555.913,-4544150.985,-4459191.293,-4543236.838,-4768571.789,-4617170.435,-4462246.121,-4902416.144,-260.219,-184.426,-31.822,-32.048,-279.282,-33.042,-63.595,-25.521,-85.033,-24.577,-68.152,-78.795,-4654747.874,-90.171,-111.442,-28.888,-23.507,-12.625,-9.66,-103.14,-111.685,-50.37,-80.547,-309.324,-30.288
SK0 0 CCGT,-2145381.572,-2173709.753,-2226231.431,-2129720.521,-2190871.404,-2153745.502,-2163481.345,-2190780.462,-2211823.41,-2155927.479,-2129242.171,-264.198,-149.677,-27.299,-30.261,-202.334,-30.375,-46.856,-24.679,-66.147,-25.146,-55.196,-58.916,-2208438.541,-77.189,-87.572,-27.993,-23.544,-9.458,-7.357,-79.066,-86.984,-42.51,-59.721,-285.575,-27.025
AL0 0 coal,-0.882,-1.332,-1.105,-1.162,-0.905,-1.173,-0.995,-1.03,-1.061,-0.971,-1.225,-14.079,-11.64,-1.985,-1.742,-14.996,-1.84,-12.212,-1.172,-17.248,-1.396,-12.875,-15.386,-0.802,-21.01,-21.537,-1.685,-1.522,-2.153,-1.452,-18.545,-18.431,-10.828,-13.735,-18.55,-1.793
AT0 0 coal,-0.9,-1.358,-1.117,-1.183,-0.918,-1.2,-1.02,-1.044,-1.082,-1.001,-1.234,-14.736,-12.084,-2.069,-1.825,-15.549,-1.918,-12.152,-1.221,-17.206,-1.46,-12.856,-15.316,-0.813,-20.986,-21.465,-1.765,-1.586,-2.149,-1.449,-18.487,-18.42,-10.876,-13.696,-19.331,-1.866
BA0 0 coal,-0.934,-1.399,-1.16,-1.214,-0.959,-1.244,-1.053,-1.081,-1.12,-1.03,-1.285,-14.542,-12.026,-2.051,-1.799,-15.506,-1.899,-12.503,-1.205,-17.646,-1.436,-13.184,-15.764,-0.845,-21.532,-22.069,-1.74,-1.571,-2.206,-1.484,-18.949,-18.846,-11.049,-14.066,-19.141,-1.853
BE0 0 coal,-0.922,-1.393,-1.145,-1.213,-0.937,-1.23,-1.044,-1.068,-1.106,-1.027,-1.264,-14.945,-12.287,-2.102,-1.85,-15.815,-1.948,-12.303,-1.243,-17.407,-1.484,-13.017,-15.515,-0.831,-21.213,-21.761,-1.788,-1.612,-2.175,-1.465,-18.703,-18.645,-11.03,-13.858,-19.62,-1.897
BG0 0 coal,-0.887,-1.341,-1.108,-1.168,-0.907,-1.18,-1.001,-1.032,-1.065,-0.977,-1.232,-14.237,-11.768,-2.008,-1.762,-15.16,-1.861,-12.286,-1.186,-17.357,-1.414,-12.958,-15.479,-0.804,-21.165,-21.672,-1.704,-1.539,-2.167,-1.46,-18.648,-18.537,-11.038,-13.818,-18.761,-1.814
CH0 0 coal,-0.891,-1.341,-1.103,-1.167,-0.907,-1.188,-1.008,-1.03,-1.071,-0.989,-1.217,-14.258,-11.72,-2.003,-1.766,-15.079,-1.858,-12.052,-1.18,-17.068,-1.412,-12.737,-15.186,-0.804,-20.783,-21.28,-1.707,-1.537,-2.13,-1.438,-18.339,-18.253,-10.807,-13.587,-18.722,-1.807
CZ0 0 coal,-0.939,-1.42,-1.167,-1.237,-0.957,-1.252,-1.062,-1.091,-1.128,-1.044,-1.295,-15.15,-12.474,-2.13,-1.875,-16.104,-1.973,-12.639,-1.257,-17.868,-1.501,-13.37,-15.945,-0.849,-21.792,-22.377,-1.812,-1.633,-2.232,-1.505,-19.201,-19.139,-11.313,-14.219,-19.86,-1.925
DE0 0 coal,-0.902,-1.365,-1.121,-1.189,-0.918,-1.203,-1.022,-1.047,-1.084,-1.005,-1.238,-14.95,-12.249,-2.098,-1.851,-15.75,-1.946,-12.342,-1.241,-17.456,-1.482,-13.049,-15.567,-0.814,-21.27,-21.834,-1.791,-1.608,-2.181,-1.469,-18.759,-18.717,-11.056,-13.9,-19.604,-1.894
DK0 0 coal,-0.859,-1.275,-1.059,-1.114,-0.879,-1.15,-0.972,-0.986,-1.03,-0.952,-1.162,-13.587,-11.142,-1.908,-1.682,-14.329,-1.769,-11.684,-1.127,-16.555,-1.345,-12.328,-14.719,-0.772,-20.073,-20.564,-1.626,-1.464,-2.065,-1.399,-17.797,-17.693,-10.294,-13.182,-17.84,-1.722
DK3 0 coal,-0.787,-1.173,-0.972,-1.019,-0.803,-1.052,-0.893,-0.906,-0.946,-0.868,-1.06,-13.706,-11.254,-1.929,-1.695,-14.494,-1.787,-11.442,-1.138,-16.216,-1.359,-12.068,-14.396,-0.707,-19.747,-20.102,-1.639,-1.479,-2.023,-1.366,-17.442,-17.309,-10.258,-12.905,-18.042,-1.738
EE6 0 coal,-0.886,-1.328,-1.104,-1.16,-0.916,-1.186,-1.003,-1.03,-1.068,-0.982,-1.216,-14.163,-11.626,-1.989,-1.751,-14.976,-1.848,-11.929,-1.182,-16.923,-1.406,-12.594,-15.065,-0.802,-20.592,-21.082,-1.694,-1.527,-2.109,-1.422,-18.196,-18.079,-10.722,-13.442,-18.643,-1.794
ES0 0 coal,-0.886,-1.343,-1.101,-1.175,-0.902,-1.182,-1.001,-1.028,-1.064,-0.981,-1.229,-13.862,-11.457,-1.954,-1.717,-14.769,-1.81,-12.228,-1.153,-17.288,-1.377,-13.009,-15.418,-0.8,-21.258,-21.609,-1.659,-1.498,-2.161,-1.456,-18.637,-18.549,-10.918,-13.771,-18.255,-1.765
ES2 0 coal,-0.898,-1.338,-1.092,-1.159,-0.915,-1.192,-1.004,-1.022,-1.06,-0.985,-1.219,-15.122,-12.544,-2.131,-1.869,-16.184,-1.971,-12.21,-1.261,-17.254,-1.501,-12.915,-15.393,-0.793,-21.093,-21.53,-1.809,-1.634,-2.16,-1.453,-18.558,-18.459,-11.111,-13.76,-19.91,-1.927
FI3 0 coal,-0.869,-1.306,-1.079,-1.143,-0.887,-1.162,-0.986,-1.007,-1.045,-0.963,-1.192,-14.264,-11.744,-2.008,-1.765,-15.113,-1.861,-11.902,-1.193,-16.879,-1.419,-12.596,-15.017,-0.785,-20.593,-21.02,-1.709,-1.54,-2.102,-1.42,-18.159,-18.039,-10.665,-13.415,-18.817,-1.81
FR0 0 coal,-0.909,-1.374,-1.128,-1.197,-0.924,-1.211,-1.029,-1.053,-1.091,-1.011,-1.246,-14.275,-11.716,-2.005,-1.769,-15.074,-1.86,-12.144,-1.184,-17.172,-1.415,-12.836,-15.295,-0.819,-20.93,-21.444,-1.709,-1.538,-2.147,-1.447,-18.46,-18.386,-10.817,-13.682,-18.741,-1.809
GB4 0 coal,-0.885,-1.313,-1.096,-1.144,-0.915,-1.184,-1.0,-1.02,-1.062,-0.982,-1.202,-13.81,-11.189,-1.927,-1.702,-14.368,-1.801,-12.196,-1.153,-17.232,-1.366,-12.804,-15.396,-0.798,-20.836,-21.525,-1.656,-1.484,-2.151,-1.453,-18.45,-18.375,-10.729,-13.724,-18.208,-1.728
GB5 0 coal,-0.886,-1.332,-1.094,-1.159,-0.898,-1.182,-1.003,-1.024,-1.062,-0.987,-1.204,-13.669,-11.252,-1.923,-1.691,-14.499,-1.784,-11.917,-1.135,-16.858,-1.356,-12.563,-15.003,-0.796,-20.452,-21.002,-1.635,-1.478,-2.107,-1.421,-18.088,-18.022,-10.509,-13.429,-17.961,-1.737
GR0 0 coal,-0.853,-1.283,-1.062,-1.115,-0.871,-1.134,-0.963,-0.987,-1.025,-0.938,-1.174,-13.822,-11.431,-1.949,-1.711,-14.714,-1.807,-11.91,-1.152,-16.846,-1.374,-12.556,-14.995,-0.772,-20.509,-20.971,-1.654,-1.494,-2.103,-1.418,-18.105,-17.982,-10.626,-13.412,-18.219,-1.76
HR0 0 coal,-0.94,-1.408,-1.167,-1.221,-0.966,-1.252,-1.059,-1.087,-1.126,-1.037,-1.294,-14.722,-12.175,-2.076,-1.821,-15.715,-1.923,-12.66,-1.228,-17.853,-1.46,-13.35,-15.967,-0.85,-21.784,-22.374,-1.761,-1.59,-2.232,-1.502,-19.191,-19.097,-11.266,-14.228,-19.368,-1.877
HU0 0 coal,-0.932,-1.396,-1.156,-1.21,-0.954,-1.242,-1.051,-1.077,-1.118,-1.029,-1.276,-14.568,-12.043,-2.055,-1.803,-15.533,-1.903,-12.429,-1.212,-17.573,-1.447,-13.122,-15.679,-0.841,-21.413,-21.975,-1.743,-1.575,-2.195,-1.482,-18.894,-18.824,-11.107,-14.004,-19.171,-1.857
IE4 0 coal,-0.909,-1.351,-1.126,-1.179,-0.933,-1.216,-1.028,-1.048,-1.09,-1.008,-1.237,-14.213,-11.505,-1.984,-1.755,-14.758,-1.852,-12.527,-1.189,-17.709,-1.411,-13.183,-15.86,-0.82,-21.48,-22.222,-1.706,-1.528,-2.209,-1.492,-18.993,-18.961,-11.068,-14.083,-18.753,-1.778
IT0 0 coal,-0.931,-1.412,-1.157,-1.231,-0.946,-1.241,-1.052,-1.081,-1.118,-1.035,-1.285,-14.88,-12.198,-2.088,-1.845,-15.693,-1.937,-13.141,-1.234,-18.507,-1.474,-13.9,-16.6,-0.841,-22.612,-23.397,-1.782,-1.599,-2.32,-1.559,-19.905,-19.942,-11.717,-14.757,-19.464,-1.887
IT1 0 coal,-0.902,-1.353,-1.119,-1.187,-0.927,-1.205,-1.019,-1.044,-1.085,-1.0,-1.243,-14.214,-11.689,-1.997,-1.761,-15.016,-1.853,-12.508,-1.181,-17.649,-1.408,-13.227,-15.795,-0.815,-21.595,-22.155,-1.702,-1.533,-2.207,-1.487,-19.006,-18.924,-11.162,-14.063,-18.693,-1.807
LT6 0 coal,-0.897,-1.347,-1.119,-1.176,-0.928,-1.2,-1.017,-1.045,-1.081,-0.993,-1.234,-14.404,-11.826,-2.023,-1.781,-15.222,-1.88,-12.072,-1.205,-17.113,-1.431,-12.747,-15.243,-0.813,-20.845,-21.345,-1.724,-1.552,-2.133,-1.438,-18.403,-18.29,-10.779,-13.595,-18.958,-1.826
