,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
ME0 0 OCGT,8.819,8.126,10.699,10.952,8.722,7.271,9.092,9.821,11.464,7.881,8.797,60.651,11.132,52.415,8.696,9.579,83.742,41.154,26.789,12.038,9.733,72.893,12.064,62.091,59.876,95.374,39.993,46.172,15.68,45.145,74.931,55.756,46.838,75.761,12.485,47.368
MK0 0 OCGT,7.65,7.054,9.165,9.555,7.894,6.061,7.78,8.446,9.94,6.726,7.577,39.112,6.189,33.501,5.298,6.204,52.129,37.046,25.754,7.274,4.935,63.98,10.474,52.238,60.571,59.823,34.992,39.833,10.126,38.771,66.597,49.672,40.932,43.061,7.863,44.749
NL0 0 OCGT,725330.331,759749.466,697179.446,821629.378,625103.924,814311.164,775445.022,819329.758,708879.577,770139.486,863323.623,115.324,15.302,52305.109,46002.426,42895.395,45412.619,726.633,54039.234,46652.825,11.608,17721.502,795861.726,766.207,51889.051,931.423,31538.766,27436.093,48.719,27480.273,51236.559,26581.211,25611.061,118.661,49743.669,41471.988
NO3 0 OCGT,3.53,3.169,3.838,4.029,3.217,2.637,3.589,3.694,4.225,3.126,3.212,8.747,1.791,8.914,1.303,1.453,13.97,6.396,6.079,1.732,1.597,14.515,4.398,10.375,11.641,14.374,6.62,7.947,2.339,7.604,14.753,8.594,9.117,9.784,2.108,8.403
PL0 0 OCGT,367918.322,465741.566,399034.526,566443.393,612154.14,377935.187,392315.943,503918.776,406379.697,376085.167,590223.165,500622.442,434164.837,609041.543,607442.823,595952.487,621251.675,157987.549,191980.665,604683.499,406172.852,162137.607,437723.697,161607.851,210075.758,597657.258,274234.064,387305.369,560063.158,388276.734,172870.564,375305.654,346656.991,449823.942,596242.94,230178.538
PT0 0 OCGT,11.122,9.636,13.331,13.176,11.962,9.626,11.305,11.755,13.808,10.126,10.769,109.784,14.722,12141.254,11333.331,12406.568,11149.782,124962.251,116075.493,10891.439,13.237,128280.192,14.818,122215.287,116263.553,12353.438,115860.688,118766.158,87.448,118772.578,122534.472,117764.282,115037.234,111.252,11537.59,115793.942
RO0 0 OCGT,6.801,6.326,8.053,8.555,6.803,5.201,6.923,7.609,8.798,5.806,6.658,39.001,6.673,34.705,5.888,6.359,58.858,23.054,15.283,8.239,5.396,43.348,9.276,35.776,33.472,62.006,19.292,24.552,10.243,23.672,43.229,28.423,24.043,44.645,8.339,24.374
RS0 0 OCGT,7.835,7.265,9.368,9.796,7.909,6.189,8.0,8.731,10.169,6.849,7.743,96.718,12.14,73.545,11.753,14.595,104.468,47.344,36.646,16.461,8.37,87.466,10.72,64.188,87.88,140.415,51.857,54.497,23.787,53.048,99.048,68.637,56.99,98.152,17.301,65.535
SE3 0 OCGT,9.255,8.39,11.305,11.013,8.673,8.343,9.744,10.224,11.648,8.62,9.068,24.474,4.096,41.579,6.95,6.921,60.595,58.814,45.869,8.923,3.495,100.615,11.92,75.703,140.45,50.805,126.29,359.627,7.644,351.799,118.697,300.464,142.874,26.314,9.545,111.482
SI0 0 OCGT,14.828,13.508,18.277,17.853,15.319,13.668,15.262,16.348,19.094,14.152,15.004,49484.073,48434.84,50755.937,56472.435,49306.288,56245.078,182.429,127.515,56138.952,45375.59,292.947,20.305,223.729,320.608,44773.837,310.813,427.006,48949.438,420.612,312.571,426.23,352.509,48715.333,55064.507,292.505
SK0 0 OCGT,57134.783,38740.6,44664.783,56048.096,40566.665,55695.686,45684.181,48700.663,45780.642,52118.973,51457.007,29508.927,71048.256,277.663,927.839,53.948,2700.453,72012.843,60848.949,646.455,95092.18,69361.313,34119.297,77314.473,44511.368,345.669,605.743,76.944,153.205,59.748,67911.416,121.055,175.033,57769.165,145.183,28657.622
AL0 0 CCGT,-20.808,-20.612,-27.738,-29.128,-24.624,-16.917,-21.822,-24.88,-28.627,-17.464,-23.186,-34.017,-7.33,-32.253,-5.099,-5.911,-53.529,-26.996,-23.096,-7.025,-6.665,-60.525,-30.699,-43.047,-48.456,-58.016,-28.149,-31.96,-9.514,-30.916,-60.849,-38.214,-36.801,-42.113,-7.887,-35.565
AT0 0 CCGT,-303795.527,-359014.154,-343035.625,-208356.587,-274604.005,-255933.402,-321828.386,-274570.763,-333811.741,-263673.287,-231295.339,-73.968,-15.985,-69.649,-11.823,-13.021,-126.555,-31.102,-25.072,-15.951,-15.526,-71.782,-345797.495,-51.877,-52.293,-128.879,-31.946,-40.335,-21.428,-37.949,-68.389,-41.902,-40.794,-89.564,-17.254,-40.956
BA0 0 CCGT,-41.573,-42.166,-58.94,-57.789,-47.028,-36.241,-45.366,-50.105,-57.279,-35.566,-47.379,-40.944,-9.464,-39.607,-6.308,-7.254,-66.6,-29.427,-24.124,-8.831,-9.121,-59.692,-61.672,-48.259,-50.709,-71.478,-29.874,-35.707,-11.834,-34.541,-58.594,-41.246,-40.351,-53.301,-9.571,-37.528
BE0 0 CCGT,-8545527.981,-8461603.165,-8474184.352,-8443154.908,-8493668.59,-8744943.871,-8483475.387,-8410115.111,-8527419.907,-8991981.276,-8411385.668,-318.313,-75.749,-217.064,-44.613,-48.87,-436.767,-41.73,-32.454,-58.942,-79.235,-97.631,-8501793.624,-70.338,-69.118,-461.894,-41.353,-53.049,-84.196,-49.055,-91.428,-54.206,-52.517,-438.355,-58.274,-53.344
BG0 0 CCGT,-21.408,-21.407,-28.991,-30.458,-24.584,-17.165,-22.441,-26.125,-30.069,-17.699,-23.824,-36.003,-7.822,-34.749,-5.626,-6.464,-58.342,-25.514,-22.069,-7.768,-6.959,-58.673,-32.231,-41.289,-46.167,-62.386,-26.87,-32.283,-10.182,-30.823,-58.014,-36.056,-35.312,-43.987,-8.651,-34.246
CH0 0 CCGT,-106.309,-104.43,-154.854,-125.664,-105.327,-97.947,-121.143,-124.475,-138.75,-92.395,-96.905,-36.438,-7.627,-36.519,-5.546,-6.221,-59.862,-28.864,-23.208,-7.37,-7.147,-66.552,-146.827,-48.279,-48.381,-60.998,-29.987,-37.258,-10.174,-35.308,-64.32,-39.112,-37.744,-42.103,-8.571,-38.019
CZ0 0 CCGT,-5595694.21,-5621905.541,-5621922.637,-5593167.6,-5707280.321,-5623166.937,-5615238.42,-5583348.692,-5623716.087,-5656609.639,-5674761.783,-133.861,-27.678,-129.989,-23.118,-26.106,-238.256,-41.951,-32.83,-31.365,-26.763,-94.673,-5639266.289,-69.09,-70.106,-256.796,-42.295,-53.565,-41.76,-49.812,-89.645,-56.885,-54.045,-163.206,-32.641,-53.997
DE0 0 CCGT,-4745544.885,-4903814.497,-4739147.863,-5256165.73,-5166413.045,-4657101.453,-4770155.546,-5083599.797,-4875315.048,-4664290.127,-5289207.725,-124.092,-24.54,-122.767,-20.981,-22.285,-214.053,-41.44,-31.411,-27.906,-24.393,-88.375,-4795295.127,-67.493,-64.4,-216.644,-41.173,-52.244,-34.936,-47.904,-85.021,-51.693,-50.44,-142.159,-29.819,-52.141
DK0 0 CCGT,-64.954,-55.836,-89.286,-65.101,-51.748,-62.553,-73.581,-63.841,-77.49,-59.743,-50.029,-23.837,-4.908,-21.685,-3.405,-3.974,-35.361,-24.53,-21.08,-4.685,-4.519,-57.858,-80.142,-39.424,-44.337,-40.327,-25.395,-30.516,-6.556,-28.631,-56.465,-35.736,-33.505,-27.212,-5.324,-32.297
DK3 0 CCGT,-8.752,-7.595,-9.793,-9.859,-7.813,-7.187,-8.819,-9.013,-10.638,-8.029,-7.87,-25.261,-5.226,-26.225,-4.071,-4.668,-41.971,-22.189,-19.273,-5.622,-4.531,-50.156,-11.09,-34.61,-40.216,-44.376,-23.136,-27.516,-7.139,-26.036,-50.777,-31.494,-30.752,-30.029,-6.386,-29.154
EE6 0 CCGT,-58.536,-62.614,-86.237,-76.39,-64.524,-58.733,-73.004,-70.792,-75.742,-57.365,-65.886,-47.694,-10.045,-45.116,-7.586,-8.703,-77.89,-26.874,-22.943,-10.67,-9.133,-59.82,-80.83,-41.796,-48.397,-83.452,-27.952,-32.719,-13.584,-31.443,-59.536,-39.334,-36.902,-57.611,-11.325,-35.623
ES0 0 CCGT,-30.593,-28.526,-40.839,-39.282,-34.514,-26.19,-32.511,-34.457,-40.774,-25.955,-31.637,-43.522,-8.84,-39.747,-6.667,-7.586,-69.006,-58.749,-46.248,-8.902,-8.269,-126.911,-43.898,-93.176,-103.115,-75.688,-60.711,-74.679,-12.393,-67.386,-121.873,-83.784,-75.445,-50.941,-9.896,-78.035
ES2 0 CCGT,-48.657,-51.706,-63.114,-51.115,-36.424,-50.455,-62.719,-53.608,-67.541,-46.212,-38.944,-140124.476,-147130.969,-137427.622,-136985.806,-137051.429,-137317.232,-87.714,-67.482,-137029.985,-150931.254,-168.14,-63.652,-126.271,-148.388,-136966.577,-91.291,-97.821,-138002.676,-94.924,-176.966,-120.488,-115.049,-144933.75,-137088.021,-107.065
FI3 0 CCGT,-30.492,-28.732,-39.373,-36.415,-30.351,-29.156,-32.745,-32.816,-38.357,-29.663,-30.227,-59.152,-12.408,-55.923,-10.241,-10.825,-106.356,-25.138,-21.757,-14.655,-11.714,-59.129,-40.36,-41.976,-46.409,-106.963,-26.769,-32.092,-17.283,-31.209,-57.728,-37.17,-34.469,-73.102,-14.89,-34.693
FR0 0 CCGT,-5100405.595,-5619491.108,-5251950.789,-5737148.271,-5843417.002,-4517738.807,-5198621.155,-5706250.092,-5309197.085,-4242536.145,-5836103.172,-45.782,-9.366,-45.019,-7.485,-8.003,-76.74,-38.793,-30.37,-9.402,-9.033,-85.655,-5439421.967,-64.81,-63.073,-75.834,-40.61,-51.27,-12.509,-48.034,-81.88,-51.671,-48.155,-52.204,-10.853,-51.516
GB4 0 CCGT,-1761.647,-2651.998,-5210.895,-2962.092,-2102.598,-4590.827,-3630.351,-2368.293,-3930.493,-5272.603,-2616.312,-46.99,-8.725,-48.195,-8.747,-9.017,-88.336,-63.433,-57.501,-11.684,-7.47,-134.812,-2677.551,-89.954,-141.869,-81.702,-95.343,-115.935,-13.131,-113.198,-143.155,-127.826,-119.582,-53.335,-11.925,-106.534
GB5 0 CCGT,-5580473.12,-4513436.435,-5252879.149,-4304231.077,-4274758.045,-6390567.525,-5400340.487,-4361382.585,-4956108.582,-6401277.062,-4267366.502,-35.281,-7.062,-33.485,-5.891,-6.308,-58.634,-38.903,-31.766,-7.536,-6.338,-92.561,-4813343.239,-65.612,-68.541,-61.057,-42.594,-54.923,-9.968,-51.325,-87.34,-54.937,-51.897,-40.324,-8.573,-54.433
GR0 0 CCGT,-16.279,-15.847,-21.037,-22.006,-17.214,-12.888,-16.98,-19.017,-22.197,-13.66,-17.176,-28.748,-6.08,-26.76,-4.259,-4.893,-44.697,-23.201,-20.369,-5.832,-5.627,-55.4,-23.541,-38.058,-42.513,-48.499,-24.683,-29.614,-7.901,-28.276,-54.573,-32.771,-32.044,-33.817,-6.585,-31.548
HR0 0 CCGT,-59.213,-60.302,-86.125,-80.147,-67.485,-53.31,-65.649,-70.324,-80.522,-51.214,-66.93,-62.289,-13.587,-58.611,-9.759,-11.165,-99.867,-34.615,-27.862,-13.581,-12.966,-76.113,-87.315,-56.545,-59.136,-110.54,-35.098,-41.582,-17.902,-40.307,-74.392,-48.343,-46.197,-78.515,-14.533,-44.197
HU0 0 CCGT,-50.203,-48.736,-67.935,-61.192,-52.293,-48.324,-56.653,-55.887,-63.85,-47.686,-49.883,-41.814,-9.244,-40.327,-6.576,-7.498,-68.214,-28.096,-23.205,-9.032,-8.7,-62.494,-69.612,-46.097,-48.232,-73.817,-28.568,-34.175,-11.977,-32.585,-60.796,-37.814,-37.062,-50.67,-9.994,-36.283
IE4 0 CCGT,-1534986.518,-1533205.683,-1524861.936,-1550140.082,-1565664.037,-1567253.868,-1526837.764,-1545530.517,-1523894.683,-1611229.715,-1553898.858,-181.409,-33.381,-180.78,-109.91,-35.378,-901.199,-231.754,-161.012,-68.43,-27.75,-429.496,-1521693.927,-347.399,-435.458,-333.607,-266.844,-263.852,-51.215,-257.096,-416.33,-296.354,-276.979,-217.892,-46.164,-325.583
IT0 0 CCGT,-7556173.482,-8047309.254,-7722621.27,-8355911.333,-8372716.189,-7307678.014,-7596601.853,-8223844.858,-7873326.573,-7241154.975,-8511797.645,-170.124,-38.256,-145.401,-27.032,-29.036,-267.149,-3648364.257,-3487338.519,-35.426,-39.467,-3580710.232,-7952091.985,-3684384.712,-3445381.896,-278.493,-3388259.33,-3289553.299,-47.134,-3289093.509,-3540404.617,-3326597.006,-3339578.448,-222.203,-36.688,-3421881.29
IT1 0 CCGT,-105.402,-184.004,-174.605,-276.695,-255.87,-90.535,-132.223,-241.632,-164.303,-82.559,-243.244,-42.069,-9.029,-40.425,-6.465,-7.298,-67.767,-71.143,-52.299,-9.04,-8.303,-148.391,-197.071,-113.361,-119.513,-72.333,-63.726,-72.823,-11.887,-70.704,-143.527,-90.802,-81.284,-52.517,-9.829,-83.801
LT6 0 CCGT,-81.806,-91.157,-123.161,-108.745,-93.138,-84.431,-106.657,-100.959,-105.234,-80.882,-94.641,-61.75,-12.956,-54.688,-9.649,-10.811,-97.792,-28.634,-24.325,-13.569,-11.95,-63.638,-111.832,-44.836,-51.569,-105.061,-29.8,-34.997,-17.445,-33.574,-63.046,-41.421,-39.207,-75.375,-13.819,-38.137
LU0 0 CCGT,-1582384.686,-1583488.259,-1559908.903,-1553716.166,-1564014.549,-1593392.495,-1574194.18,-1567101.777,-1547056.84,-1657910.059,-1514353.63,-137.875,-28.506,-125.738,-22.248,-24.857,-223.904,-41.932,-34.592,-30.247,-27.677,-94.606,-1558141.556,-66.843,-75.047,-245.109,-45.208,-54.911,-39.295,-51.595,-91.232,-62.98,-57.638,-166.381,-31.184,-56.187
LV6 0 CCGT,-81.609,-90.716,-122.998,-108.416,-92.902,-84.407,-106.134,-100.622,-104.658,-80.588,-94.589,-61.208,-12.796,-53.757,-9.513,-10.667,-95.673,-27.888,-23.838,-13.401,-11.87,-62.193,-111.388,-43.4,-50.456,-104.445,-29.082,-34.078,-17.303,-32.696,-61.744,-40.818,-38.41,-74.501,-13.619,-37.183
ME0 0 CCGT,-37.823,-38.142,-53.61,-52.245,-41.415,-33.156,-41.559,-45.315,-52.169,-32.763,-42.946,-55.339,-11.725,-51.111,-8.462,-9.585,-86.415,-31.533,-26.304,-11.768,-10.745,-69.545,-55.838,-50.71,-55.539,-94.484,-33.136,-38.548,-15.467,-37.662,-69.566,-45.569,-43.184,-68.918,-12.564,-41.401
MK0 0 CCGT,-25.453,-26.022,-35.044,-36.284,-31.647,-21.253,-27.368,-31.023,-34.873,-21.697,-29.644,-33.734,-7.261,-32.205,-5.219,-5.92,-54.692,-27.871,-24.27,-7.172,-6.512,-58.454,-37.462,-44.813,-51.648,-57.381,-29.718,-34.207,-9.464,-32.908,-59.589,-40.303,-38.698,-41.678,-7.845,-37.524
NL0 0 CCGT,-4086155.444,-4209755.421,-4221089.231,-4013374.836,-3785306.955,-3874494.117,-4175453.51,-4149140.941,-4149822.124,-3814729.245,-3809232.787,-60.86,-12.069,-61.435,-10.416,-11.621,-106.188,-36.539,-29.36,-14.021,-11.11,-88.346,-4181960.152,-61.828,-62.532,-110.387,-37.418,-48.461,-17.297,-44.782,-83.025,-48.842,-47.413,-68.879,-15.163,-48.248
NO3 0 CCGT,-5.583,-5.009,-6.137,-6.432,-5.074,-4.153,-5.656,-5.857,-6.748,-4.861,-5.085,-12.857,-2.642,-12.987,-1.909,-2.142,-20.455,-9.632,-9.205,-2.55,-2.365,-23.043,-7.026,-15.645,-17.709,-21.128,-10.057,-12.091,-3.442,-11.56,-23.328,-13.108,-13.744,-14.446,-3.066,-12.777
PL0 0 CCGT,-3361137.699,-3296886.06,-3315954.98,-3278926.905,-3310174.089,-3318132.761,-3327942.771,-3276627.429,-3322917.175,-3308529.264,-3285086.978,-109.286,-21.986,-100.145,-18.534,-19.53,-185.475,-39.338,-30.636,-24.004,-21.86,-89.064,-3302890.775,-65.869,-63.732,-187.632,-39.93,-50.439,-30.669,-46.947,-84.1,-50.821,-48.963,-127.402,-24.459,-50.922
PT0 0 CCGT,-30.425,-28.39,-40.749,-39.067,-34.365,-26.062,-32.334,-34.299,-40.563,-25.769,-31.481,-43.164,-8.958,-39.533,-6.596,-7.566,-68.259,-57.821,-45.643,-8.864,-8.148,-127.287,-43.695,-92.493,-101.542,-75.366,-59.472,-72.495,-12.373,-66.038,-122.283,-82.907,-75.097,-51.137,-9.928,-76.323
RO0 0 CCGT,-19.721,-19.691,-26.352,-28.0,-22.363,-15.712,-20.71,-24.084,-27.573,-16.315,-21.779,-35.801,-7.401,-33.94,-5.584,-6.302,-57.834,-24.611,-21.491,-7.63,-6.934,-57.49,-29.503,-39.984,-45.032,-61.825,-26.107,-31.227,-10.033,-29.932,-56.602,-34.817,-33.753,-42.03,-8.443,-33.315
RS0 0 CCGT,-27.292,-27.491,-37.57,-38.318,-31.368,-22.757,-29.322,-33.043,-37.962,-23.143,-30.572,-48.97,-10.125,-45.414,-7.544,-8.738,-76.714,-31.165,-26.571,-10.451,-8.977,-70.934,-40.703,-50.241,-56.618,-84.651,-33.059,-38.416,-13.774,-37.011,-71.344,-44.64,-42.529,-59.439,-11.312,-41.821
SE3 0 CCGT,-8.609,-7.53,-9.619,-9.831,-7.685,-6.863,-8.631,-8.949,-10.53,-7.718,-7.749,-20.244,-4.095,-20.503,-3.189,-3.571,-33.329,-19.459,-17.265,-4.313,-3.683,-44.404,-10.991,-30.802,-35.869,-34.49,-21.123,-25.373,-5.582,-24.46,-44.86,-29.067,-27.679,-23.192,-4.962,-26.532
SI0 0 CCGT,-4496634.593,-4603315.793,-4547563.625,-4693112.846,-4881154.697,-4453663.182,-4520019.337,-4647241.233,-4559237.578,-4460511.719,-4735231.319,-164.931,-33.948,-150.597,-26.735,-30.158,-250.234,-54.854,-42.503,-37.539,-33.329,-114.109,-4611186.572,-87.461,-94.093,-291.327,-56.36,-63.469,-45.708,-62.622,-112.647,-76.847,-71.525,-211.792,-37.036,-70.444
SK0 0 CCGT,-2144045.809,-2176899.599,-2156721.646,-2127630.959,-2007291.127,-2153508.949,-2139023.9,-2170657.499,-2149388.449,-2156236.798,-2084619.149,-136.619,-28.507,-133.756,-25.006,-27.062,-262.259,-46.425,-36.768,-35.564,-27.524,-102.499,-2152123.513,-75.311,-77.994,-252.362,-43.818,-49.094,-41.806,-44.994,-98.32,-55.44,-54.229,-171.768,-35.081,-58.592
AL0 0 coal,-1.046,-0.915,-1.144,-1.169,-0.927,-0.781,-1.025,-1.058,-1.363,-0.901,-0.897,-9.683,-2.006,-9.184,-1.7,-1.734,-16.316,-13.441,-7.994,-2.202,-1.816,-18.201,-1.458,-18.554,-16.733,-15.485,-11.73,-12.315,-2.65,-11.888,-18.134,-15.411,-14.808,-13.074,-2.092,-14.148
AT0 0 coal,-1.074,-0.939,-1.162,-1.187,-0.944,-0.799,-1.056,-1.081,-1.4,-0.929,-0.904,-10.123,-2.095,-9.598,-1.772,-1.809,-17.039,-13.41,-7.995,-2.297,-1.897,-18.281,-1.495,-18.477,-16.727,-16.178,-11.714,-12.3,-2.767,-11.865,-18.212,-15.363,-14.75,-13.602,-2.19,-14.153
BA0 0 coal,-1.107,-0.969,-1.215,-1.238,-0.977,-0.83,-1.087,-1.122,-1.446,-0.955,-0.95,-9.98,-2.073,-9.483,-1.754,-1.79,-16.843,-13.771,-8.178,-2.273,-1.877,-18.61,-1.545,-19.004,-17.078,-15.986,-11.991,-12.605,-2.737,-12.161,-18.521,-15.761,-15.171,-13.475,-2.161,-14.459
BE0 0 coal,-1.101,-0.963,-1.19,-1.216,-0.968,-0.817,-1.084,-1.109,-1.438,-0.953,-0.923,-10.318,-2.135,-9.737,-1.799,-1.836,-17.286,-13.582,-8.105,-2.331,-1.936,-18.518,-1.533,-18.717,-16.928,-16.429,-11.852,-12.453,-2.815,-12.006,-18.461,-15.538,-14.937,-13.886,-2.22,-14.335
BG0 0 coal,-1.052,-0.923,-1.151,-1.176,-0.931,-0.783,-1.033,-1.066,-1.376,-0.905,-0.9,-9.786,-2.028,-9.29,-1.72,-1.753,-16.51,-13.518,-8.035,-2.228,-1.835,-18.281,-1.471,-18.622,-16.825,-15.651,-11.8,-12.399,-2.679,-11.965,-18.221,-15.5,-14.904,-13.206,-2.116,-14.233
CH0 0 coal,-1.063,-0.927,-1.149,-1.173,-0.932,-0.791,-1.044,-1.068,-1.384,-0.92,-0.893,-9.793,-2.025,-9.296,-1.715,-1.751,-16.486,-13.297,-7.921,-2.224,-1.833,-18.112,-1.478,-18.315,-16.593,-15.658,-11.622,-12.194,-2.679,-11.769,-18.061,-15.239,-14.623,-13.166,-2.117,-14.039
CZ0 0 coal,-1.12,-0.981,-1.216,-1.24,-0.985,-0.833,-1.103,-1.129,-1.46,-0.967,-0.942,-10.405,-2.15,-9.866,-1.819,-1.86,-17.497,-13.964,-8.348,-2.36,-1.946,-19.025,-1.562,-19.266,-17.386,-16.644,-12.17,-12.776,-2.846,-12.309,-18.963,-15.956,-15.367,-13.965,-2.249,-14.72
DE0 0 coal,-1.078,-0.942,-1.165,-1.191,-0.947,-0.801,-1.06,-1.085,-1.407,-0.933,-0.905,-10.273,-2.118,-9.743,-1.796,-1.834,-17.27,-13.616,-8.13,-2.329,-1.92,-18.573,-1.501,-18.759,-16.984,-16.404,-11.9,-12.492,-2.804,-12.048,-18.524,-15.584,-14.989,-13.774,-2.222,-14.383
DK0 0 coal,-1.027,-0.886,-1.11,-1.127,-0.892,-0.764,-1.002,-1.026,-1.329,-0.888,-0.861,-9.348,-1.932,-8.855,-1.634,-1.672,-15.698,-12.891,-7.675,-2.118,-1.747,-17.621,-1.42,-17.769,-16.127,-14.958,-11.267,-11.819,-2.559,-11.412,-17.585,-14.798,-14.158,-12.562,-2.015,-13.61
DK3 0 coal,-0.94,-0.811,-1.009,-1.032,-0.816,-0.7,-0.916,-0.938,-1.219,-0.817,-0.793,-9.411,-1.943,-8.925,-1.651,-1.686,-15.848,-12.657,-7.527,-2.141,-1.756,-17.284,-1.299,-17.413,-15.863,-15.066,-11.07,-11.576,-2.576,-11.18,-17.231,-14.492,-13.882,-12.675,-2.035,-13.362
EE6 0 coal,-1.053,-0.918,-1.154,-1.174,-0.93,-0.792,-1.033,-1.067,-1.375,-0.913,-0.905,-9.743,-2.022,-9.234,-1.708,-1.744,-16.396,-13.19,-7.874,-2.215,-1.83,-18.023,-1.467,-18.171,-16.497,-15.58,-11.525,-12.056,-2.666,-11.636,-17.941,-15.104,-14.495,-13.156,-2.104,-13.914
ES0 0 coal,-1.055,-0.921,-1.145,-1.174,-0.932,-0.784,-1.035,-1.063,-1.375,-0.91,-0.895,-9.56,-1.978,-9.046,-1.674,-1.706,-16.072,-13.459,-8.012,-2.168,-1.794,-18.271,-1.471,-18.566,-16.75,-15.24,-11.754,-12.368,-2.611,-11.937,-18.202,-15.443,-14.828,-12.865,-2.059,-14.201
ES2 0 coal,-1.059,-0.927,-1.162,-1.191,-0.928,-0.807,-1.044,-1.071,-1.38,-0.922,-0.914,-10.386,-2.157,-9.856,-1.824,-1.86,-17.521,-13.415,-8.001,-2.364,-1.958,-18.204,-1.476,-18.444,-16.726,-16.619,-11.722,-12.313,-2.844,-11.873,-18.161,-15.386,-14.804,-14.03,-2.246,-14.144
FI3 0 coal,-1.035,-0.904,-1.122,-1.149,-0.91,-0.774,-1.014,-1.044,-1.353,-0.899,-0.88,-9.872,-2.051,-9.314,-1.723,-1.762,-16.562,-13.198,-7.865,-2.234,-1.858,-18.017,-1.443,-18.187,-16.483,-15.758,-11.505,-12.032,-2.7,-11.618,-17.951,-15.067,-14.464,-13.315,-2.122,-13.904
FR0 0 coal,-1.086,-0.948,-1.173,-1.198,-0.953,-0.806,-1.068,-1.092,-1.416,-0.939,-0.911,-9.819,-2.027,-9.301,-1.718,-1.752,-16.513,-13.389,-7.979,-2.227,-1.837,-18.234,-1.511,-18.445,-16.693,-15.671,-11.701,-12.295,-2.68,-11.86,-18.178,-15.342,-14.731,-13.177,-2.12,-14.139
GB4 0 coal,-1.05,-0.917,-1.154,-1.182,-0.93,-0.789,-1.026,-1.071,-1.372,-0.908,-0.91,-9.553,-1.969,-9.038,-1.661,-1.71,-15.943,-13.347,-8.024,-2.163,-1.785,-18.246,-1.469,-18.418,-16.787,-15.273,-11.746,-12.293,-2.616,-11.855,-18.216,-15.392,-14.831,-12.869,-2.058,-14.193
GB5 0 coal,-1.06,-0.924,-1.138,-1.164,-0.926,-0.786,-1.04,-1.063,-1.381,-0.919,-0.884,-9.489,-1.962,-8.935,-1.649,-1.689,-15.828,-13.128,-7.82,-2.135,-1.775,-17.917,-1.473,-18.104,-16.399,-15.124,-11.49,-12.072,-2.592,-11.653,-17.858,-15.065,-14.456,-12.744,-2.033,-13.886
GR0 0 coal,-1.013,-0.885,-1.104,-1.128,-0.891,-0.751,-0.992,-1.022,-1.322,-0.871,-0.863,-9.518,-1.971,-9.019,-1.67,-1.703,-16.031,-13.084,-7.78,-2.163,-1.786,-17.742,-1.411,-18.049,-16.34,-15.204,-11.453,-12.034,-2.602,-11.619,-17.693,-15.047,-14.436,-12.839,-2.054,-13.811
HR0 0 coal,-1.114,-0.976,-1.224,-1.244,-0.983,-0.835,-1.094,-1.129,-1.455,-0.961,-0.955,-10.105,-2.095,-9.592,-1.774,-1.811,-17.036,-13.935,-8.297,-2.299,-1.899,-18.862,-1.555,-19.252,-17.291,-16.182,-12.132,-12.758,-2.768,-12.308,-18.777,-15.948,-15.364,-13.636,-2.187,-14.64
HU0 0 coal,-1.106,-0.968,-1.208,-1.23,-0.975,-0.827,-1.086,-1.117,-1.441,-0.956,-0.942,-10.021,-2.077,-9.507,-1.757,-1.794,-16.875,-13.699,-8.151,-2.277,-1.881,-18.599,-1.541,-18.876,-17.043,-16.035,-11.951,-12.551,-2.743,-12.113,-18.532,-15.694,-15.086,-13.503,-2.164,-14.421
IE4 0 coal,-1.079,-0.946,-1.185,-1.212,-0.957,-0.809,-1.06,-1.103,-1.415,-0.932,-0.928,-9.864,-2.046,-9.306,-1.713,-1.762,-16.448,-13.824,-8.326,-2.229,-1.857,-18.953,-1.512,-19.118,-17.307,-15.785,-12.077,-12.63,-2.705,-12.177,-18.879,-15.801,-15.253,-13.303,-2.117,-14.639
IT0 0 coal,-1.111,-0.972,-1.203,-1.23,-0.978,-0.825,-1.094,-1.119,-1.449,-0.96,-0.933,-10.18,-2.1,-9.674,-1.784,-1.824,-17.157,-14.412,-8.687,-2.312,-1.904,-19.714,-1.548,-19.914,-17.943,-16.293,-12.593,-13.273,-2.784,-12.79,-19.652,-16.518,-15.955,-13.639,-2.208,-15.276
IT1 0 coal,-1.074,-0.939,-1.172,-1.202,-0.95,-0.805,-1.052,-1.092,-1.401,-0.929,-0.919,-9.755,-2.014,-9.252,-1.71,-1.747,-16.429,-13.733,-8.247,-2.22,-1.823,-18.739,-1.501,-18.959,-17.155,-15.612,-11.988,-12.602,-2.669,-12.159,-18.676,-15.765,-15.17,-13.135,-2.11,-14.504
LT6 0 coal,-1.066,-0.932,-1.169,-1.19,-0.944,-0.802,-1.048,-1.081,-1.393,-0.925,-0.918,-9.92,-2.057,-9.384,-1.737,-1.773,-16.67,-13.337,-7.967,-2.253,-1.864,-18.213,-1.486,-18.37,-16.678,-15.855,-11.657,-12.197,-2.714,-11.771,-18.136,-15.274,-14.673,-13.39,-2.14,-14.075
