,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
SK0 0 onwind,27.439,22.188,27.728,27.164,24.06,25.4,26.483,25.635,29.804,28.962,23.793,1117442.476,1098827.519,1372118.804,1534462.065,1336535.04,1523576.989,793330.3,1433392.009,1502383.397,1003685.905,1058491.767,30.669,473589.117,1510694.912,1234216.098,1645651.736,1718445.114,1179409.85,1718707.567,1314539.175,1710685.728,1704147.609,1117655.567,1420979.212,1565315.227
AL0 0 offwind-ac,3.437,2.45,3.225,3.372,2.792,2.615,2.765,3.062,3.968,3.149,2.794,31.314,8.113,42.308,6.901,7.315,70.203,41.121,26.173,9.079,5.711,49.071,4.18,61.81,48.716,48.223,32.49,35.345,8.876,34.474,52.242,42.855,47.173,45.603,9.727,40.501
BE0 0 offwind-ac,170.26,173.856,240.248,259.034,230.626,127.659,184.845,208.33,239.507,132.105,214.887,3556658.279,3602370.969,3566517.962,3596153.738,3603378.18,3536099.629,3482679.247,3546383.661,3594743.344,3599505.301,3512372.089,251.061,3487178.219,3481789.537,3553732.675,3500104.209,3514528.512,3597146.193,3517499.695,3518436.168,3482492.705,3486582.461,3532622.506,3605647.867,3498775.082
BE0 0 offwind-dc,5761240.422,5720832.453,5744247.617,5740850.697,5758082.037,5772099.956,5743275.481,5724333.302,5747309.423,5800405.758,5750627.55,5814567.728,5891878.167,5828086.732,5879337.042,5889798.541,5789051.754,5723297.113,5796952.724,5873733.579,5885276.923,5722039.219,5740549.104,5720267.064,5714467.412,5810863.138,5728546.149,5736955.025,5876532.05,5741409.933,5725995.792,5711821.266,5725211.001,5789499.392,5894698.977,5720008.808
BG0 0 offwind-ac,12.12,9.326,12.651,12.666,10.012,9.908,10.478,11.606,14.705,11.426,10.312,161.269,41.911,205.036,36.464,37.32,359.397,151.31,91.32,46.766,31.863,188.988,15.378,225.635,185.459,253.124,123.398,136.781,46.564,133.88,190.424,167.212,170.952,235.333,47.775,154.526
BG0 0 offwind-dc,2.845,2.832,3.913,2.912,3.179,2.684,3.203,2.716,3.142,2.614,2.618,36.387,8.619,28.227,8.977,8.548,68.706,19.813,10.6,11.297,8.37,21.097,3.989,28.09,23.509,59.514,14.747,19.193,12.073,16.644,21.415,21.755,22.257,71.121,8.642,18.446
DE0 0 offwind-ac,20031083.051,19753060.544,20007408.397,19551947.707,20310840.521,20390867.525,20000647.516,19665393.959,20057293.227,19981137.139,19578441.007,30552370.5,30636079.463,30574075.395,30637038.632,30639269.525,30513431.924,30561285.607,30611936.43,30632875.987,30634242.767,30574258.918,20077247.486,30553937.102,30553321.333,30529948.283,30578553.408,30583345.706,30628408.648,30582831.73,30576737.26,30563175.322,30568275.213,30522899.36,30639550.413,30568063.472
DE0 0 offwind-dc,100217533.813,100938978.563,100462108.482,101580766.991,102435310.646,99844370.237,100261305.574,101286208.972,100602746.077,99802779.384,102021595.69,106726237.93,106144085.169,106524018.08,105962280.371,105977143.759,106828564.125,107681292.318,107476961.399,105997734.215,106176576.327,107626387.375,100714853.107,107708410.435,107787177.496,106771269.905,107678890.978,107669727.506,106156193.949,107673161.427,107669232.87,107775378.557,107745687.112,106881841.242,105976797.34,107714081.045
DK0 0 offwind-ac,44.225,38.003,46.385,46.007,40.006,39.676,44.251,43.496,50.112,45.49,40.074,2132.917,465.898,2021.337,376.256,384.441,3613.102,558.146,306.674,486.482,426.051,696.053,52.022,759.884,686.336,3440.425,499.059,517.371,591.779,507.386,720.795,657.991,585.029,2998.362,461.32,591.959
DK0 0 offwind-dc,53.038,44.275,56.061,55.513,46.48,45.404,52.358,51.73,60.545,55.561,47.251,37621673.41,36020582.12,37250462.345,36131622.295,38291270.327,35723842.104,1124.451,670.669,36165179.315,35519099.876,1305.83,63.727,1488.909,1377.728,37833410.174,1144.261,1203.932,38196153.365,1181.971,1391.762,1530.919,1345.425,36747253.303,36657898.437,1337.453
DK3 0 offwind-ac,14.922,12.854,15.524,16.189,14.077,13.514,14.316,15.127,17.181,15.304,14.071,505.013,111.132,502.127,92.705,93.773,896.47,206.796,112.069,120.497,97.178,245.736,17.888,285.881,251.831,787.209,173.947,179.78,136.26,176.548,259.183,227.748,208.96,687.965,114.846,209.258
DK3 0 offwind-dc,21.519,17.848,22.027,22.636,19.29,18.946,20.359,21.081,24.578,21.77,19.448,2648.276,749.442,2282.6,426.133,447.496,4171.614,344.453,181.713,564.114,763.417,395.974,25.61,479.553,409.973,3990.01,274.244,278.176,709.925,273.734,414.172,353.558,326.004,4261.692,520.862,332.636
EE6 0 offwind-ac,27.414,24.192,29.068,29.758,26.533,24.824,27.003,28.015,31.654,28.007,26.461,319.959,71.786,326.147,59.35,61.292,572.395,321.783,174.753,77.111,58.252,399.208,32.907,442.483,402.141,492.44,274.524,284.292,89.665,278.2,405.114,362.084,327.312,441.821,74.642,329.733
EE6 0 offwind-dc,26.49,21.316,28.729,28.437,23.589,23.082,23.718,26.447,32.088,25.138,24.722,302.632,72.623,348.438,62.497,63.904,607.731,329.405,186.006,81.014,56.475,344.828,33.467,466.583,402.245,466.992,269.813,282.466,82.271,276.122,360.924,357.593,344.07,426.174,79.894,331.197
ES0 0 offwind-ac,273.309,209.369,312.415,264.733,180.013,251.765,257.268,253.82,302.085,233.668,209.428,3592.107,1091.132,3238.768,616.0,625.62,5881.598,79328.362,109208.25,797.515,1415.865,115169.131,322.116,142367.044,129124.107,5111.222,94687.472,97209.162,947.039,97490.762,177656.888,121667.217,98045.84,5736.803,766.446,107185.095
ES0 0 offwind-dc,12.636,11.681,15.821,15.015,12.135,11.091,13.023,14.254,16.521,11.175,11.713,169.684,44.673,187.042,44.29,40.481,401.267,151.413,86.596,55.602,40.238,190.418,18.539,236.153,183.382,293.565,107.958,140.0,58.833,134.834,153.256,161.453,169.027,287.248,49.534,141.605
ES2 0 offwind-ac,3.529,3.071,3.965,3.83,3.372,2.772,3.098,3.684,4.726,2.844,3.093,23.516,5.514,29.399,5.453,5.367,46.95,28.416,20.088,5.979,4.692,36.566,4.912,47.375,30.484,36.229,21.121,28.148,6.551,24.408,34.976,26.103,31.966,28.743,6.262,26.777
ES2 0 offwind-dc,6.823,6.624,7.977,11.207,6.669,5.415,7.053,8.248,10.747,7.592,6.313,117.593,31.487,123.761,32.567,28.866,290.248,63.588,36.265,40.058,27.993,79.726,10.23,100.324,77.758,205.051,47.935,61.666,42.039,59.874,68.345,71.051,69.006,201.569,35.091,60.875
FI3 0 offwind-ac,996.806,927.738,1078.689,1207.55,1327.037,943.724,1040.153,1071.275,1108.9,779.791,1154.157,11103425.519,11347238.243,11812964.835,12122080.016,12139351.982,12006662.658,718906.621,2985452.942,12099942.175,10911270.995,1656876.96,1167.816,358881.408,3623337.443,11449042.373,4534375.302,6005257.427,11522631.321,6009253.461,2448990.727,5785254.848,5124002.272,10858119.254,12094772.256,3927018.293
FI3 0 offwind-dc,13310801.189,13283065.186,13297780.504,13301750.494,13289431.028,13315875.705,13308479.218,13295170.833,13290577.242,13316641.825,13280780.022,18241978.411,17619238.943,17442955.315,16350635.087,17122981.715,16552779.103,20142054.292,17987362.615,16403999.479,17807436.749,19211575.632,13326817.0,20465541.977,17406779.034,18016632.857,16484942.833,14867318.061,17889356.711,14864694.485,18465432.908,15113294.879,15893695.101,18335340.087,16492237.384,17116475.224
FR0 0 offwind-ac,60838440.806,61085284.331,60919833.896,61289816.293,61401900.945,60718953.509,60877961.711,61200091.281,60960462.972,60697454.757,61338646.707,61506970.581,60427800.368,61429910.388,60375531.232,60295783.975,61640900.121,61875907.346,61530024.077,60519866.651,60574393.907,61707610.022,61019294.291,61871769.471,61942559.303,61558265.221,61821647.656,61780446.792,60671529.213,61789402.678,61678456.684,61902783.425,61866953.214,61645312.979,60282789.018,61864416.227
FR0 0 offwind-dc,26330360.471,26346067.288,26335047.999,26371895.853,26380163.558,26317967.967,26328562.783,26363994.991,26342112.58,26314642.054,26375306.222,26271724.484,26412480.684,26309069.986,26412573.097,26417183.124,26202450.344,26233737.154,26315049.865,26405138.177,26409918.007,26242357.732,26342693.629,26214036.424,26221562.049,26232367.365,26260381.572,26261056.15,26398721.328,26260384.128,26249839.851,26228651.237,26240146.74,26220656.799,26417086.395,26243650.549
GB4 0 offwind-ac,76.299,58.618,87.412,77.862,63.907,71.417,67.498,72.275,89.744,70.704,68.483,3150.639,750.669,4344.174,795.78,839.536,7358.841,939.273,550.318,1023.802,624.442,994.6,91.627,1311.333,1166.292,5955.566,747.564,846.328,983.506,838.824,1037.772,991.285,1005.8,5120.23,1005.924,897.126
GB4 0 offwind-dc,2771366.838,2627534.13,2762949.711,2626272.067,2551669.959,2844186.682,2759410.375,2623383.419,2695715.665,2787613.139,2593329.184,12077815.141,12295950.296,12097163.603,12288300.588,12305811.448,12030721.088,1933242.437,1762390.155,12260830.222,12275075.569,1816793.563,2668976.779,1944997.562,1659677.09,12060040.027,1685026.401,1859205.347,12241247.969,1860685.117,1792756.293,1641066.838,1640361.506,12047186.811,12313769.229,1652019.559
GB5 0 offwind-ac,106.296,90.397,110.238,103.278,90.271,95.26,108.067,100.48,119.578,110.678,90.059,22817322.861,39235011.275,9181.672,1134.884,2699.837,10730.424,1301.098,760.397,1523.026,47240417.845,1791.602,122.615,1717.646,1805.966,81198.201,1313.76,1384.809,10338188.336,1359.586,1829.672,1754.191,1552.065,29348067.538,1676.572,1527.288
GB5 0 offwind-dc,72.214,62.762,76.553,76.315,66.803,61.603,72.908,71.97,82.831,72.311,66.147,46689550.94,30466541.799,67131663.873,68656405.411,67281145.897,69904552.189,1035.964,554.437,68236355.387,19507141.92,1339.545,85.923,1426.936,1195.708,67379945.127,921.551,966.322,57247608.128,948.369,1343.913,1227.637,1089.863,40971479.604,67585189.524,1074.906
GR0 0 offwind-ac,5.607,4.988,5.876,6.072,5.519,5.05,5.67,5.718,6.446,5.729,5.392,73.445,19.607,90.301,16.464,16.82,158.046,79.039,43.94,20.866,13.074,104.911,6.696,110.5,101.151,125.239,69.541,73.353,20.593,71.959,106.212,92.575,83.76,121.538,20.765,83.302
GR0 0 offwind-dc,12024347.436,12050291.087,12036829.347,12039535.13,12035096.997,12031608.488,12042812.191,12029752.285,12045386.967,12028081.893,12035225.764,16569053.892,16440838.79,16538812.128,16426941.138,16423470.02,16607014.306,16626284.104,16518189.271,16433944.515,16440334.52,16618273.014,12050490.179,16657295.776,16640029.501,16584038.36,16597686.274,16595420.386,16456290.288,16597884.596,16608147.819,16630495.811,16619190.96,16597914.764,16422260.876,16608468.97
HR0 0 offwind-ac,9.543,7.798,9.81,9.901,8.613,8.479,8.93,9.341,10.901,9.74,8.717,122.26,31.422,151.152,26.85,27.749,255.834,115.835,65.667,33.462,21.981,146.629,11.335,166.198,141.179,196.478,95.664,103.91,35.361,101.256,147.476,130.143,125.023,186.573,35.625,116.033
HR0 0 offwind-dc,8.741,6.63,8.803,8.844,7.365,7.374,7.485,8.199,10.071,8.49,7.588,90.918,24.077,121.54,20.758,21.945,204.086,101.191,60.667,26.374,16.564,120.62,10.521,149.248,120.789,139.849,80.34,88.994,26.288,86.086,124.352,109.213,113.455,137.73,28.398,99.104
IE4 0 offwind-ac,152.484,125.968,165.382,152.131,135.944,153.659,148.561,144.651,171.806,157.845,135.607,1415.195,300.02,1384.969,267.815,263.278,2558.229,4043.374,2087.407,336.463,260.623,4736.958,178.643,5347.746,4227.383,2324.449,3104.87,3535.425,401.704,3474.39,4864.07,4105.072,3457.324,1976.148,316.072,3621.992
IE4 0 offwind-dc,746272.231,743616.183,745404.771,744757.961,744989.229,744495.013,742049.299,745138.947,746553.677,745531.039,745064.532,698477.637,730358.97,703204.19,721511.231,730685.267,690359.019,705920.375,724477.745,720325.912,724642.148,710665.547,746874.402,709572.096,710058.215,698937.846,713803.95,716370.19,723219.081,716132.628,712853.831,711357.811,705408.331,691625.49,734370.001,714558.746
IT0 0 offwind-ac,9.235,8.122,9.63,9.658,8.697,8.383,9.435,9.15,10.467,9.495,8.554,284.975,60.52,280.445,52.854,52.991,506.526,297.487,160.257,68.475,53.851,397.824,10.818,407.264,372.541,465.893,258.471,269.424,79.089,264.256,398.918,340.836,302.647,393.63,64.708,307.535
IT0 0 offwind-dc,10.933,8.424,10.84,11.214,9.238,8.799,9.762,10.335,12.476,10.679,9.467,318.675,79.313,406.844,81.466,74.224,791.822,573.545,308.976,104.285,60.585,668.964,12.958,817.513,658.728,499.911,415.453,465.026,91.604,449.048,639.205,565.337,545.844,475.602,98.698,522.968
IT1 0 offwind-ac,14.256,11.029,15.387,15.742,12.487,12.174,12.108,14.176,17.327,13.187,13.24,169.354,42.318,214.927,38.375,38.878,378.951,220.891,131.651,51.14,30.971,245.26,18.15,317.62,272.438,269.365,178.943,193.166,49.187,189.74,253.967,244.213,243.466,246.861,49.631,222.092
LT6 0 offwind-ac,56.597,47.098,63.562,60.725,51.917,41.485,52.783,54.829,70.07,47.528,54.478,637.157,165.927,782.757,161.666,157.98,1518.603,764.073,484.101,194.218,146.67,879.625,71.444,1120.887,936.84,1113.077,572.799,674.207,195.381,639.899,807.715,801.071,900.78,999.633,185.228,732.164
LT6 0 offwind-dc,1633060.089,1569578.259,1611530.26,1559015.437,1556093.943,1637637.581,1629632.664,1566759.369,1596104.206,1643479.814,1557600.646,2883568.41,2827936.416,2877549.58,2827146.739,2820730.531,2884579.004,2901534.601,2907111.144,2835060.237,2838432.701,2908867.356,1588387.306,2901565.201,2906066.025,2886226.911,2907439.475,2909777.295,2839144.226,2909447.596,2910464.376,2905655.184,2904307.292,2886172.344,2815661.87,2908258.803
LV6 0 offwind-ac,55.932,46.032,60.499,61.188,53.442,49.316,43.428,55.788,64.884,54.72,55.51,756.432,169.164,783.45,143.392,148.189,1390.006,968.923,525.928,186.607,144.011,1172.708,68.612,1323.473,1217.767,1223.648,830.16,853.709,218.289,834.417,1196.027,1090.508,987.429,1071.318,179.511,992.702
LV6 0 offwind-dc,164.093,180.614,230.37,248.784,235.035,161.064,180.988,212.242,223.276,151.958,248.441,3614046.779,3855517.592,3403938.505,3436623.717,3392140.832,3455136.741,1218468.598,1068142.334,3431949.312,4016864.39,1173085.655,238.262,1290190.637,1064737.509,3440641.424,1005166.221,942848.036,3509842.839,942380.011,1101445.852,956275.159,968315.821,3745750.693,3404542.319,1055817.371
ME0 0 offwind-ac,1.778,1.365,1.744,1.779,1.4,1.332,1.631,1.603,2.164,1.62,1.43,15.071,3.603,19.852,3.323,3.435,32.665,16.485,11.656,4.339,2.859,20.851,2.251,27.436,17.09,22.468,11.96,14.304,4.05,13.937,21.003,15.454,18.802,20.537,4.514,15.201
NL0 0 offwind-ac,117.843,99.179,126.71,128.278,106.765,95.885,113.416,116.898,140.763,109.058,107.725,23609441.364,23253655.87,23084636.918,22499219.791,22485820.251,23492234.3,3960.201,1575.976,22547766.924,23398002.391,4198.38,147.808,6493.033,3430.171,23468078.833,2129.701,2133.176,22895372.928,2083.031,3507.897,2710.291,2474.793,23865691.758,22465892.241,2716.807
NL0 0 offwind-dc,122.285,103.759,129.255,128.679,112.655,100.944,122.111,119.005,141.007,127.074,110.676,89910149.978,90310692.161,91787309.993,92029816.423,91818891.391,91179562.299,8005377.085,8275446.845,92280120.126,90896989.184,8158635.097,146.455,8202874.432,8584469.341,91695028.591,8550136.849,8950673.184,91281001.893,8953932.549,8231933.16,8852510.601,8705444.484,89743378.255,92542077.857,8647510.452
NO3 0 offwind-ac,23.707,21.158,25.059,25.326,22.953,21.482,24.272,23.897,27.254,24.264,22.541,481.812,110.301,523.959,96.658,98.678,947.696,400.96,217.849,128.049,84.794,533.375,28.136,545.632,509.262,795.222,354.403,367.937,137.119,360.83,535.699,466.81,413.592,709.634,120.845,420.743
NO3 0 offwind-dc,70.386,57.633,81.574,74.108,58.335,63.165,65.45,67.983,85.524,64.236,64.277,14559642.032,14563500.968,14560176.313,14563429.333,14563628.229,14557265.734,6276580.311,6867334.593,14563251.671,14563482.622,6458870.241,88.952,6272026.506,6979774.325,14559663.663,7051135.411,7062371.21,14563384.026,7062426.595,6698759.752,7048057.751,7054126.878,14557805.389,14563643.617,7035830.011
PL0 0 offwind-ac,8955481.805,8972139.039,9006966.918,9109809.739,8989568.928,8855507.571,8981442.322,8990879.084,9046908.789,8884013.485,9045130.319,15681616.397,15311236.875,15426006.132,15033338.949,14997384.206,15789463.774,16915345.51,16619219.602,15061803.763,15396106.479,16846030.855,8996953.88,16929459.512,16919953.815,15614410.959,16780909.063,16687425.131,15124124.579,16688528.085,16842267.361,16809952.983,16818620.289,15927240.572,15007673.94,16841715.766
PL0 0 offwind-dc,15045113.977,15040178.653,15046487.142,15048773.663,15050168.022,15038078.549,15035467.617,15046998.571,15051158.594,15042305.519,15048179.789,14850484.807,15036987.925,14881247.918,15027618.921,15035262.477,14747212.186,14941273.037,15008108.674,15014737.558,15033263.615,14947486.809,15051667.732,14936048.638,14928775.29,14813088.734,14950847.738,14949882.874,15011698.076,14949956.191,14946976.896,14924338.078,14936316.873,14794751.977,15040416.595,14939097.46
PT0 0 offwind-ac,7705556.042,7753286.448,7725426.619,7779214.028,7802371.809,7702653.28,7742086.965,7753953.565,7717772.034,7687395.842,7791160.879,3950625.704,5722838.125,2765947.211,2832606.812,2728603.478,2935684.634,8144018.785,8081689.647,2895586.024,7069056.623,8119026.398,7718291.727,8147035.304,8153087.658,2770456.63,8124276.985,8117347.177,2869701.175,8115122.083,8113536.136,8143701.316,8138025.942,4585980.224,2789224.108,8132703.32
RO0 0 offwind-ac,3849606.039,3812217.498,3786695.625,3786212.282,3729881.939,3814132.916,3796661.752,3790552.446,3814800.617,3833922.361,3775873.144,11731278.296,11717670.129,11721629.451,11712916.062,11715020.274,11741698.97,9707221.662,9400836.779,11710963.899,11715016.493,9543799.292,3800795.058,9842675.537,9427712.377,11736609.535,9420438.008,9482592.426,11710697.169,9484641.185,9452787.139,9470147.535,9449083.003,11742003.918,11722847.207,9398028.048
RO0 0 offwind-dc,4863951.052,4885688.102,4868926.844,4883010.748,4897614.552,4872199.427,4881481.489,4878087.066,4868093.572,4867232.543,4892376.819,5248625.327,5193802.68,5238635.328,5199647.876,5192863.297,5256689.087,5215326.403,5193531.992,5204248.739,5201277.656,5220059.041,4868728.21,5214437.918,5224701.617,5253879.775,5213096.647,5208480.654,5208277.805,5208809.235,5220519.75,5219542.465,5218181.409,5256975.275,5186960.871,5216416.751
SE3 0 offwind-ac,64.883,57.887,69.033,72.814,64.235,55.761,65.487,67.84,75.43,65.973,64.567,788.217,165.895,783.765,147.148,146.995,1396.625,802.539,443.497,188.746,124.781,1089.508,78.691,1094.62,1038.292,1247.15,741.141,776.583,219.691,762.747,1086.466,984.737,869.902,1115.664,178.019,875.575
SE3 0 offwind-dc,13870088.106,13882442.068,13876418.007,13821597.964,13729930.499,13868252.648,13885812.268,13832582.796,13855753.712,13859831.361,13763692.888,51109557.816,51001630.114,51058804.148,51172210.735,50937280.275,51278658.689,32844279.688,32244703.883,51190738.898,51332191.758,32652620.852,13826457.519,33023835.611,32024943.367,50838425.286,31744210.543,31568436.13,50957269.712,31566816.565,32399709.94,31697140.402,31612408.585,51394054.523,51079353.059,31839297.931
SI0 0 offwind-ac,2.12,1.722,2.171,2.09,1.691,1.627,1.979,1.977,2.608,1.89,1.667,20.423,5.008,25.257,4.847,4.929,42.999,18.17,12.3,5.722,4.268,24.448,2.767,31.514,18.973,32.863,13.327,17.37,5.986,15.779,23.147,17.248,19.788,28.267,5.897,17.092
AL0 0 solar,326458.358,315640.674,315040.376,276859.237,288227.892,339703.32,317185.044,310527.553,314402.437,340918.723,279914.183,6479092.315,6460971.716,6374701.961,6395249.965,6450814.949,6354640.936,2120178.668,2113945.807,6390030.473,6456573.17,2110613.929,317668.138,2146126.819,2108994.187,6430959.381,2098833.262,2089793.83,6500207.506,2090220.352,2107789.833,2094331.203,2104170.06,6517772.335,6394434.644,2102850.339
AT0 0 solar,6562356.995,6556174.253,6620855.399,6697665.491,6713904.763,6445571.168,6602337.833,6644273.674,6593636.934,6453277.55,6721651.587,25787773.41,25104472.215,26027015.463,26204896.994,26073947.207,26151087.326,18266474.984,18205059.141,26163263.247,24953002.859,18239751.721,6558476.226,18250423.35,18188467.814,26004655.345,18156206.418,18280666.396,25974154.347,18279204.663,18199160.124,18203949.147,18158674.544,25408826.321,26135280.702,18186682.741
BA0 0 solar,168544.11,85026.346,135386.231,23001.718,1766.029,208920.852,145586.145,64190.202,126228.004,207222.357,6653.633,2931516.56,2903342.038,2936934.26,2923366.238,2923404.05,2945075.665,2461450.975,2409081.589,2924771.488,2893409.634,2439572.805,105592.796,2518945.3,2409049.409,2943354.031,2406734.69,2414719.421,2924786.963,2415326.146,2419936.111,2410420.352,2408400.649,2925045.81,2924622.774,2402314.132
BE0 0 solar,25.189,22.149,26.144,26.45,23.907,22.728,25.58,25.074,28.898,26.084,23.653,8843290.793,8555833.532,9310741.364,9413859.172,9308554.174,9375627.88,4098089.482,3922504.201,9388542.558,8503224.537,4030922.54,29.63,4137833.608,3871201.398,9181423.386,3858436.324,3798205.308,9029537.388,3797721.779,3951475.435,3794117.181,3803353.032,8658747.579,9359583.856,3916949.227
BG0 0 solar,2250415.884,2212586.481,2273431.896,2356168.271,2297058.547,2243624.66,2249804.006,2291640.716,2266982.576,2232302.134,2352474.084,19219564.216,19162988.277,19213415.981,19255675.159,19243381.396,19190721.765,8227073.813,8225541.083,19263820.431,19088186.554,8229533.665,2247860.858,8231266.195,8230510.323,19169359.18,8240441.745,8243714.441,19235216.49,8244115.747,8227395.15,8242850.535,8241851.101,19257865.166,19267105.017,8233065.783
CH0 0 solar,13814638.115,13780947.021,13831071.246,13781940.162,13653919.225,13761862.35,13821232.997,13811958.742,13842290.001,13764245.056,13757121.135,27972076.585,27948189.099,28154511.846,28284213.522,28088874.118,28270444.317,17775569.882,17766047.391,28291496.404,28122226.404,17781451.786,13816990.595,17799900.286,17739272.784,27914766.684,18000660.533,18471061.414,27959369.383,18469757.809,17767965.478,18313124.814,18204055.993,28010799.026,28267585.653,17830574.571
CZ0 0 solar,32.819,29.17,33.887,34.963,32.166,29.729,33.596,32.897,36.945,33.653,31.39,3692616.617,3645649.142,3646533.591,3666382.373,3648504.561,3667819.82,4500113.508,4443925.188,3668934.618,3597385.179,4433551.888,38.857,4501456.45,4393777.159,3672483.997,4282858.475,4301325.363,3681363.813,4300881.572,4425577.65,4278794.775,4316251.311,3667703.568,3635875.983,4313130.267
DE0 0 solar,15.727,14.302,16.529,17.167,15.921,14.224,16.173,16.157,18.079,16.072,15.383,29540009.748,29710068.703,29706922.902,29900666.333,29689594.326,29889680.281,15451561.736,15066049.893,29888655.844,29814225.999,15322004.251,18.783,15776533.147,14882584.138,29616575.685,14587585.097,14347896.485,29525485.081,14347453.409,15154005.88,14317239.913,14362024.252,29636087.093,29794164.04,14696254.88
DK0 0 solar,19.277,17.455,20.365,21.022,19.304,17.423,19.819,19.804,22.249,19.694,18.745,4113670.01,4352370.202,4174897.91,4131883.693,4136290.285,4096486.969,6010.061,1583.905,4133359.838,4599565.821,4772.324,23.121,19416.139,3422.728,4059683.283,1921.408,1820.155,4094061.408,1779.229,4079.187,2308.367,2140.588,4202487.162,4179192.186,2419.66
DK3 0 solar,19.439,16.801,20.431,20.949,18.408,17.416,19.105,19.614,22.362,19.674,18.495,2206690.71,2244357.286,1948835.492,1949459.563,1992651.722,1923507.231,4549.58,1039.148,1950070.238,2257571.048,3153.93,23.27,15906.323,2268.81,2075470.642,1156.624,897.428,2168616.739,890.873,2507.076,1162.269,1221.46,2203266.153,1953665.713,1699.358
EE6 0 solar,31.707,28.534,33.752,35.201,32.971,28.669,32.077,33.01,36.665,31.971,31.68,2092281.806,2149946.37,2172721.948,2181796.736,2196600.776,2170454.473,900996.626,910286.589,2182111.881,2165240.457,892435.157,38.523,921265.473,887883.088,2171012.318,843539.466,777712.792,2145873.534,778364.983,897053.23,791555.539,815802.864,2112772.77,2195016.808,867072.401
ES0 0 solar,28672932.052,29435667.624,29089528.383,29939797.493,30305290.584,28910547.503,28804395.384,29711464.42,29204290.931,28940301.124,30213269.164,164056920.768,162356994.359,165495872.418,165557020.962,165378011.503,165581023.513,68794602.244,68844663.692,165650769.915,161745301.475,68801365.407,29370756.3,68839505.783,68726950.155,165453333.298,68817566.047,68822349.374,165027462.032,68820036.726,68757064.244,68751496.492,68790284.368,163443148.748,165585406.587,68778822.89
ES2 0 solar,403566.245,405874.662,400914.65,419826.409,436893.504,420673.249,397575.103,414039.146,398721.133,422217.391,428863.853,4520479.578,4521769.578,4520810.355,4521614.839,4521778.134,4519949.171,1342983.527,1344753.424,4521511.261,4521702.609,1334474.023,400981.026,1342973.13,1346725.24,4520252.838,1339232.144,1336591.456,4521525.056,1337843.758,1337976.141,1340218.666,1345801.824,4519982.954,4521763.128,1342293.635
FI3 0 solar,15.191,13.7,15.989,16.463,15.128,13.738,15.616,15.518,17.469,15.553,14.7,970174.775,995956.592,888299.354,944363.58,878427.61,942004.598,371.691,203.49,940018.89,1014979.081,506.515,18.13,518.758,472.935,923635.876,331.936,332.927,941285.311,326.501,503.376,424.056,382.637,985232.188,951165.489,392.269
FR0 0 solar,731223.271,306837.56,591270.382,2239.978,385.849,928959.351,676105.388,51354.743,507314.338,1025198.335,904.176,67160765.795,67429700.797,67299268.962,67412169.134,67163172.844,67378223.064,36030833.554,35840570.176,67423723.879,67219872.611,35944808.667,505072.418,36172466.706,35806902.992,67055042.309,35764910.257,35640865.413,67203895.11,35641417.932,35915991.636,35664622.588,35693827.733,67371428.036,67342095.709,35762732.407
GB4 0 solar,16.69,14.866,17.698,18.369,16.573,15.065,16.898,17.222,19.313,17.004,16.371,821.535,117.386,661.619,104.387,133.009,1001.648,390.892,220.929,147.608,107.789,492.189,20.118,527.663,517.508,1211.495,353.249,367.187,210.244,358.683,533.267,482.643,416.899,1072.924,146.658,435.992
GB5 0 solar,18.28,16.952,19.028,20.406,18.407,16.056,18.784,19.441,20.411,18.238,18.147,11825192.679,12691251.939,8414279.073,6728066.042,8833520.679,6675645.223,7304010.172,6671610.713,6658658.254,13355156.929,7305285.676,21.666,7367077.096,6282124.349,10050358.607,6075817.376,6081872.273,10856415.818,6084110.913,7195361.075,6171248.286,6211612.105,11920452.843,7733672.875,6028894.382
GR0 0 solar,1410580.863,1421565.196,1422127.411,1468957.932,1409929.595,1397595.499,1420734.672,1439377.829,1422244.933,1390894.976,1473767.332,35269371.71,36329384.106,35414593.288,35516790.702,35354501.64,35465688.739,9610877.709,9493950.094,35555350.369,36970684.484,9509607.206,1414046.922,9499825.35,9473364.934,35280189.388,9509905.109,9523796.848,35298474.295,9524372.402,9452158.542,9518925.648,9526055.361,35349165.952,35524125.574,9485788.805
HR0 0 solar,56.324,48.869,58.676,58.248,49.772,51.549,56.723,55.851,63.574,57.961,50.863,3718140.538,3667277.071,3743020.384,3735144.471,3761027.733,3723127.727,2410871.837,2380458.487,3728546.522,3690014.997,2385003.045,65.607,2425628.806,2349805.286,3760875.513,2296712.81,2272589.041,3752323.968,2270916.142,2380898.852,2262821.856,2285672.451,3703283.41,3748606.307,2330658.675
HU0 0 solar,51.237,43.436,52.375,50.037,44.471,48.459,51.458,48.867,56.404,54.48,44.211,6478.874,1100.772,4136.957,798.876,809.964,7486.477,11064.671,13294.417,999.483,1038.123,16052.177,57.975,9200.735,29993.625,8599.027,66275.361,174910.902,1631.604,174503.843,21348.311,155439.069,117949.683,8850.268,953.368,48878.512
